GCCSA_CODE_2016,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000mo_Mng,LG_3000mo_Pro,LG_3000mo_TecTW,LG_3000mo_CoPSW,LG_3000mo_ClAW,LG_3000mo_SWks,LG_3000mo_MaOpDv,LG_3000mo_Lab,LG_3000mo_IDNS,LG_3000mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot
6RTAS,34,81,83,25,136,5,56,54,15,491,42,66,43,17,41,0,13,8,3,233,23,35,14,7,16,0,6,4,3,102,25,19,6,3,3,0,0,0,0,55,53,20,8,0,4,0,0,0,0,87,18,0,0,0,3,0,0,0,0,24,0,0,0,0,4,0,0,3,3,11,230,289,240,145,417,19,182,256,37,1820,321,45,79,55,81,111,27,109,17,839,220,114,189,625,196,1510,88,997,32,3966,443,251,427,780,389,1138,180,1136,44,4784,590,275,614,935,551,988,274,1145,61,5433,669,362,997,1234,723,1134,344,1338,63,6859,1042,602,1444,1783,1272,1610,608,2112,97,10578,1345,786,1875,1731,1620,1610,1172,2376,108,12621,1699,1144,2289,1315,1844,1169,1486,1741,146,12826,1924,1705,2152,890,1487,669,1270,1041,142,11282,1331,1422,1284,365,702,322,751,474,73,6728,1066,1373,853,149,402,213,644,275,62,5042,686,946,564,70,168,85,349,146,38,3046
6GHOB,22,50,64,15,104,0,37,43,9,346,26,70,31,11,53,0,4,15,6,220,20,61,20,6,23,0,0,5,3,142,26,30,10,0,5,0,0,0,4,78,47,10,4,3,6,0,0,3,0,71,21,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,3,0,10,180,282,188,188,336,11,93,187,29,1499,82,50,53,47,44,73,22,68,10,450,80,165,126,687,139,1374,64,751,21,3404,150,250,276,773,281,1035,116,790,26,3698,198,295,444,807,415,868,159,715,38,3938,261,393,653,994,607,938,218,872,61,4997,438,667,1150,1723,1115,1274,383,1210,81,8044,708,860,1562,1769,1486,1352,730,1266,79,9816,1122,1326,2039,1475,2062,1148,913,1023,121,11233,1330,1990,2136,1020,1853,715,605,574,117,10337,1054,1800,1179,403,821,342,304,258,96,6257,944,1755,744,166,470,193,325,164,72,4828,632,1368,378,66,221,116,107,90,34,3018
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
69499,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,6,0,28,10,0,24,4,3,3,14,9,4,70,3,18,21,50,5,23,4,69,0,195,25,25,79,91,17,40,28,178,7,494,25,39,130,91,11,35,51,191,8,579,29,28,179,151,18,36,57,221,8,724,68,51,293,188,31,36,93,268,14,1041,75,45,367,165,25,31,116,253,13,1084,113,48,515,102,20,31,133,229,28,1212,139,47,536,76,26,35,161,164,14,1199,99,40,321,24,15,37,106,80,7,734,85,55,204,12,6,15,59,51,7,491,32,29,102,4,4,3,24,26,0,229
5RWAU,85,97,195,81,313,5,258,152,18,1203,88,140,112,49,194,0,81,42,26,736,108,142,67,19,109,3,33,17,8,511,105,82,40,19,49,0,21,7,6,321,241,76,44,19,51,0,12,8,3,448,116,14,11,9,10,0,7,3,3,162,9,5,5,7,23,0,8,7,6,71,856,702,748,450,1349,32,654,602,110,5508,904,97,183,130,227,217,124,301,75,2255,488,251,317,962,373,2605,153,1625,64,6837,862,466,611,1049,718,1367,236,1716,68,7100,1048,477,905,1235,914,1365,320,1884,76,8234,1239,579,1359,1440,1240,1622,412,1971,98,9948,2105,940,2134,2339,2056,2181,760,2916,134,15564,2331,1157,2584,2445,2497,2366,1191,3352,201,18120,3230,1607,3467,2225,2831,1934,1917,3475,220,20916,3955,2384,4762,1653,3028,1351,2776,3085,269,23253,2984,2332,3795,825,1853,747,2674,1875,207,17291,2807,2560,3950,590,1369,510,3701,1357,220,17060,1964,2299,3825,300,814,299,4279,1128,198,15105
5GPER,111,238,437,158,709,15,246,362,44,2314,147,472,285,143,631,14,143,115,43,1992,186,632,220,97,352,7,56,52,29,1632,154,317,63,26,103,4,19,19,15,719,323,261,52,31,73,0,6,11,8,769,197,46,8,5,10,3,0,0,0,277,14,11,19,4,25,3,6,7,3,94,1267,2376,1497,1267,2884,92,651,907,170,11107,981,651,571,537,740,804,210,669,202,5368,679,1800,1138,5867,1603,11698,680,6431,259,30148,963,2474,2157,6778,3193,9579,1192,5816,257,32419,1332,2457,3166,6433,3866,7414,1303,5905,294,32164,1654,2921,4684,7068,4925,7219,1644,6310,325,36762,2977,4730,7266,10282,8578,8978,2896,7942,489,54143,4528,6151,9281,10688,10866,8428,5214,8696,618,64469,7670,9447,13961,10591,15132,7424,8269,8269,798,81561,10221,15737,19020,7858,17748,6082,8852,6343,1016,92877,8333,15975,13782,3509,10778,3941,5291,3179,784,65575,8780,16780,10925,2035,7116,2872,3903,2056,667,55128,6792,13813,7123,998,3521,1776,2452,1271,480,38238
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,5,0,3,0,0,0,0,0,6,0,15,3,3,3,3,0,0,0,7,0,22,0,4,10,5,0,0,4,11,0,38,0,6,8,0,0,0,3,7,0,32,3,15,7,0,0,0,3,23,3,52,3,12,18,0,0,0,9,31,0,78
59499,0,3,3,0,0,0,0,8,0,22,0,3,8,0,4,0,0,8,0,17,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,12,24,36,16,0,10,48,3,161,49,39,89,42,25,15,37,106,23,431,42,177,131,330,55,144,56,437,21,1386,44,245,327,444,83,161,133,743,32,2220,51,192,544,413,73,173,217,801,29,2492,87,186,880,495,109,188,263,765,44,3034,112,269,1382,603,192,241,417,1070,48,4333,150,270,1652,611,216,190,411,1155,59,4706,233,325,2321,496,259,211,557,1323,66,5804,328,379,3274,362,213,235,672,1341,87,6884,306,325,2794,142,141,173,552,874,67,5381,313,297,2346,72,101,90,535,609,53,4426,190,253,1465,46,61,62,510,430,43,3055
4RSAU,41,55,113,43,215,3,159,159,23,814,46,103,61,15,153,3,32,29,4,443,66,77,28,18,67,0,7,6,4,273,69,31,21,11,20,0,4,0,0,152,98,22,12,4,7,0,0,3,0,151,34,0,0,0,0,0,0,0,0,38,4,0,7,0,3,0,7,0,3,29,396,366,319,188,770,6,337,366,51,2792,763,60,118,83,126,129,52,221,40,1592,452,134,285,768,256,1802,124,1621,40,5479,906,311,533,859,556,1294,206,1721,50,6431,1105,325,771,989,722,1172,279,1832,70,7256,1347,430,1196,1342,944,1465,378,2104,102,9306,2147,692,1827,2274,1637,2041,716,2931,118,14377,2564,991,2314,2179,1945,1919,1205,3686,155,16957,3095,1456,2897,1706,2142,1477,1785,3374,154,18087,3486,2013,2789,1052,1697,846,1909,2095,144,16025,2242,1832,1570,442,831,397,1347,924,125,9703,1839,1830,1162,188,523,271,1246,531,93,7680,1174,1313,890,92,277,130,892,244,57,5071
4GADE,60,176,401,95,327,3,165,275,21,1521,71,266,212,86,367,6,59,67,31,1165,107,383,105,64,176,4,9,26,9,885,108,235,41,10,70,3,3,11,7,491,215,158,22,16,55,3,4,3,8,486,111,12,0,0,7,0,0,0,3,136,3,14,9,6,8,0,3,9,8,57,746,1454,1100,504,1477,48,334,620,113,6389,623,339,319,355,339,441,110,406,118,3040,448,1075,700,3860,907,7421,397,4936,165,19908,911,1614,1524,4802,1915,6561,737,4538,172,22773,1169,1734,2300,4611,2690,5039,926,4281,194,22935,1544,2134,3507,5505,3686,5321,1226,5045,240,28205,2655,3661,5670,8912,6633,6865,2395,6832,371,43994,4045,5192,8054,9089,8889,6671,4899,8139,514,55502,6581,8467,10873,7813,12223,6058,6858,7170,662,66707,7994,12578,11257,5169,11655,4351,5524,4238,672,63443,6124,11213,6730,1890,5729,2261,2487,1638,413,38483,5893,11542,4305,908,3212,1527,1402,841,306,29945,4267,8978,2291,374,1541,836,804,445,171,19703
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7
49499,0,0,4,0,0,0,4,7,0,18,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,9,5,0,12,32,0,80,33,22,50,30,10,13,21,67,12,257,29,134,116,244,23,86,31,339,16,1017,51,173,264,368,59,150,101,623,20,1803,69,166,454,361,62,151,153,696,21,2151,99,188,674,468,98,164,159,749,30,2629,145,225,1212,628,161,200,219,979,35,3802,209,261,1446,537,176,148,248,981,53,4060,258,281,1844,407,175,153,351,922,59,4439,299,317,2204,273,118,144,347,775,47,4529,259,223,1432,103,68,109,215,370,27,2810,206,213,961,52,43,58,163,261,17,1969,111,150,492,26,20,37,106,124,18,1073
3RQLD,210,547,790,139,1734,22,840,781,64,5123,254,846,708,106,1000,12,298,267,58,3551,305,812,426,56,444,6,177,105,38,2371,232,377,158,23,140,3,59,40,24,1064,500,405,102,17,140,3,24,25,14,1245,302,69,12,3,29,0,5,11,4,433,14,16,37,14,59,0,47,60,15,270,2034,3647,3303,795,5422,128,2483,3004,305,21122,3142,622,804,624,1022,931,348,1098,270,8857,1646,1434,1764,5975,1968,13767,749,7965,290,35559,2876,2250,2955,6643,3643,9570,1338,7382,325,36990,3807,2631,4486,7278,4916,8358,1728,8099,388,41696,4097,3247,6679,9441,6522,9489,2442,9688,418,52023,7112,5742,11106,16070,11975,13770,4540,14670,689,85680,9949,7839,15470,17463,16440,15056,7946,17243,853,108266,14272,11344,20401,13399,19114,11640,10758,14959,1028,116911,16135,15602,21330,7908,15289,7531,10053,9289,1005,104145,11112,13071,13367,2948,7420,3837,6961,4157,642,63516,10129,13654,10195,1403,4693,2570,5983,2520,502,51651,6338,8914,6939,712,2185,1370,5341,1439,310,33556
3GBRI,128,435,512,40,967,11,500,339,27,2957,137,630,332,33,652,14,280,123,26,2224,142,723,218,25,346,3,115,68,21,1662,199,504,91,12,187,3,49,30,17,1090,417,566,61,10,146,3,15,12,16,1248,268,99,4,4,34,0,3,0,3,421,7,18,13,0,39,0,24,8,11,123,1379,3378,1638,244,3435,68,1490,1080,163,12876,1085,753,598,589,767,819,246,746,265,5859,800,2044,1408,6473,2052,12349,808,6857,296,33094,1330,2741,2308,7787,3686,10175,1306,6241,320,35894,1894,3116,3520,7475,4780,8142,1700,6461,333,37425,2244,3475,5356,8627,6019,8306,2142,7365,400,43938,3999,5978,8903,13990,10783,11079,4292,10853,614,70489,6522,8618,12473,15507,15653,12067,9449,14209,920,95424,11171,13597,17617,12688,22311,10552,12785,13228,1231,115185,14201,21225,20272,8227,22455,7914,10722,8407,1231,114662,10915,20441,13141,3471,12378,4669,5550,3690,808,75056,11389,21831,9721,1744,7450,3587,3414,2212,653,61997,8287,15483,6143,707,3422,1984,1767,1224,409,39431
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,5,0,9,0,3,0,6,0,0,0,0,0,16,0,4,4,0,0,0,3,3,0,16,0,5,10,0,0,0,0,5,0,19,0,5,4,0,0,0,0,0,0,12,0,0,3,0,0,0,0,15,0,16
39499,6,3,16,3,16,0,24,46,3,109,0,8,22,9,4,0,7,19,0,69,3,3,10,0,6,0,6,7,0,32,0,3,3,0,0,0,3,3,0,11,3,5,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,19,27,74,24,52,0,60,154,18,439,97,94,167,72,70,54,95,182,56,885,66,357,361,544,100,274,89,718,47,2554,105,385,655,628,179,350,236,1404,59,4003,173,412,1127,733,191,376,363,1710,74,5157,226,393,1688,862,220,371,474,1917,79,6242,323,602,2668,1215,345,480,706,2675,101,9116,424,580,3404,1124,400,435,978,2762,151,10263,625,680,4904,906,447,445,1149,2947,180,12280,866,836,6190,566,408,522,1364,2583,165,13501,804,668,4589,246,214,379,940,1434,112,9384,778,612,3392,139,167,261,723,958,72,7102,552,427,2002,67,81,118,546,595,62,4450
2RVIC,155,414,369,294,668,15,363,334,39,2649,158,480,183,145,423,10,96,83,29,1614,227,528,117,99,235,3,33,34,30,1313,165,271,46,34,79,3,5,8,9,633,370,216,29,28,64,0,3,3,0,717,155,21,3,5,6,0,0,7,0,203,15,12,14,24,24,0,10,36,8,148,1423,2516,1129,2306,2677,76,782,1477,168,12563,2497,288,450,379,419,619,141,722,142,5654,1547,813,1086,3815,1041,9719,332,6049,230,24627,2737,1447,2066,4149,2004,5904,687,4964,216,24169,3603,1783,3211,4403,2936,5204,966,5174,258,27549,4186,2146,4868,5396,3791,5619,1298,5903,263,33467,6273,3612,7473,8353,6288,7347,2496,8644,365,50843,7521,4903,9811,8080,7984,7324,4633,10398,499,61156,9656,7327,12152,6359,8895,5627,6468,8898,570,65945,10098,9628,11025,3904,6726,3394,5929,5586,516,56801,6826,8158,6044,1592,3234,1711,3366,2511,348,33780,5837,7181,4129,709,1994,1085,2230,1626,254,25056,3869,5082,2537,286,901,646,1312,1014,179,15828
2GMEL,205,924,521,511,1277,19,220,335,50,4055,279,1134,340,299,984,16,142,124,57,3374,394,1582,236,259,690,6,66,83,54,3370,344,901,133,114,315,7,6,20,41,1884,678,799,104,88,236,3,9,11,34,1960,385,112,15,17,39,0,0,11,12,585,24,55,28,66,51,0,16,53,9,310,2604,6949,1985,4432,5624,135,734,2643,337,25449,2467,1793,1226,1368,1615,2042,440,1346,588,12893,1731,4952,2537,14063,4323,26770,1307,12686,614,68979,3052,6942,5316,16990,8388,22391,2629,11824,659,78186,4396,7400,8225,15927,10075,17927,3523,12160,778,80412,5109,8619,12004,16913,12575,16856,4536,13506,829,90944,9300,14199,18721,23938,21429,20995,9045,18775,1436,137837,13895,19898,25438,25584,30336,21433,18709,24158,1803,181247,22675,32850,35331,23818,42703,19725,24456,20977,2363,224887,29224,51384,39255,15504,43704,15794,20108,13715,2441,231128,24061,48635,24562,6774,24847,9622,10185,6608,1631,156926,24725,47887,17897,3158,15817,6957,5859,4022,1319,127647,19424,36789,11148,1375,7623,4407,3155,2412,836,87173
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,3,3,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,3,0,11
29499,6,10,7,80,7,0,15,15,3,155,7,8,8,18,0,0,3,5,0,49,0,3,0,11,3,0,0,0,0,19,0,3,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,14,0,34,18,67,37,905,36,3,36,338,11,1455,96,113,224,87,51,68,85,204,64,987,64,504,402,894,130,308,118,788,55,3258,126,685,970,1108,234,430,333,1576,79,5539,220,582,1545,1044,230,403,485,1843,80,6431,281,658,2928,1141,286,418,648,2051,116,8519,451,948,4212,1463,397,552,1012,2604,156,11786,632,897,5030,1114,487,463,1094,2681,149,12549,866,1021,6483,888,501,545,1407,2852,204,14763,1123,1137,7698,502,528,560,1255,2462,193,15457,935,924,5604,240,309,472,767,1570,98,10921,913,830,4165,106,168,273,520,1023,89,8095,552,520,2347,65,116,167,320,559,59,4700
1RNSW,225,619,1009,208,1476,18,1107,716,77,5464,300,863,788,116,813,15,449,270,55,3652,344,889,678,70,399,8,165,88,39,2692,359,572,399,32,156,3,47,29,23,1614,718,502,286,14,150,3,15,11,17,1719,385,80,14,9,39,3,9,7,5,557,23,32,45,21,60,0,45,37,18,276,2620,4296,4316,1249,5349,122,3287,3005,366,24611,3042,481,700,635,765,961,291,1102,212,8196,1862,1467,1435,6186,1768,14967,869,9295,296,38163,3578,2528,3263,7401,3623,9718,1308,8256,312,39995,4669,3150,5281,8423,5096,8792,1831,9000,401,46642,5529,3992,8267,10262,6876,9941,2406,10212,500,57988,8904,7113,13141,16702,12434,13967,4510,14517,743,92035,11224,9248,16936,17290,15871,14127,7462,17160,947,110273,14689,12164,20720,13515,17312,10587,10378,14775,1032,115181,16519,15990,19890,8268,13584,6445,10294,8841,971,100796,11115,13050,11524,3244,6608,3225,6894,3881,607,60147,9914,12971,8479,1543,4194,2066,5495,2112,557,47313,6376,10235,5356,648,1980,1090,4122,1095,348,31248
1GSYD,203,705,802,325,1376,12,489,609,78,4601,279,941,492,140,921,9,192,260,45,3271,325,1148,297,98,504,5,100,130,64,2679,318,872,186,61,270,7,28,43,29,1814,698,834,123,36,206,6,21,30,24,1977,434,179,13,10,47,3,7,0,4,695,24,41,29,33,42,0,16,36,11,229,2474,5607,2747,2311,5375,98,1359,2199,373,22548,2102,1906,1185,1334,1521,1918,456,1262,620,12307,1386,5397,2190,11935,4358,21305,1346,10738,592,59251,2501,7177,5080,15384,8402,19422,2746,10608,779,72095,3753,7827,8438,15980,10781,16532,3892,11980,904,80087,4600,8997,12808,17470,12993,16744,5113,14250,1028,94013,8647,15017,19395,24201,22548,21512,9287,19306,1554,141463,13249,21332,24627,26346,31994,22708,17940,23617,2217,184022,22134,34067,33494,24943,44602,21230,23750,20974,2933,228119,30653,54247,37897,17762,49145,16959,19904,13794,3234,243596,25795,52172,24480,7604,29646,10451,10917,6633,2241,169940,26923,54473,18150,4109,19904,8086,6920,4125,1784,144480,21732,44071,10969,1955,10097,5129,3772,2166,1100,100992
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,7,0,9,0,0,3,0,0,0,0,3,0,6,0,3,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
19499,3,3,24,0,11,0,22,37,3,115,3,11,7,4,8,0,14,8,0,54,0,0,7,4,6,0,4,3,0,26,0,0,5,0,3,0,0,0,0,13,3,3,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,22,42,78,70,42,0,77,132,13,483,125,102,257,95,78,73,86,253,69,1151,101,666,411,875,120,318,120,911,48,3570,158,720,971,1080,235,476,520,1940,76,6185,279,742,1805,1170,317,461,842,2314,101,8029,313,669,3113,1460,335,489,1116,2680,103,10273,560,967,4738,1990,519,674,1480,3663,190,14787,696,1013,5622,1658,620,576,1577,3772,185,15703,1032,1147,7446,1326,677,625,1830,3973,233,18286,1424,1263,8594,851,646,680,1978,3471,213,19111,1250,1022,5805,367,349,559,1158,1842,160,12501,1074,1011,4427,195,312,392,834,1172,109,9513,706,714,2372,113,133,186,451,595,63,5345
