GCCSA_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
3RQLD,309671,33545,34926,9207,4213,391559,1081,127,119,25,4,1352,1621,415,207,122,13,2374,133,35,36,14,6,224,140,55,31,8,3,230,782,90,55,12,14,955,49,4,12,0,0,76,1216,197,283,59,28,1783,103,26,25,15,3,180,496,73,72,14,0,651,4565,520,311,64,76,5530,394,38,33,3,8,477,322,66,65,5,3,464,94,22,12,0,4,131,1005,131,117,13,19,1284,823,161,191,111,17,1308,1014,166,104,26,13,1322,1488,177,162,42,12,1891,66,32,27,6,3,136,831,122,114,21,9,1092,118,19,38,20,5,213,843,161,190,31,11,1237,20674,2482,2424,376,289,26244,348,69,30,5,3,465,3388,60,85,15,45,3598,251,46,44,6,4,356,371,40,32,4,0,453,4153,735,457,99,33,5481,835,70,36,10,3,964,491,29,49,17,8,599,130,38,28,9,0,200,16795,2517,2582,427,207,22520,1397,160,192,45,10,1814,607,77
3GBRI,300984,28321,22303,3291,2461,357355,1333,127,112,21,9,1603,4876,1065,495,277,28,6737,308,45,53,11,6,423,226,42,26,6,3,305,2320,283,183,43,13,2852,129,17,18,3,0,168,1631,196,198,24,11,2061,244,72,63,7,6,387,1698,231,161,24,4,2123,11660,1021,707,158,128,13670,746,66,56,11,10,887,1090,121,157,23,16,1407,223,41,42,4,5,316,1886,261,129,17,13,2310,895,188,131,58,30,1298,781,74,56,11,7,923,2523,385,310,78,36,3337,159,53,46,11,4,280,2303,279,193,27,7,2814,133,18,22,0,0,179,1003,176,118,23,6,1325,28645,2198,1881,230,286,33237,943,129,112,11,14,1213,4319,110,104,15,29,4580,583,70,68,3,7,728,915,77,50,14,7,1053,6488,757,458,72,30,7805,1932,157,123,20,10,2233,708,63,44,18,13,834,199,53,37,4,4,300,25479,2816,2231,296,204,31029,2117,179,152,32,4,2489,2913,317
39799,122,6,10,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0
39499,32875,7017,15713,732,824,57161,73,18,57,0,0,154,122,44,95,4,0,265,31,17,29,4,3,86,7,8,9,0,0,24,61,21,36,5,0,125,12,3,7,0,0,19,121,39,112,7,7,279,19,9,21,4,0,50,51,11,23,0,0,88,401,92,155,12,14,669,13,5,20,0,0,35,46,7,27,0,0,80,9,3,7,0,0,16,191,52,64,3,6,317,75,24,82,8,0,185,25,0,17,0,0,51,144,35,99,5,0,282,14,8,8,0,0,35,57,17,48,0,0,120,16,4,10,0,0,28,74,29,73,0,3,181,3307,648,1399,37,81,5482,35,13,19,0,0,66,112,13,29,3,0,150,21,4,42,0,3,71,42,16,23,0,0,77,289,76,138,6,4,516,43,8,13,0,3,70,17,0,7,0,4,29,5,3,17,0,0,27,1955,530,1485,35,60,4072,111,15,76,3,0,209,83,30
2RVIC,182628,22129,27289,7579,3438,243067,267,35,32,3,3,334,725,202,129,79,10,1140,163,43,35,10,3,251,116,33,26,0,6,177,173,17,11,6,0,204,103,25,21,3,3,151,481,81,118,40,15,727,101,40,52,21,6,216,171,30,24,3,3,238,3118,315,185,58,44,3719,119,9,16,3,0,149,185,16,17,3,3,220,106,24,12,0,3,154,408,54,50,9,8,528,521,167,159,122,35,1012,92,7,15,3,0,113,229,14,4,4,5,255,44,17,14,3,3,81,503,55,67,10,3,643,136,17,24,4,8,192,543,117,189,47,29,921,2908,315,389,96,40,3741,320,47,33,0,8,403,1088,13,14,9,14,1137,111,16,22,5,3,158,123,5,13,3,0,145,675,92,74,16,10,862,600,71,20,10,5,708,193,15,9,9,4,233,95,22,24,15,0,157,6102,776,979,227,85,8161,447,52,57,16,4,578,315,51
2GMEL,525565,63564,42866,5270,5721,642987,1991,199,146,13,5,2360,20697,4717,2558,1400,195,29569,1843,336,231,46,41,2498,1927,483,289,40,25,2767,2722,195,160,47,34,3155,2946,441,250,54,70,3759,3258,511,393,80,39,4280,3821,955,689,141,93,5705,4833,526,369,73,20,5818,55034,4523,2606,471,603,63238,3831,268,166,50,27,4344,3018,396,366,59,48,3886,2117,398,419,69,55,3055,3862,389,242,25,37,4552,6713,1566,1048,286,180,9799,1165,118,92,13,17,1410,2935,357,324,79,34,3730,2052,703,784,98,96,3735,10640,1159,703,145,65,12707,1780,260,204,25,32,2308,1785,382,270,58,31,2526,22170,1726,1393,141,230,25664,6563,459,553,54,85,7711,11742,237,251,64,86,12381,2054,398,379,50,34,2915,2937,278,194,30,10,3448,6733,997,523,66,44,8365,16492,1263,796,163,177,18894,2065,130,124,33,16,2371,2378,624,509,94,76,3674,38732,4600,3466,430,303,47526,3942,360,304,38,29,4671,16629,1660
29799,120,4,4,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
29499,35432,10171,19901,712,1165,67390,57,20,36,0,0,107,593,251,587,60,21,1506,115,67,132,9,5,331,55,23,57,0,3,141,49,27,22,3,0,101,107,87,74,7,6,284,119,34,87,4,3,251,193,94,190,9,11,507,112,31,80,5,0,224,1165,331,641,15,49,2203,41,11,35,0,0,96,113,51,84,0,6,260,104,43,88,5,9,245,237,71,89,3,4,410,325,234,338,31,25,948,23,0,13,0,0,32,71,28,63,4,3,168,160,95,189,10,14,467,186,58,104,5,4,355,84,38,80,0,3,207,85,47,112,3,6,254,1082,191,478,14,39,1798,231,17,119,3,5,372,148,16,61,0,0,227,53,52,96,4,8,214,81,12,41,0,4,131,158,42,106,3,3,310,294,89,113,3,3,517,48,7,23,0,0,78,118,85,122,11,13,353,1475,487,1186,29,54,3242,117,25,44,3,0,189,304,116
1RNSW,337093,33925,46849,11337,5717,434915,672,97,91,29,5,890,1480,271,324,92,34,2199,207,35,32,8,4,291,201,76,49,3,5,330,545,38,48,12,8,642,615,91,83,13,9,812,864,143,249,64,23,1337,163,32,70,20,8,301,336,72,91,7,7,514,3731,522,256,114,68,4688,239,14,28,9,0,282,324,46,31,8,3,410,110,31,14,3,0,163,740,115,112,16,16,1007,665,196,219,100,25,1204,158,15,23,5,3,216,667,87,37,7,9,808,161,51,90,20,8,330,604,82,114,10,6,821,158,14,36,22,5,243,538,112,177,60,17,900,6059,686,873,149,93,7857,522,72,33,4,11,646,1704,43,44,7,27,1831,211,26,41,5,3,295,172,24,27,3,4,235,1659,285,237,40,18,2244,674,65,32,10,4,798,368,26,45,10,8,456,161,45,64,7,3,283,11612,1541,2068,447,150,15825,1094,116,186,32,21,1445,504,71
1GSYD,521657,61121,41889,4852,5358,634878,2636,350,194,23,9,3218,35533,6895,4385,1232,308,48352,1782,318,215,27,33,2367,3189,802,469,70,65,4603,8376,739,429,81,111,9737,2237,337,189,36,26,2833,3529,486,369,70,32,4480,2143,573,484,82,72,3345,9883,1120,823,109,65,11998,45838,3322,1961,298,316,51742,8287,461,450,63,60,9320,4466,776,604,79,65,5994,4580,1006,762,72,103,6519,6185,972,399,29,47,7632,5672,1191,853,158,114,7990,2100,285,177,24,18,2605,9083,2061,1560,297,114,13123,7243,2847,2344,262,285,12984,6701,816,523,69,51,8155,1277,215,239,41,37,1807,1740,281,192,34,17,2266,24346,2570,1663,194,293,29073,6865,616,822,55,117,8477,20706,472,472,80,124,21853,2053,335,352,38,23,2805,2340,250,177,28,8,2799,9751,1979,909,99,78,12824,8233,576,369,58,73,9309,4916,236,237,67,74,5529,2160,434,450,71,48,3164,47235,6556,4164,498,376,58838,5706,538,423,53,36,6757,16678,1895
19799,42,3,13,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
19499,42008,10592,23418,868,1360,78239,83,19,45,0,0,151,1159,535,1035,55,27,2817,170,62,96,6,3,338,90,40,68,3,3,204,215,72,78,10,11,380,120,60,60,5,3,243,131,51,119,5,0,309,141,68,148,6,6,372,169,46,156,8,0,378,544,158,421,11,15,1156,124,33,129,0,5,293,148,72,131,4,7,358,281,87,115,7,15,506,424,184,150,0,11,776,273,132,284,21,12,721,29,6,29,0,0,63,424,220,390,25,12,1074,645,417,666,27,62,1815,182,44,68,6,3,296,51,36,54,3,3,142,69,37,76,0,7,195,1583,333,742,26,47,2726,198,46,205,3,10,461,317,42,121,8,0,487,94,61,114,3,3,272,67,19,35,0,4,129,220,90,146,4,3,466,93,28,22,5,3,149,86,11,35,0,3,136,79,40,82,9,6,210,1973,637,1565,54,56,4294,146,34,96,0,5,276,413,138
