GCCSA_CODE_2016,M_15_19_EWFT,M_15_19_EWPT,M_15_19_EAFW,M_15_19_EHW_NS,M_15_19_Tot,M_20_24_EWFT,M_20_24_EWPT,M_20_24_EAFW,M_20_24_EHW_NS,M_20_24_Tot,M_25_29_EWFT,M_25_29_EWPT,M_25_29_EAFW,M_25_29_EHW_NS,M_25_29_Tot,M_30_34_EWFT,M_30_34_EWPT,M_30_34_EAFW,M_30_34_EHW_NS,M_30_34_Tot,M_35_39_EWFT,M_35_39_EWPT,M_35_39_EAFW,M_35_39_EHW_NS,M_35_39_Tot,M_40_44_EWFT,M_40_44_EWPT,M_40_44_EAFW,M_40_44_EHW_NS,M_40_44_Tot,M_45_49_EWFT,M_45_49_EWPT,M_45_49_EAFW,M_45_49_EHW_NS,M_45_49_Tot,M_50_54_EWFT,M_50_54_EWPT,M_50_54_EAFW,M_50_54_EHW_NS,M_50_54_Tot,M_55_59_EWFT,M_55_59_EWPT,M_55_59_EAFW,M_55_59_EHW_NS,M_55_59_Tot,M_60_64_EWFT,M_60_64_EWPT,M_60_64_EAFW,M_60_64_EHW_NS,M_60_64_Tot,M_65_69_EWFT,M_65_69_EWPT,M_65_69_EAFW,M_65_69_EHW_NS,M_65_69_Tot,M_70_74_EWFT,M_70_74_EWPT,M_70_74_EAFW,M_70_74_EHW_NS,M_70_74_Tot,M_75ov_EWFT,M_75ov_EWPT,M_75ov_EAFW,M_75ov_EHW_NS,M_75ov_Tot,M_Tot_EWFT,M_Tot_EWPT,M_Tot_EAFW,M_Tot_EHW_NS,M_Tot_Tot,F_15_19_EWFT,F_15_19_EWPT,F_15_19_EAFW,F_15_19_EHW_NS,F_15_19_Tot,F_20_24_EWFT,F_20_24_EWPT,F_20_24_EAFW,F_20_24_EHW_NS,F_20_24_Tot,F_25_29_EWFT,F_25_29_EWPT,F_25_29_EAFW,F_25_29_EHW_NS,F_25_29_Tot,F_30_34_EWFT,F_30_34_EWPT,F_30_34_EAFW,F_30_34_EHW_NS,F_30_34_Tot,F_35_39_EWFT,F_35_39_EWPT,F_35_39_EAFW,F_35_39_EHW_NS,F_35_39_Tot,F_40_44_EWFT,F_40_44_EWPT,F_40_44_EAFW,F_40_44_EHW_NS,F_40_44_Tot,F_45_49_EWFT,F_45_49_EWPT,F_45_49_EAFW,F_45_49_EHW_NS,F_45_49_Tot,F_50_54_EWFT,F_50_54_EWPT,F_50_54_EAFW,F_50_54_EHW_NS,F_50_54_Tot,F_55_59_EWFT,F_55_59_EWPT,F_55_59_EAFW,F_55_59_EHW_NS,F_55_59_Tot,F_60_64_EWFT,F_60_64_EWPT,F_60_64_EAFW,F_60_64_EHW_NS,F_60_64_Tot,F_65_69_EWFT,F_65_69_EWPT,F_65_69_EAFW,F_65_69_EHW_NS,F_65_69_Tot,F_70_74_EWFT,F_70_74_EWPT,F_70_74_EAFW,F_70_74_EHW_NS,F_70_74_Tot,F_75ov_EWFT,F_75ov_EWPT,F_75ov_EAFW,F_75ov_EHW_NS,F_75ov_Tot,F_Tot_EWFT,F_Tot_EWPT,F_Tot_EAFW,F_Tot_EHW_NS,F_Tot_Tot,P_15_19_EWFT,P_15_19_EWPT,P_15_19_EAFW,P_15_19_EHW_NS,P_15_19_Tot,P_20_24_EWFT,P_20_24_EWPT,P_20_24_EAFW,P_20_24_EHW_NS,P_20_24_Tot,P_25_29_EWFT,P_25_29_EWPT,P_25_29_EAFW,P_25_29_EHW_NS,P_25_29_Tot,P_30_34_EWFT,P_30_34_EWPT,P_30_34_EAFW,P_30_34_EHW_NS,P_30_34_Tot,P_35_39_EWFT,P_35_39_EWPT,P_35_39_EAFW,P_35_39_EHW_NS,P_35_39_Tot,P_40_44_EWFT,P_40_44_EWPT,P_40_44_EAFW,P_40_44_EHW_NS,P_40_44_Tot,P_45_49_EWFT,P_45_49_EWPT,P_45_49_EAFW,P_45_49_EHW_NS,P_45_49_Tot,P_50_54_EWFT,P_50_54_EWPT,P_50_54_EAFW,P_50_54_EHW_NS,P_50_54_Tot,P_55_59_EWFT,P_55_59_EWPT,P_55_59_EAFW,P_55_59_EHW_NS,P_55_59_Tot,P_60_64_EWFT,P_60_64_EWPT,P_60_64_EAFW,P_60_64_EHW_NS,P_60_64_Tot,P_65_69_EWFT,P_65_69_EWPT,P_65_69_EAFW,P_65_69_EHW_NS,P_65_69_Tot,P_70_74_EWFT,P_70_74_EWPT,P_70_74_EAFW,P_70_74_EHW_NS,P_70_74_Tot
49799,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,6,0,3,0,7,8,3,0,0,10,9,3,0,0,13,7,0,6,0,14,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,14,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,4,0,3,0,9,8,3,0,0,10,9,3,0,0,13,10,0,6,0,12,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
49499,451,323,40,26,848,1555,728,91,59,2437,1943,689,101,57,2794,1874,646,98,51,2674,1621,582,85,51,2341,1831,708,112,54,2713,1932,781,126,51,2885,1860,841,129,47,2881,1478,924,127,40,2576,888,764,118,26,1797,311,454,58,19,837,64,169,13,4,250,33,73,15,16,136,15840,7690,1123,498,25152,18,186,22,10,237,171,459,65,17,709,250,421,69,23,767,234,423,85,23,764,189,528,80,17,816,252,647,48,23,965,326,790,63,21,1195,276,909,51,24,1256,235,804,81,25,1138,109,614,70,15,804,41,242,37,6,332,18,97,9,6,127,7,24,5,10,46,2131,6144,691,206,9161,470,511,60,41,1086,1725,1190,156,80,3144,2195,1109,172,79,3556,2106,1075,183,72,3437,1813,1113,165,64,3157,2086,1351,166,76,3675,2253,1570,189,69,4075,2138,1749,186,64,4135,1711,1724,209,63,3712,996,1375,195,32,2598,351,699,92,21,1166,80,266,24,13,375
3RQLD,9031,18873,952,839,29686,30212,13163,1025,1232,45635,39352,8500,1265,1143,50258,43517,6786,1398,1095,52800,42109,6136,1265,1019,50533,45542,6489,1375,1024,54434,45959,6937,1411,1063,55368,43549,7203,1567,897,53219,37424,7816,1791,788,47829,24015,8173,1412,599,34200,9550,6114,716,374,16758,3158,3180,282,201,6816,1757,1847,168,308,4083,375182,101219,14643,10576,501616,5253,26731,1090,883,33963,22566,20182,1526,879,45149,27164,17438,2808,813,48219,23460,21592,3421,722,49195,22390,23830,2036,690,48934,27956,26083,1413,907,56368,31306,25007,1423,819,58560,29730,23240,1774,716,55453,23986,20924,1805,654,47367,13193,15121,1466,473,30252,4343,7229,602,292,12458,1239,2655,204,189,4291,570,1134,123,275,2097,233151,231165,19685,8315,492314,14285,45604,2045,1715,63651,52781,33341,2552,2107,90780,66519,25939,4074,1951,98476,66973,28379,4822,1816,101994,64499,29963,3302,1708,99471,73499,32581,2792,1934,110802,77268,31948,2834,1888,113926,73279,30440,3335,1613,108679,61409,28741,3596,1448,95195,37205,23296,2878,1070,64452,13896,13337,1315,666,29216,4398,5836,485,392,11110
3GBRI,6524,18292,770,678,26273,29914,20245,1106,1338,52609,45579,11787,1192,1303,59864,53150,8373,1339,1173,64030,51353,6743,1147,1004,60240,52396,6425,1093,974,60893,49830,6358,1132,919,58236,44180,5919,1259,708,52056,35190,6193,1383,601,43374,21499,6357,1153,414,29422,7820,4966,540,219,13541,2017,2411,175,117,4715,759,1289,89,163,2301,400209,105363,12372,9616,527553,3915,26253,933,745,31845,24558,26818,1629,967,53973,36323,18666,2827,944,58755,32915,21705,4622,779,60011,28396,23414,2937,694,55445,31858,24810,1551,748,58967,33298,22839,1356,734,58228,30153,19275,1526,645,51599,22887,16754,1606,480,41725,12108,12077,1185,338,25715,3497,5933,517,173,10114,693,1966,125,96,2886,206,675,59,148,1093,260801,221182,20873,7487,510348,10435,44543,1706,1427,58115,54471,47068,2737,2305,106584,81905,30453,4018,2242,118616,86059,30074,5961,1948,124043,79744,30153,4086,1700,115686,84257,31236,2646,1726,119865,83127,29196,2486,1657,116461,74335,25195,2783,1350,103659,58080,22948,2983,1082,85101,33611,18435,2338,744,55135,11316,10896,1059,388,23661,2707,4380,302,213,7599
39799,0,0,0,0,3,3,3,0,5,10,12,0,0,0,18,14,0,5,0,21,12,0,0,0,14,21,0,3,0,30,11,0,6,0,25,11,0,3,0,21,22,0,0,0,22,11,0,0,0,16,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,137,15,25,11,175,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,26,0,0,0,0,3,9,3,0,5,16,11,0,0,0,19,21,0,5,0,20,12,3,0,0,17,29,0,4,0,34,17,0,6,0,24,12,0,3,0,23,22,0,0,0,22,14,0,0,0,14,3,0,0,0,3,3,0,0,0,4
39499,1649,1266,110,105,3137,4949,1852,226,194,7220,6315,1645,276,188,8421,6403,1503,317,176,8395,5816,1474,279,175,7746,6396,1827,340,200,8758,6069,1870,342,174,8452,5278,2003,336,151,7768,4256,2095,364,90,6803,2621,1940,303,97,4957,873,1091,160,50,2171,189,409,63,28,679,76,168,37,20,299,50886,19143,3137,1643,74802,132,645,63,53,893,606,1078,109,91,1887,791,1083,190,64,2133,729,1312,224,77,2348,731,1443,177,72,2420,875,1732,140,78,2825,1000,1857,142,68,3075,912,1894,178,76,3062,689,1634,179,57,2554,357,1241,121,59,1774,106,504,76,27,715,33,156,32,18,247,10,57,13,23,115,6982,14638,1648,760,24039,1782,1914,175,159,4033,5549,2936,332,281,9101,7108,2726,463,247,10550,7129,2816,539,251,10739,6545,2914,458,244,10166,7270,3557,474,279,11585,7069,3729,487,241,11524,6191,3898,514,223,10824,4943,3726,538,145,9359,2974,3183,420,158,6738,981,1596,236,80,2889,224,564,92,45,924
2RVIC,4888,10723,603,563,16778,16319,7596,665,780,25356,20670,4221,609,602,26112,21768,3447,648,547,26404,21276,3199,675,503,25654,23457,3614,708,550,28330,24573,3864,776,578,29789,24736,4292,1017,573,30624,22787,5383,1305,519,29995,15206,6384,1320,445,23357,5980,4714,705,257,11660,2132,2276,272,175,4849,1500,1673,226,297,3701,205307,61373,9544,6378,282606,2072,14957,803,628,18460,10449,12589,1074,623,24735,13900,9635,1642,407,25582,10227,12709,2238,345,25521,9612,14445,1392,368,25813,12511,16502,1012,443,30460,15104,16818,1015,432,33367,15659,16285,1378,465,33786,13281,15788,1575,484,31127,7229,11671,1315,377,20590,2361,5167,656,225,8407,682,1777,194,163,2813,453,907,134,218,1710,113539,149246,14429,5157,282377,6959,25680,1406,1191,35239,26764,20190,1738,1397,50098,34567,13862,2252,1009,51688,31996,16155,2886,891,51927,30886,17639,2065,868,51465,35971,20116,1715,988,58789,39682,20680,1786,1007,63159,40399,20573,2395,1033,64406,36068,21170,2883,1008,61124,22436,18049,2637,821,43943,8345,9874,1366,477,20066,2814,4051,469,333,7664
2GMEL,7690,29017,1190,1124,39015,46712,44403,1924,2831,95866,96467,26334,2173,3236,128213,116859,18390,2586,2871,140709,108976,14516,2247,2345,128086,102847,13332,2131,2052,120368,98093,13227,1990,1977,115290,86652,12680,2086,1801,103223,69997,13144,2222,1432,86795,42003,14486,2057,980,59522,15795,11482,1126,534,28945,4271,5890,463,293,10910,1741,3309,262,315,5636,798104,220224,22468,21792,1062579,3226,39939,1476,1246,45884,38641,54204,2830,2294,97962,80689,37325,4835,2251,125098,71947,42774,9132,1935,125784,53597,47981,6400,1493,109472,54156,51939,3067,1540,110695,57760,49681,2467,1609,111519,52153,41518,2533,1389,97589,39818,35996,2703,1047,79562,21180,26262,2217,726,50383,6350,13001,1050,395,20790,1361,4249,359,215,6184,499,1668,171,317,2657,481372,446534,39233,16453,983586,10916,68959,2667,2363,84903,85351,98606,4747,5125,193831,177159,63658,7013,5481,253308,188800,61164,11723,4803,266488,162572,62491,8649,3842,237556,157001,65277,5199,3595,231064,155854,62908,4464,3586,226813,138809,54201,4618,3190,200809,109814,49140,4924,2481,166361,63180,40748,4276,1705,109905,22148,24482,2177,925,49734,5631,10138,818,504,17088
29799,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,10,0,0,0,11,11,0,3,0,11,23,3,0,0,29,18,0,3,0,28,16,6,6,0,26,16,0,9,0,21,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,102,16,22,7,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,0,0,0,0,0,5,0,0,0,3,3,3,0,0,7,10,0,0,0,16,11,0,3,0,14,21,3,0,0,28,23,0,3,0,26,15,6,6,0,29,16,0,9,3,22,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3
29499,2020,1290,129,124,3564,6613,2488,296,282,9679,8175,2298,340,272,11092,7903,2120,350,262,10626,6989,1893,292,225,9403,7176,2163,297,216,9847,7102,2347,306,221,9982,6028,2342,365,183,8919,5068,2485,357,140,8044,2744,2348,312,113,5515,981,1331,146,40,2498,259,534,71,45,906,118,259,36,44,456,61169,23903,3291,2167,90529,70,665,63,53,858,587,1614,162,113,2477,985,1447,202,113,2752,892,1514,262,93,2766,715,1719,197,90,2720,917,2080,154,90,3239,963,2433,167,99,3669,938,2325,194,94,3547,684,2055,184,78,3005,329,1521,151,56,2057,100,711,76,38,929,30,255,36,23,339,18,94,20,20,150,7233,18437,1876,957,28505,2090,1951,197,184,4421,7202,4104,455,396,12150,9161,3749,540,390,13839,8791,3633,614,357,13394,7703,3613,490,319,12119,8093,4246,447,299,13090,8069,4782,474,318,13644,6959,4668,556,274,12459,5753,4536,542,221,11054,3074,3861,462,174,7571,1082,2040,222,80,3430,288,791,103,61,1240
1RNSW,9798,17731,1137,946,29615,28803,13740,1154,1385,45080,37202,8363,1141,1085,47783,40035,6705,1221,1018,48983,39247,6081,1037,929,47291,43393,6795,1174,981,52336,44562,7237,1270,1023,54081,44593,8420,1567,977,55559,40741,9854,2048,865,53511,25321,10661,1719,683,38376,10038,7568,894,450,18945,3590,3995,370,291,8248,2420,2718,297,464,5904,369740,109858,15016,11092,505708,4640,25885,1452,1012,32988,19367,21511,1744,1000,43625,24157,17459,2808,724,45143,19671,22377,3607,681,46338,19535,24693,2167,678,47077,25839,27384,1475,799,55488,29718,26812,1504,814,58850,29939,26730,1885,786,59343,25759,25559,2397,747,54461,13704,18422,1859,561,34545,4379,8457,828,336,14000,1294,3124,301,244,4961,793,1494,178,435,2893,218801,249914,22195,8802,499719,14446,43617,2584,1956,62596,48171,35258,2897,2388,88710,61359,25815,3944,1807,92925,59707,29083,4822,1703,95320,58782,30773,3204,1611,94370,69230,34177,2650,1775,107824,74276,34045,2776,1829,112935,74530,35153,3448,1768,114900,66501,35410,4446,1615,107973,39026,29082,3575,1237,72927,14417,16031,1718,784,32947,4889,7118,669,535,13210
1GSYD,11338,28718,1618,1381,43054,54833,42911,2098,3217,103056,104762,26569,2277,3518,137130,127134,19049,2606,3353,152140,120902,15241,2333,2812,141284,114554,14131,2129,2352,133165,103270,13782,1896,2288,121235,94546,14277,2090,2058,112964,76701,14364,2386,1561,95011,45172,15349,1931,1099,63553,18252,11967,1110,546,31874,5040,6318,427,253,12034,1973,3724,290,280,6266,878468,226403,23183,24716,1152769,6345,39805,1976,1275,49398,48030,51019,2888,2625,104572,89742,35709,5118,2539,133103,81254,42180,9364,2195,134998,65526,46735,6454,1767,120476,66393,49058,3098,1645,120195,66558,44608,2234,1609,115013,61249,38952,2488,1557,104246,48181,34238,2579,1174,86175,25759,25461,2090,825,54136,8322,13632,1100,429,23476,1904,5078,378,227,7594,602,2083,167,293,3145,569870,428561,39927,18160,1056525,17682,68525,3588,2656,92447,102867,93931,4989,5842,207624,194506,62284,7393,6052,270232,208389,61230,11969,5553,287137,186426,61974,8787,4576,261759,180944,63193,5227,3995,253360,169829,58394,4133,3896,236247,155789,53224,4577,3615,217212,124880,48608,4967,2735,181188,70933,40810,4023,1921,117689,26571,25600,2207,978,55355,6945,11397,800,479,19621
19799,0,0,0,0,0,3,0,0,0,3,12,0,0,0,8,9,0,0,0,9,3,0,0,0,4,10,0,0,0,11,3,3,3,0,11,9,4,3,0,16,3,0,3,0,5,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,49,12,13,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,12,0,0,0,0,3,3,0,3,0,10,9,0,0,0,13,9,0,0,0,9,3,0,0,0,4,10,0,3,0,9,3,3,3,0,11,5,4,3,0,14,3,0,3,0,10,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3
19499,2926,1748,165,159,5001,7177,2966,366,376,10886,8406,2602,339,319,11677,8677,2515,350,309,11864,8373,2494,306,249,11417,8678,2844,356,225,12107,8304,2958,388,274,11924,7894,3209,441,252,11805,6239,3353,472,194,10263,3712,3068,384,133,7295,1359,1700,221,80,3352,319,711,82,39,1154,105,297,45,56,511,72177,30461,3931,2674,109242,133,900,71,101,1205,770,1793,191,124,2880,1186,1587,243,114,3127,1080,1789,287,99,3262,958,1945,242,79,3220,1175,2456,163,120,3911,1258,2670,171,116,4218,1253,2838,227,107,4421,971,2608,217,105,3904,454,1679,177,63,2378,146,793,87,35,1068,37,263,33,17,358,20,97,29,42,181,9445,21410,2149,1126,34122,3060,2653,235,259,6211,7947,4758,558,501,13764,9593,4190,585,433,14801,9763,4303,638,410,15118,9328,4434,553,326,14642,9854,5299,518,347,16014,9568,5621,557,396,16146,9145,6045,670,362,16224,7214,5963,690,298,14163,4163,4742,567,196,9670,1500,2490,310,117,4420,359,970,117,57,1508
