GCCSA_CODE_2016,F_IDNS_H_0,F_IDNS_H_1_15,F_IDNS_H_16_24,F_IDNS_H_25_34,F_IDNS_H_35_39,F_IDNS_H_40,F_IDNS_H_41_48,F_IDNS_H_49_more,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_15,F_Tot_H_16_24,F_Tot_H_25_34,F_Tot_H_35_39,F_Tot_H_40,F_Tot_H_41_48,F_Tot_H_49_more,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_15,P_AgFF_H_16_24,P_AgFF_H_25_34,P_AgFF_H_35_39,P_AgFF_H_40,P_AgFF_H_41_48,P_AgFF_H_49_more,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_15,P_Min_H_16_24,P_Min_H_25_34,P_Min_H_35_39,P_Min_H_40,P_Min_H_41_48,P_Min_H_49_more,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_15,P_Mnf_H_16_24,P_Mnf_H_25_34,P_Mnf_H_35_39,P_Mnf_H_40,P_Mnf_H_41_48,P_Mnf_H_49_more,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_15,P_EGWWS_H_16_24,P_EGWWS_H_25_34,P_EGWWS_H_35_39,P_EGWWS_H_40,P_EGWWS_H_41_48,P_EGWWS_H_49_more,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_15,P_Const_H_16_24,P_Const_H_25_34,P_Const_H_35_39,P_Const_H_40,P_Const_H_41_48,P_Const_H_49_more,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_15,P_WST_H_16_24,P_WST_H_25_34,P_WST_H_35_39,P_WST_H_40,P_WST_H_41_48,P_WST_H_49_more,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_15,P_RetT_H_16_24,P_RetT_H_25_34,P_RetT_H_35_39,P_RetT_H_40,P_RetT_H_41_48,P_RetT_H_49_more,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_15,P_AcFd_H_16_24,P_AcFd_H_25_34,P_AcFd_H_35_39,P_AcFd_H_40,P_AcFd_H_41_48,P_AcFd_H_49_more,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_15,P_TPW_H_16_24,P_TPW_H_25_34,P_TPW_H_35_39,P_TPW_H_40,P_TPW_H_41_48,P_TPW_H_49_more,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_15,P_IMT_H_16_24,P_IMT_H_25_34,P_IMT_H_35_39,P_IMT_H_40,P_IMT_H_41_48,P_IMT_H_49_more,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_15,P_FinIns_H_16_24,P_FinIns_H_25_34,P_FinIns_H_35_39,P_FinIns_H_40,P_FinIns_H_41_48,P_FinIns_H_49_more,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_15,P_RHRE_H_16_24,P_RHRE_H_25_34,P_RHRE_H_35_39,P_RHRE_H_40,P_RHRE_H_41_48,P_RHRE_H_49_more,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_15,P_ProSTS_H_16_24,P_ProSTS_H_25_34,P_ProSTS_H_35_39,P_ProSTS_H_40,P_ProSTS_H_41_48,P_ProSTS_H_49_more,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_15,P_AdSup_H_16_24,P_AdSup_H_25_34,P_AdSup_H_35_39,P_AdSup_H_40,P_AdSup_H_41_48,P_AdSup_H_49_more,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_15,P_PubAS_H_16_24,P_PubAS_H_25_34,P_PubAS_H_35_39,P_PubAS_H_40,P_PubAS_H_41_48,P_PubAS_H_49_more,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_15,P_EdTrn_H_16_24,P_EdTrn_H_25_34,P_EdTrn_H_35_39,P_EdTrn_H_40,P_EdTrn_H_41_48,P_EdTrn_H_49_more,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_15,P_HltHC_SA_H_16_24,P_HltHC_SA_H_25_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40,P_HltHC_SA_H_41_48,P_HltHC_SA_H_49_more,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_15,P_ArtsR_H_16_24,P_ArtsR_H_25_34,P_ArtsR_H_35_39,P_ArtsR_H_40,P_ArtsR_H_41_48,P_ArtsR_H_49_more,P_ArtsR_H_NS,P_ArtsR_H_Tot
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,5,0,12,10,0,0,0,0,0,0,4,0,11,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,5,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,52,119,42,38,32,30,10,26,94,450,691,3021,1648,1476,808,560,308,456,206,9161,110,134,137,190,218,258,115,338,28,1527,86,8,13,9,20,20,20,206,3,389,43,79,101,97,153,174,74,170,11,898,14,14,10,27,44,64,28,58,5,269,423,697,823,1557,2025,3540,1406,2153,171,12808,21,45,59,40,87,101,63,93,11,519,60,249,150,132,146,132,88,122,11,1088,37,114,50,49,24,27,14,39,4,362,97,147,181,231,191,238,131,483,23,1721,15,59,17,31,90,85,54,59,3,406,22,18,16,20,23,26,8,17,0,153,10,28,21,23,21,26,8,22,3,165,54,330,142,155,89,120,55,131,9,1096,148,1320,722,803,427,306,180,271,52,4221,81,112,88,103,132,138,78,122,18,864,124,440,219,216,94,88,34,65,11,1283,235,854,630,617,354,178,117,173,38,3203,24,247,36,51,23,31,11,30,5,454
3RQLD,613,2559,1696,2010,2073,1810,549,1203,3608,16120,19685,75377,67249,88540,94406,61298,30821,46628,8315,492314,1220,3704,3064,4287,4491,7321,3655,20154,860,48764,2382,622,650,802,2573,2754,6772,19257,525,36338,1391,3133,2695,4109,13600,12245,9204,10837,582,57791,446,309,356,588,2749,3100,1600,2358,92,11606,1924,4415,3919,5949,10920,16976,9481,20882,926,75389,531,1319,1260,1780,5339,4830,3154,4611,166,23001,3219,22365,14293,17165,20005,10282,7339,10973,1068,106709,2305,22366,12355,13644,10922,7479,5288,10871,1196,86427,1536,2878,3051,4276,7420,6901,4823,10988,610,42476,260,908,718,1003,2350,1684,891,1613,74,9497,660,1063,1470,2048,4495,3844,1761,2822,123,18277,427,1853,1607,2051,3948,3669,2048,4414,181,20195,1145,4784,4045,5006,8344,8706,4145,8667,310,45148,945,5136,3871,4619,5983,4509,2114,3978,423,31574,2964,2541,3008,3938,18516,12909,7515,7366,618,59374,3535,11550,10305,16889,15090,12117,7404,13593,722,91210,6447,10546,18135,27428,29772,20012,7316,10527,1278,131455,556,3364,1936,2580,2991,2276,1205,1796,201,16907
3GBRI,522,2274,1709,1869,2548,2174,682,1123,3268,16167,20873,71979,68471,80728,107770,75611,35192,42229,7487,510348,195,899,930,1176,1311,1551,753,2422,150,9390,394,174,279,370,1356,2552,1460,3234,72,9884,1469,3043,3037,4556,19679,15628,9592,10977,597,68570,392,223,395,581,2462,3587,1617,2203,54,11518,1553,3483,3554,5075,10504,19388,10220,19619,870,74279,623,1484,1553,2135,7749,7807,4332,5580,215,31485,2818,21248,13920,14294,19124,11506,7292,10524,1030,101751,1673,21441,11648,9376,7806,5733,3779,6626,958,69041,2186,2577,3943,5723,12884,11797,7358,12295,799,59567,424,1168,972,1206,3896,3160,1610,2196,106,14743,1297,1238,2230,2952,9472,8627,3813,5498,201,35325,477,1763,1540,1935,3954,4601,2241,4940,155,21614,2127,6286,6262,6994,14466,21479,9549,16306,488,83956,895,4429,4756,4069,6549,5614,2620,3843,339,33108,4049,2453,4144,5497,24812,17889,9638,8040,623,77148,3573,13947,11156,15508,17321,14220,7917,13650,690,97997,6447,12314,19374,26393,33202,21444,8393,11230,1243,140031,535,3389,1775,1949,2448,2323,1076,1830,157,15487
39799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,26,3,0,4,3,0,3,0,23,0,39,8,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,8,39,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,6,0,0,0,0,0,4,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,135,336,187,154,140,138,46,106,418,1674,1648,6800,4028,3813,2267,2049,908,1759,760,24039,141,180,166,227,188,281,170,853,59,2267,306,41,39,46,96,113,212,1173,28,2054,103,186,189,187,344,502,269,500,26,2308,23,41,44,49,110,133,84,191,10,684,1327,1958,2229,3943,5342,10507,5124,9071,578,40083,64,125,110,104,246,365,177,354,21,1560,136,534,351,361,391,440,252,539,39,3035,105,354,193,183,136,147,79,245,31,1463,289,495,574,634,568,784,453,1654,112,5568,53,97,68,92,218,240,108,184,7,1081,61,45,45,56,77,130,63,135,7,627,48,118,58,83,83,130,46,162,10,740,215,800,389,455,306,498,202,674,43,3579,386,3039,1892,1808,1063,1015,420,825,153,10609,280,312,235,331,409,394,247,357,46,2611,265,1327,528,483,247,241,98,232,66,3494,393,1219,1080,1294,737,469,223,399,86,5906,71,552,175,165,107,118,31,140,29,1389
2RVIC,478,1393,904,923,910,727,231,455,2162,8186,14429,52101,46381,50762,45167,31792,15443,21138,5157,282377,1666,4324,3308,4269,4168,6943,3461,16827,906,45865,181,107,121,126,424,561,645,1322,38,3521,1621,3202,2784,3434,11111,11305,7046,6768,485,47746,452,289,402,500,2342,2232,1135,1246,74,8670,1233,2383,1986,2851,6061,11290,4806,7719,548,38870,396,988,881,984,2481,2552,1683,2067,96,12135,2529,15480,8552,9063,10495,7046,4509,5646,779,64103,1603,15161,5882,5339,4297,3139,2088,4835,731,43077,840,1718,1660,1985,2995,3338,2345,5065,323,20268,190,756,469,500,1278,801,583,524,48,5142,527,642,1116,1257,2430,2117,1013,1155,76,10332,209,622,588,577,1302,1075,651,1248,46,6324,696,2739,2345,2859,4088,4226,2190,3208,180,22544,505,3108,1989,1890,2439,1756,771,1179,228,13857,2139,2236,2833,3313,8388,7682,3913,3510,294,34307,1984,6552,6958,7473,9015,6540,4739,7290,445,50983,5193,8840,15751,20116,14263,11358,4406,5422,821,86177,371,2167,965,1024,1197,893,509,968,116,8213
2GMEL,1305,5507,4303,4049,6149,5250,1514,2134,7872,38086,39233,153470,144466,148595,187443,151647,66255,76026,16453,983586,403,1319,1270,1363,2149,2345,1077,2276,194,12391,150,120,151,162,436,977,518,1305,36,3853,3504,8718,8846,10317,45764,39628,20953,23474,1404,162602,641,550,870,1126,5886,5901,2628,3365,171,21148,2886,6833,7458,9422,21361,41229,16909,29741,1836,137679,1668,4141,4811,5191,17892,19333,9105,11759,490,74395,5963,47425,30287,26445,37005,27675,14804,20047,2353,212006,3264,40777,24064,15843,15582,12682,7886,13272,2088,135458,3313,5151,7121,9716,21051,23582,12678,18426,1396,102441,1193,3003,2857,3141,10390,12376,5148,6825,355,45291,3407,3110,5967,7066,19698,29895,10365,15250,662,95422,872,2887,2854,2887,6611,8104,4116,7454,317,36097,4914,14417,14318,15940,32355,51597,20954,33915,1202,189618,1790,9386,9825,8206,13963,11726,4971,6546,795,67204,5354,5649,8158,9648,28723,24204,12896,10834,812,106291,5762,27389,22884,22613,32627,26676,15982,25581,1427,180940,10980,26258,39065,49569,48017,37362,15110,18848,2407,247621,1287,9785,4942,4956,6009,6703,3158,5066,431,42339
29799,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,0,0,12,0,3,0,0,0,3,0,10,3,19,10,5,0,0,0,0,3,30,0,52,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,3,0,3,3,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
29499,191,424,247,179,188,186,39,108,521,2074,1876,8865,5212,4361,2435,2385,876,1534,957,28505,116,251,190,235,190,356,144,533,44,2060,83,12,13,12,20,34,34,184,8,389,97,213,249,223,430,657,253,435,45,2596,37,64,52,63,195,236,85,149,14,887,1528,2145,2792,4590,7795,16733,5768,8687,803,50839,78,114,118,125,306,488,188,353,8,1779,190,655,424,450,485,554,274,482,58,3572,113,512,222,177,112,119,58,148,49,1512,274,686,754,907,735,1190,542,1692,129,6910,65,160,122,159,295,346,173,329,22,1668,69,78,59,54,129,175,53,130,8,759,49,101,55,65,68,116,41,99,8,603,212,1070,591,634,482,802,295,712,54,4844,450,3382,2339,2143,1183,1365,459,773,205,12291,290,684,544,599,388,427,188,288,59,3462,255,1718,686,604,312,324,106,222,67,4290,518,2100,1568,1334,734,586,293,416,126,7669,98,868,206,229,117,147,56,147,46,1912
1RNSW,658,2316,1575,1630,1652,1343,419,839,3745,14176,22195,83766,78405,87748,90862,61639,27490,38813,8802,499719,1866,5199,4523,5489,5599,9727,4612,22644,1137,60794,1083,387,573,813,3080,3775,5320,9199,353,24581,1713,3671,3419,4814,15454,14484,8817,9760,641,62785,422,285,442,806,4217,3418,1541,1734,116,12981,1850,4265,4312,5542,11406,19187,8180,15273,929,70936,468,1356,1293,1570,3968,4333,2798,3953,160,19899,4101,24575,16119,16665,19481,10890,7268,9994,1295,110395,2904,27074,12717,12397,9743,6842,4159,9156,1350,86336,1456,3309,3445,3837,6003,5885,4038,9653,611,38232,257,977,678,761,2011,1535,770,1017,53,8058,940,1233,2163,2576,5327,3906,1747,2231,141,20270,425,1400,1251,1420,2993,2592,1446,2753,110,14394,1248,4999,4570,5434,8220,8096,3921,6996,319,43804,973,5555,3987,4254,5300,4298,1568,2506,402,28847,3336,2954,4378,5508,23898,12031,8240,6695,581,67607,3623,12216,11552,14072,16680,13516,7704,13142,809,93312,7484,13522,24929,31269,29491,24481,7858,10881,1510,151425,506,2973,1382,1614,1963,1534,794,1427,173,12355
1GSYD,1346,5525,5114,4207,7258,6903,1929,2763,8899,43944,39927,139950,150111,138504,211596,190759,74418,93106,18160,1056525,218,1013,927,1071,1451,1641,737,1856,163,9082,170,146,177,186,1146,1107,703,1318,42,5003,2627,6481,7702,7598,36160,31545,16029,21811,1118,131078,468,384,613,713,4703,5226,2125,3302,159,17686,2862,8115,10191,10539,20675,43617,17945,36127,2177,152242,1657,3502,4736,4872,19969,22618,9869,14221,523,81966,5912,39481,31782,25847,38505,30347,14377,21887,2465,210614,3840,36393,30019,17762,19702,16173,8784,15687,2110,150466,3527,5683,7713,9947,23211,24891,12411,21354,1537,110271,1591,3371,3400,3546,13442,17851,7574,11641,412,62826,4944,4182,7575,9680,31134,42956,16745,27524,1041,145782,987,3330,3516,3302,7366,11111,4943,9114,354,44017,5194,14927,16665,16269,35763,62804,24942,44969,1443,222977,1805,8646,10461,8023,14530,14826,5648,8116,880,72934,5761,4810,7464,8483,40043,27227,16527,14196,1083,125599,6157,27714,21982,21030,32618,30464,14819,24881,1572,181229,9822,24564,39813,40047,54353,49546,15544,22595,2529,258809,1158,7054,4363,4256,5433,6552,2795,4712,417,36734
19799,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,12,3,3,0,3,0,0,0,8,0,16,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,6,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19499,207,434,274,222,224,254,63,142,591,2408,2149,9777,6355,5279,3121,3275,1119,1932,1126,34122,160,320,319,399,374,540,204,839,71,3232,96,30,29,35,82,98,103,370,6,859,140,236,280,255,470,716,283,631,46,3045,54,41,72,77,213,265,100,192,14,1027,1726,3008,4000,5334,7745,17709,6318,10604,910,57363,76,145,159,140,362,557,200,418,30,2089,213,673,561,475,577,736,328,606,71,4233,112,550,338,229,165,213,89,197,61,1950,413,1035,1056,1203,976,1662,797,2444,182,9768,84,240,158,198,403,456,197,410,18,2158,122,92,85,94,173,267,89,203,11,1141,41,166,99,94,83,190,70,136,15,900,255,1143,660,604,513,1002,351,826,69,5415,589,3996,2803,2488,1547,1833,575,971,230,15035,280,428,351,322,571,606,298,461,69,3382,312,2250,1000,781,416,426,173,294,95,5744,544,2251,2060,2003,1029,807,352,550,154,9748,157,988,308,268,140,226,75,229,35,2422
