GCCSA_CODE_2016,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_2016,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_2016,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_2016,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_2016,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_2016,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_2016,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_2016,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_2016,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_2016,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_2016,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_2016,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_2016,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_2016,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_2016,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_2016,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_2016,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_2016,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_2016,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_2016,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_2016,SEO_IDNS_NS,SEO_IDNS_Tot,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_2016,SEO_Tot_NS,SEO_Tot_Tot,SOLSEWVW_AGFF_Bf_91,SOLSEWVW_AGFF_91_95,SOLSEWVW_AGFF_96_00,SOLSEWVW_AGFF_01_05,SOLSEWVW_AGFF_06_10,SOLSEWVW_AGFF_11_15,SOLSEWVW_AGFF_2016,SOLSEWVW_AGFF_NS,SOLSEWVW_AGFF_Tot,SOLSEWVW_Min_Bf_91,SOLSEWVW_Min_91_95
49499,50,3,5,10,18,23,9,7,119,23,3,7,0,3,4,0,3,44,66,0,6,9,12,12,0,3,111,17,3,0,3,0,3,0,0,28,974,88,114,133,243,113,7,39,1710,48,0,3,0,12,0,0,6,64,79,10,3,3,16,10,0,0,126,26,0,7,3,5,4,0,0,41,132,5,3,4,15,4,0,5,177,35,0,0,6,0,3,0,0,56,12,0,0,0,3,0,0,0,16,13,0,0,3,0,4,0,3,31,116,7,10,10,17,6,3,3,174,412,21,29,42,53,42,0,24,615,61,6,8,12,8,4,0,4,105,107,12,13,12,20,10,3,4,182,301,15,28,31,46,33,3,13,469,18,4,7,6,7,4,0,3,40,124,15,7,17,29,7,0,5,205,104,5,10,19,13,12,3,9,184,2728,209,259,327,524,293,25,127,4497,23,3,5,7,14,21,3,3,75,3,0
3RQLD,1507,126,216,269,281,490,182,161,3232,1598,247,368,391,717,441,5,92,3866,3207,474,815,981,1393,939,51,195,8055,534,67,111,141,182,92,4,27,1163,4300,591,1071,1250,1717,1096,67,255,10356,1392,186,311,364,505,363,28,58,3202,5071,767,1364,1617,2181,1435,86,295,12813,3380,611,1281,1709,2447,2429,238,367,12462,2814,298,564,572,827,572,27,175,5846,579,99,175,196,244,174,8,36,1510,1150,147,279,380,497,337,18,58,2865,1629,207,399,388,479,349,19,67,3540,3117,434,743,953,1093,761,43,126,7274,2125,311,551,583,814,729,75,125,5316,3259,439,670,722,915,454,18,134,6614,5576,730,1146,1368,1680,1156,88,284,12036,9148,1352,2072,2503,3671,2464,147,458,21813,1035,169,286,345,483,380,31,71,2802,2049,335,518,637,1001,725,38,148,5444,2248,321,611,715,973,737,70,356,6038,55730,7907,13557,16081,22117,16132,1244,3490,136254,439,91,103,166,649,1103,256,251,3064,137,47
3GBRI,394,60,91,101,107,126,39,35,955,654,118,189,259,418,350,10,36,2023,5172,807,1438,1674,2197,1454,91,234,13074,850,121,215,303,367,192,9,32,2077,5084,833,1393,1573,2297,1549,99,314,13138,2380,361,633,704,994,676,38,95,5885,5088,870,1777,2042,2585,1743,95,322,14523,1787,439,1045,1559,1948,1672,170,230,8844,4712,669,1152,1243,1804,1247,53,252,11125,899,188,292,352,427,344,20,52,2572,2421,438,693,887,1085,781,35,117,6463,1557,265,382,485,516,390,16,81,3700,5513,1022,1664,2057,2634,1736,115,234,14973,2176,335,592,727,988,956,73,140,5986,5725,818,1123,1235,1339,661,34,188,11129,6840,930,1455,1691,2022,1532,82,272,14829,10295,1647,2409,3031,4135,2692,141,477,24821,892,165,282,325,353,287,26,62,2392,2535,401,646,800,1075,850,54,145,6510,2776,443,793,944,1242,977,75,456,7697,67766,10947,18278,21983,28525,20203,1264,3751,172714,202,70,78,89,215,306,91,70,1123,166,77
39799,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
39499,80,3,13,10,18,33,21,11,185,85,16,32,38,68,31,0,11,283,172,28,43,39,59,50,4,12,404,36,5,9,14,26,12,0,0,99,2601,407,660,739,992,665,43,215,6322,129,23,24,29,43,29,0,8,286,218,30,53,54,80,49,0,15,500,85,8,27,30,39,40,0,15,246,447,37,77,75,104,98,8,35,885,82,8,16,21,26,8,0,10,182,48,3,9,17,25,16,0,0,120,73,4,8,17,11,15,3,0,136,297,42,67,82,91,66,3,8,662,932,128,192,208,314,218,9,62,2062,208,30,63,47,52,32,0,7,440,238,40,73,68,73,59,5,11,564,595,84,126,113,157,118,18,31,1229,77,18,27,20,15,24,3,4,186,306,55,51,93,133,71,7,18,734,341,50,108,81,135,116,12,55,895,7063,1023,1663,1793,2467,1755,142,532,16426,12,0,3,11,14,51,32,12,136,7,5
2RVIC,1259,85,230,260,292,354,28,97,2595,129,9,23,9,24,12,0,12,219,1770,138,264,266,331,270,25,106,3170,342,18,38,46,57,34,0,22,567,1018,89,157,147,187,153,4,67,1826,399,31,62,57,71,68,6,16,708,1864,133,250,265,350,317,7,107,3304,1122,124,232,279,355,325,33,96,2567,774,44,73,69,83,54,9,54,1167,199,25,28,37,33,33,6,11,366,374,37,54,52,74,50,4,10,658,251,12,30,28,43,23,0,15,406,1082,90,141,156,189,136,7,32,1831,583,36,61,72,68,80,5,45,948,1523,104,168,189,247,132,5,79,2444,2231,188,258,300,351,282,19,99,3741,4070,367,448,543,662,495,25,188,6798,367,28,44,59,46,75,5,25,643,682,42,63,81,116,93,3,40,1118,792,44,84,95,107,118,18,100,1363,20834,1651,2701,3011,3682,3097,218,1234,36420,466,60,102,173,502,552,89,98,2034,9,3
2GMEL,628,52,115,89,123,147,20,33,1213,297,39,56,59,72,74,4,12,620,11248,1247,1615,1905,2301,2282,156,404,21159,1297,174,267,333,476,408,26,53,3031,7010,715,1134,1180,1853,1793,116,358,14160,4945,561,835,951,1142,1081,72,193,9780,9281,1243,2117,2299,2790,2870,229,487,21313,2824,612,1403,1748,2301,3370,453,410,13121,6505,756,1006,1203,1541,1327,92,318,12759,2814,412,611,749,957,882,66,109,6600,6344,973,1449,1801,2137,2042,140,242,15128,2087,227,298,395,513,534,44,93,4187,12109,1856,2587,3141,4076,4726,529,515,29542,3867,481,724,818,1154,1635,143,230,9041,7886,817,1022,1200,1294,886,56,244,13414,11563,1422,1949,2292,2817,2953,212,417,23626,17229,2115,2535,3338,3982,3779,304,660,33935,1972,311,488,547,707,792,64,100,4984,4095,482,634,752,1124,1249,100,205,8636,5438,641,893,1145,1428,1576,151,700,11982,119449,15139,21731,25953,32786,34394,2962,5807,258227,548,124,158,225,496,449,37,43,2084,178,49
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
29499,59,13,9,9,17,30,3,7,149,23,3,5,8,5,11,0,3,56,166,12,13,27,31,23,0,3,274,48,3,12,7,8,7,0,0,85,2216,221,326,338,490,419,27,170,4201,115,5,9,22,18,29,0,4,211,179,21,36,38,41,33,4,14,368,54,13,14,14,19,23,0,12,148,342,28,38,38,65,52,11,17,596,100,12,22,20,18,11,3,0,192,62,7,10,10,6,12,0,3,102,30,4,3,0,7,8,0,0,61,338,45,55,44,59,73,14,22,648,779,61,79,94,110,119,15,35,1299,289,15,23,25,28,19,0,4,396,256,28,50,65,48,73,16,23,561,637,52,79,88,98,82,10,22,1072,87,7,25,26,23,21,3,5,206,289,17,33,32,41,43,6,16,476,337,43,47,43,84,81,10,56,691,6395,611,905,942,1223,1176,134,418,11799,18,4,4,3,20,13,6,3,74,3,0
1RNSW,1869,123,207,190,253,331,57,149,3182,771,100,105,139,195,100,0,44,1458,2595,261,366,403,421,444,25,147,4669,429,32,67,73,83,34,3,19,741,2591,247,382,334,487,388,25,186,4637,742,75,132,85,139,115,4,40,1333,3571,325,556,544,540,432,29,207,6195,2392,336,554,589,684,744,63,215,5580,1771,99,153,152,157,109,5,102,2552,366,39,66,67,55,39,7,22,654,847,101,113,128,124,93,7,32,1447,709,55,63,55,77,58,7,35,1046,2493,229,344,390,455,308,21,109,4356,1379,134,151,186,237,183,13,88,2366,3040,281,347,345,329,186,15,134,4690,4422,436,527,581,541,498,26,174,7202,8511,864,1025,1186,1329,1086,51,403,14454,570,62,80,106,112,92,14,39,1069,1496,156,168,195,252,172,11,79,2539,1585,150,194,200,243,218,20,208,2802,42149,4106,5606,5929,6711,5632,394,2427,72964,433,79,111,155,394,647,100,83,1999,88,17
1GSYD,469,55,77,66,72,64,4,29,831,314,49,63,82,72,66,5,13,667,8694,1193,1716,1610,1683,1713,139,343,17088,1179,153,257,246,225,219,28,50,2349,8408,1195,1918,1736,2504,3169,242,494,19674,5576,927,1408,1320,1421,1412,104,247,12412,9344,1608,2739,2426,2654,3007,278,512,22569,3708,905,1704,1741,2088,3152,397,441,14135,7322,1073,1443,1196,1240,1168,94,368,13904,4118,835,1250,1345,1579,1629,163,193,11107,10103,2107,3079,3300,3437,3471,299,429,26231,2804,415,559,575,617,610,58,115,5743,14927,3044,4606,4440,5566,6919,884,693,41086,4110,697,1162,1114,1516,2416,266,288,11577,8970,1231,1480,1282,1296,1048,74,301,15685,12191,1801,2481,2301,2420,2497,223,411,24318,18269,2973,3614,3576,3864,3726,297,694,37016,2141,360,589,548,605,760,59,128,5183,4468,680,922,840,1123,1340,116,233,9723,5909,929,1472,1520,1695,2001,229,909,14672,133030,22232,32535,31260,35669,40393,3958,6893,305967,672,171,158,150,275,261,14,40,1745,163,79
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
19499,82,14,22,14,20,30,11,8,207,41,5,4,6,12,3,0,0,68,195,21,34,30,33,31,0,7,352,66,3,13,9,3,12,3,6,115,2737,379,573,462,546,715,44,200,5659,172,19,27,33,24,18,0,17,304,254,32,32,32,38,51,9,15,466,93,17,28,16,29,27,6,10,229,514,44,68,47,70,61,12,30,844,153,22,25,22,27,21,0,3,275,84,21,15,13,24,19,3,3,175,53,5,11,3,13,5,0,9,96,442,61,93,72,76,70,3,22,844,927,111,154,101,134,120,12,44,1614,202,29,43,21,23,20,0,12,352,336,64,68,55,62,60,9,21,678,746,86,121,92,104,84,6,24,1257,130,22,21,33,29,27,0,13,275,367,40,79,59,71,64,4,18,694,430,52,95,69,96,90,12,56,883,8034,1040,1518,1183,1429,1513,149,516,15380,21,6,6,7,15,20,9,5,83,15,3
