GCCSA_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,3,53,11,3,5,0,7,0,79,0,0,95,9,0,4,0,4,0,123,0,0,56,4,0,3,0,3,0,74,0,3,21,0,0,0,0,3,0,31,0,5,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,3,19,310,54,9,20,7,38,3,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,11,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0
3RQLD,31,63,664,346,110,298,28,158,8,1699,60,115,956,525,234,339,38,138,16,2417,103,138,646,471,326,238,38,131,7,2106,93,189,371,234,253,109,28,78,9,1366,55,216,192,95,141,26,20,22,7,774,20,129,89,41,51,4,10,9,3,357,11,63,55,21,7,3,7,5,0,168,0,15,26,3,4,0,6,0,0,58,0,23,24,3,4,3,11,4,0,77,4,3,3,17,3,0,4,3,0,34,3,13,61,37,23,41,3,21,26,231,436,1073,3631,2586,1379,2138,274,1089,129,12731,0,0,0,0,0,0,0,9,5,21,3,0,8,18,3,59,3,30,7,128,4,0,0,14,3,26,0,15,7,75,3,3,14,19,3,17,6,8,9,80,0,0,20,7,4,19,3,24,4,88,3,3,49,15,8,26,0,27,0,141,3,4,35,16,19,18,6,32,12,141,9,8,24,7,12,7,8,29,3,110
3GBRI,38,86,569,336,166,313,28,174,20,1737,52,114,786,505,262,315,54,135,17,2250,94,200,541,445,331,221,40,100,27,2003,140,272,338,249,416,125,40,62,18,1647,67,322,166,119,264,38,20,22,12,1023,28,205,75,57,87,12,10,8,3,482,14,93,40,24,20,4,3,5,0,209,3,29,12,9,0,0,3,3,0,61,7,10,9,13,4,5,0,3,0,45,0,0,0,8,0,0,0,0,3,11,7,19,42,36,17,41,0,15,28,205,511,1514,3044,2656,1876,2212,321,1093,173,13406,0,0,3,4,0,4,0,4,0,15,0,0,3,15,4,28,3,23,7,85,0,0,4,14,3,26,5,19,3,72,0,0,8,13,3,15,3,12,5,62,3,3,23,9,0,13,3,7,3,68,4,3,37,12,8,13,3,16,11,101,5,7,13,15,19,10,0,15,7,93,3,5,18,3,7,5,3,14,5,57
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,3,158,5,9,4,0,15,6,199,4,4,221,15,9,3,3,11,6,271,9,3,137,20,4,0,0,11,0,187,3,3,60,4,4,3,0,7,0,86,7,4,26,11,3,3,4,9,0,56,0,0,11,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,24,24,39,776,102,34,40,18,96,19,1146,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,9,0,0,5,0,0,0,0,5,0,14,0,0,8,0,3,0,0,5,0,17,0,0,4,3,0,0,3,5,0,14,0,0,8,0,0,0,0,0,0,13
2RVIC,37,23,803,190,64,137,10,88,18,1370,53,53,994,231,90,140,10,103,11,1679,47,69,467,171,73,101,19,82,5,1043,54,105,193,90,100,33,10,52,3,641,41,91,94,39,42,11,11,27,0,352,5,49,28,12,12,9,0,3,0,119,8,18,15,8,4,0,0,3,0,52,0,3,8,3,3,0,0,0,0,14,0,0,6,0,0,0,0,0,0,5,3,3,5,3,0,3,0,4,0,21,5,4,61,25,5,18,0,13,17,150,304,487,3187,1247,502,1031,84,720,88,7651,0,0,0,0,0,9,0,9,0,19,4,0,0,20,3,53,0,25,3,106,0,0,12,18,5,24,3,15,5,78,3,0,20,10,4,17,0,15,0,59,3,0,47,14,4,10,3,12,8,95,7,0,40,20,11,11,3,12,7,101,7,7,34,11,9,12,3,12,0,89,4,13,19,6,6,3,3,12,5,75
2GMEL,91,150,1885,561,283,590,66,291,50,3967,115,209,2252,565,347,515,84,279,42,4405,148,301,1213,498,440,347,95,153,33,3228,199,494,623,287,449,189,60,102,22,2423,122,549,359,123,276,72,22,50,25,1596,43,246,114,57,82,36,11,6,15,610,21,56,60,27,25,17,3,5,3,216,3,19,16,13,3,3,3,4,0,64,10,10,16,25,4,3,0,3,0,72,3,5,14,44,7,4,3,3,3,83,10,46,206,80,35,95,13,37,78,598,918,2445,8034,4040,2549,4264,571,2019,416,25250,0,3,0,0,0,4,0,5,9,31,0,3,9,38,9,102,0,42,7,209,3,3,12,30,8,72,4,27,10,180,4,4,33,24,11,29,8,21,12,139,4,6,50,30,3,26,0,20,4,142,8,3,65,21,11,29,11,25,15,196,11,13,37,22,28,24,8,26,5,168,13,14,26,17,21,16,7,8,7,137
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,7,15,611,13,0,13,0,31,0,689,16,8,590,13,3,4,0,21,0,663,7,12,296,9,3,5,0,15,3,350,0,0,126,9,3,3,3,6,3,160,0,3,52,0,0,3,5,3,3,73,3,3,24,0,0,0,0,3,0,30,0,0,7,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,10,0,0,52,3,0,3,0,3,3,65,55,78,2047,116,18,71,24,154,22,2589,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,15,0,0,4,0,0,0,0,3,0,5,0,3,5,3,0,0,0,3,0,12,0,0,18,0,3,0,0,4,3,38,0,3,29,0,0,0,4,5,0,34,0,0,11,0,0,0,3,3,3,24,0,0,10,0,0,0,0,0,0,12
1RNSW,39,101,1707,483,160,331,35,199,16,3075,84,173,1987,572,259,336,40,200,17,3664,101,230,1055,522,319,256,33,153,18,2681,100,246,504,295,248,125,24,72,6,1619,69,230,253,126,127,38,15,34,7,906,36,136,94,56,36,12,10,14,0,393,9,49,36,19,12,6,9,3,0,138,3,12,23,4,0,0,4,0,0,51,3,12,9,3,0,3,0,0,0,38,0,0,10,12,0,0,0,0,0,23,10,18,101,38,16,34,3,11,30,265,515,1373,6717,3178,1402,2293,277,1384,152,17286,0,0,0,4,0,4,0,10,0,18,4,3,6,28,6,49,0,36,5,128,3,3,12,19,4,25,0,22,10,93,3,7,25,19,4,23,0,23,3,101,4,6,46,20,5,22,0,19,6,135,10,7,61,32,8,25,4,38,7,187,5,7,54,32,10,18,6,22,9,155,17,4,23,14,13,11,8,14,4,110
1GSYD,96,235,2477,880,386,719,83,452,64,5390,156,375,3066,1015,554,711,117,380,63,6446,200,564,1640,852,691,465,100,283,62,4855,282,694,854,513,781,332,100,158,42,3756,245,834,415,228,507,140,44,72,43,2528,97,541,149,95,170,48,8,18,19,1148,67,193,63,34,59,23,4,4,9,452,15,51,26,12,11,4,3,7,4,143,8,38,15,19,13,7,0,3,3,108,5,7,6,21,0,0,0,3,3,58,14,43,189,96,48,82,6,30,89,607,1345,4114,10556,5869,3992,4887,710,2498,569,34533,0,0,3,3,0,15,0,3,3,29,0,7,6,40,8,71,3,28,10,179,0,7,12,40,4,58,0,25,9,166,11,4,20,22,16,32,4,12,3,135,6,3,49,19,7,21,3,23,10,143,0,10,69,28,22,31,4,20,20,211,10,23,49,28,23,18,13,27,5,202,13,21,21,19,23,10,13,24,19,154
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,18,17,795,24,7,8,3,33,0,914,18,11,882,18,5,11,6,41,3,1001,17,14,506,30,6,5,3,41,0,617,13,6,211,19,5,3,6,27,4,296,3,13,85,6,0,0,4,9,0,127,3,6,33,0,3,3,4,3,4,56,0,4,16,3,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,43,0,0,0,0,3,8,58,81,133,2954,192,54,72,37,261,35,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,4,0,0,0,0,4,0,3,0,3,10,3,0,0,0,0,0,23,0,0,12,0,0,0,0,0,3,21,0,0,19,3,0,0,3,6,0,35,0,0,13,0,0,0,3,10,0,24,0,0,7,0,0,0,0,6,0,23
