GCCSA_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
3RQLD,3,20,0,9,82,5,3,3,3,122,6,129,9,31,131,12,3,7,13,340,11,188,19,38,214,11,3,16,6,506,14,140,12,65,193,35,9,19,8,495,20,171,23,101,234,27,10,19,7,604,26,338,49,109,401,64,17,40,11,1052,50,306,67,152,607,70,55,41,28,1378,79,414,139,454,948,74,118,32,44,2320,173,696,423,874,1704,58,193,34,65,4210,302,941,618,756,1617,19,167,23,83,4534,465,1203,412,482,739,11,56,13,58,3425,484,921,189,251,298,3,15,3,31,2201,712,1454,122,214,230,3,12,3,24,2775,215,429,6,13,31,3,3,0,4,703,26,45,20,18,56,12,8,4,3,194,2576,7401,2118,3560,7487,396,669,256,390,24860,15,70,10,40,35,0,0,17,7,192,15,136,26,261,54,10,3,200,4,704,31,257,41,611,153,9,3,274,6,1391,49,405,77,822,196,13,15,330,8,1917
3GBRI,3,47,6,7,36,0,0,3,8,110,15,283,15,52,175,15,4,10,13,578,13,435,21,81,219,17,6,8,20,825,23,348,21,44,183,19,5,20,14,669,15,430,26,76,285,37,11,26,10,917,32,829,45,96,557,59,32,33,18,1700,64,618,90,185,861,74,59,30,25,2006,115,920,203,416,1510,87,157,28,57,3503,290,1433,547,996,2963,82,299,30,119,6764,537,2207,864,898,2800,39,194,19,135,7691,836,2887,577,503,1564,20,88,6,104,6584,807,1932,277,238,614,8,32,4,54,3968,1717,3364,253,232,672,15,22,3,59,6340,568,1293,30,26,127,4,6,0,10,2056,32,118,10,32,105,3,7,4,10,322,5075,17149,2988,3882,12665,479,912,228,646,44023,11,83,7,29,39,0,3,15,0,192,15,117,21,269,68,17,3,154,3,663,38,270,25,621,132,22,5,191,9,1318,56,396,27,761,222,33,18,208,11,1739
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,3,0,0,20,0,0,0,3,27,0,8,0,3,39,0,0,0,0,52,0,14,0,3,71,0,0,3,0,92,0,6,0,6,39,0,0,3,0,55,3,12,3,3,37,0,4,0,0,61,0,20,4,11,37,0,4,0,0,74,4,14,0,3,25,4,3,3,0,60,3,12,9,11,24,0,6,0,3,65,8,17,17,26,22,3,12,0,3,110,13,18,10,25,15,0,11,0,4,83,6,12,19,6,19,0,3,0,0,67,8,14,8,9,12,0,0,0,0,52,11,16,7,9,11,0,0,0,0,64,4,11,0,0,4,0,0,0,0,18,0,0,0,0,3,0,0,0,0,6,64,173,80,117,371,9,44,13,13,887,0,9,0,0,4,0,0,0,0,10,0,25,0,9,0,0,0,14,0,49,0,45,4,13,0,0,0,23,0,91,0,50,0,20,9,0,0,18,0,95
2RVIC,3,10,3,3,42,0,0,0,3,62,3,64,11,10,97,10,0,6,4,200,7,83,11,33,195,8,3,8,6,351,11,75,20,32,185,15,6,15,3,365,10,135,13,39,192,29,0,22,4,445,37,205,34,97,360,52,21,25,17,852,53,217,151,230,475,55,79,29,19,1317,74,306,202,228,692,48,59,27,26,1661,138,465,213,262,1151,46,42,16,64,2404,174,629,176,238,916,11,43,8,61,2261,311,844,128,172,443,6,16,5,49,1969,313,583,59,78,154,0,9,6,15,1217,495,740,22,63,119,3,3,0,30,1475,121,152,7,9,9,0,0,0,0,300,10,25,9,15,49,0,5,5,8,123,1761,4535,1058,1500,5085,276,295,177,309,15000,0,42,0,27,15,0,0,3,3,90,12,133,24,172,46,8,0,84,8,479,14,358,49,375,140,4,11,87,3,1047,20,458,65,557,274,10,21,166,5,1582
2GMEL,10,82,6,16,73,0,0,3,11,210,18,430,43,103,225,32,4,25,15,893,31,792,86,134,409,48,20,14,28,1560,23,688,58,123,386,37,23,30,13,1376,39,870,72,191,501,87,35,41,25,1868,81,1746,126,244,942,191,88,44,31,3495,146,1571,322,393,1412,173,153,55,58,4270,246,2040,467,416,2593,233,210,55,77,6344,507,3138,699,437,4741,152,203,42,190,10114,792,4090,749,408,4726,64,93,27,225,11180,1324,5877,547,344,2712,48,37,23,215,11132,1374,4368,308,238,1046,34,18,15,126,7523,3323,7467,349,309,1206,54,8,5,166,12893,1816,2844,49,41,290,34,0,0,38,5119,81,242,41,39,228,14,10,3,26,692,9814,36256,3922,3431,21500,1197,910,390,1247,78675,21,178,15,52,41,0,3,6,12,330,19,330,51,299,115,13,6,60,7,903,43,782,92,652,303,23,18,101,5,2017,35,922,163,976,502,20,12,129,16,2780
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,3,0,0,25,0,0,0,0,31,0,20,3,4,59,0,0,0,0,87,0,23,3,7,54,0,0,4,0,94,0,10,0,12,40,0,0,3,0,62,0,27,6,10,36,6,3,0,0,84,0,18,0,13,41,4,3,8,0,85,0,20,3,14,26,0,3,4,3,68,0,25,7,15,29,7,10,0,0,94,8,18,15,21,38,0,10,3,3,109,7,23,4,13,9,0,3,0,0,62,10,21,10,3,8,0,3,0,0,56,11,14,7,6,3,0,0,0,0,43,12,23,0,4,3,0,0,0,3,43,3,6,0,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,0,10,55,244,58,125,368,20,29,23,15,944,3,5,0,0,0,0,0,0,3,13,0,7,0,8,0,0,0,4,0,24,0,17,3,27,0,0,0,3,0,52,0,22,3,19,3,4,0,8,0,63
1RNSW,8,22,0,3,54,3,0,0,3,95,6,177,17,46,172,10,3,10,12,456,19,259,18,85,301,16,8,36,20,762,13,201,25,78,294,24,12,28,20,692,23,296,38,98,412,50,16,44,9,981,39,491,55,227,672,97,22,44,24,1672,63,486,161,699,879,84,45,58,31,2507,115,606,246,361,1457,132,62,37,67,3085,230,946,527,406,2500,65,93,40,107,4915,384,1302,693,416,2371,33,55,26,107,5381,586,1699,588,323,982,16,37,19,92,4344,552,1379,285,197,371,7,16,10,39,2858,1089,2237,212,156,355,9,35,8,40,4132,405,630,12,20,52,3,4,0,5,1136,24,90,9,26,92,4,4,3,17,267,3554,10814,2886,3140,10976,557,397,354,598,33287,4,50,7,33,13,6,3,13,7,131,10,190,10,219,65,8,0,79,7,583,19,314,40,516,184,11,15,167,0,1270,20,518,56,652,272,16,21,213,12,1781
1GSYD,19,68,3,3,53,7,3,3,10,173,15,449,25,72,215,26,3,6,22,833,31,630,40,127,380,37,6,25,29,1290,26,527,30,131,324,31,12,26,12,1115,42,614,56,168,444,61,25,43,14,1465,70,1301,120,160,904,131,61,46,34,2834,140,1120,144,302,1446,147,118,54,37,3505,210,1499,310,420,2788,180,252,70,69,5803,437,2424,833,724,4731,186,309,66,180,9898,771,3281,1207,850,4484,72,193,46,187,11091,1249,4496,1118,795,2942,40,114,29,182,10965,1308,3959,660,497,1378,28,55,15,117,8021,3369,7691,681,629,1338,60,52,19,149,13979,2180,3358,72,76,355,26,8,3,40,6120,64,225,36,41,197,8,15,8,24,618,9916,31648,5340,4999,21968,1034,1223,459,1113,77709,26,138,11,56,57,5,8,15,15,332,21,281,23,331,169,10,6,60,9,923,41,534,40,716,313,30,32,200,13,1916,51,835,65,857,423,16,31,201,11,2489
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,25,0,0,0,0,26,0,19,0,4,53,0,0,0,0,83,0,25,3,3,78,3,0,0,3,116,0,23,0,3,56,3,0,0,0,92,0,15,3,4,52,0,4,0,3,79,0,17,9,14,58,0,5,3,0,108,3,11,0,29,42,3,8,0,3,106,5,32,10,18,38,10,11,0,3,129,9,27,21,26,36,0,6,3,6,139,8,21,22,26,24,0,5,3,3,119,16,39,28,14,25,0,3,0,0,131,8,25,13,17,11,0,3,0,0,70,30,35,17,11,10,0,0,0,0,110,11,16,3,4,0,0,0,0,0,31,0,3,0,0,0,0,0,0,3,10,94,303,132,191,527,19,40,16,26,1349,0,4,0,5,4,0,0,0,0,16,3,29,0,20,3,0,3,5,0,61,0,45,7,42,4,0,4,13,0,121,3,60,3,79,18,0,4,11,0,174
