LGA_NAME16	EmploymentStatus	IncomeTotPersonal.max	Sex	workers
Albury (C)	Owner managers of incorporated enterprises	21000	F	19
Albury (C)	Owner managers of incorporated enterprises	21000	M	31
Albury (C)	Owner managers of incorporated enterprises	26250	F	22
Albury (C)	Owner managers of incorporated enterprises	26250	M	19
Albury (C)	Owner managers of incorporated enterprises	34125	F	36
Albury (C)	Owner managers of incorporated enterprises	34125	M	55
Albury (C)	Owner managers of incorporated enterprises	42000	F	58
Albury (C)	Owner managers of incorporated enterprises	42000	M	70
Albury (C)	Owner managers of incorporated enterprises	52500	F	56
Albury (C)	Owner managers of incorporated enterprises	52500	M	79
Albury (C)	Owner managers of incorporated enterprises	65625	F	52
Albury (C)	Owner managers of incorporated enterprises	65625	M	135
Albury (C)	Owner managers of incorporated enterprises	78750	F	38
Albury (C)	Owner managers of incorporated enterprises	78750	M	107
Albury (C)	Owner managers of incorporated enterprises	91875	F	47
Albury (C)	Owner managers of incorporated enterprises	91875	M	125
Albury (C)	Owner managers of incorporated enterprises	105000	F	23
Albury (C)	Owner managers of incorporated enterprises	105000	M	71
Albury (C)	Owner managers of incorporated enterprises	157500	F	46
Albury (C)	Owner managers of incorporated enterprises	157500	M	91
Albury (C)	Owner managers of incorporated enterprises	Inf	F	37
Albury (C)	Owner managers of incorporated enterprises	Inf	M	156
Albury (C)	Owner managers of unincorporated enterprises	0	F	11
Albury (C)	Owner managers of unincorporated enterprises	0	M	9
Albury (C)	Owner managers of unincorporated enterprises	7875	F	23
Albury (C)	Owner managers of unincorporated enterprises	7875	M	14
Albury (C)	Owner managers of unincorporated enterprises	15750	F	34
Albury (C)	Owner managers of unincorporated enterprises	15750	M	18
Albury (C)	Owner managers of unincorporated enterprises	21000	F	76
Albury (C)	Owner managers of unincorporated enterprises	21000	M	42
Albury (C)	Owner managers of unincorporated enterprises	26250	F	71
Albury (C)	Owner managers of unincorporated enterprises	26250	M	50
Albury (C)	Owner managers of unincorporated enterprises	34125	F	97
Albury (C)	Owner managers of unincorporated enterprises	34125	M	84
Albury (C)	Owner managers of unincorporated enterprises	42000	F	88
Albury (C)	Owner managers of unincorporated enterprises	42000	M	109
Albury (C)	Owner managers of unincorporated enterprises	52500	F	73
Albury (C)	Owner managers of unincorporated enterprises	52500	M	120
Albury (C)	Owner managers of unincorporated enterprises	65625	F	60
Albury (C)	Owner managers of unincorporated enterprises	65625	M	132
Albury (C)	Owner managers of unincorporated enterprises	78750	F	47
Albury (C)	Owner managers of unincorporated enterprises	78750	M	84
Albury (C)	Owner managers of unincorporated enterprises	91875	F	33
Albury (C)	Owner managers of unincorporated enterprises	91875	M	61
Albury (C)	Owner managers of unincorporated enterprises	105000	F	12
Albury (C)	Owner managers of unincorporated enterprises	105000	M	46
Albury (C)	Owner managers of unincorporated enterprises	157500	F	33
Albury (C)	Owner managers of unincorporated enterprises	157500	M	63
Albury (C)	Owner managers of unincorporated enterprises	Inf	F	25
Albury (C)	Owner managers of unincorporated enterprises	Inf	M	63
Albury (C)	Status in employment not stated	0	F	3
Albury (C)	Status in employment not stated	0	M	4
Albury (C)	Status in employment not stated	7875	F	4
Albury (C)	Status in employment not stated	7875	M	8
Albury (C)	Status in employment not stated	15750	F	6
Albury (C)	Status in employment not stated	21000	F	9
Albury (C)	Status in employment not stated	26250	F	16
Albury (C)	Status in employment not stated	26250	M	3
Albury (C)	Status in employment not stated	34125	F	11
Albury (C)	Status in employment not stated	34125	M	6
Albury (C)	Status in employment not stated	42000	F	12
Albury (C)	Status in employment not stated	42000	M	14
Albury (C)	Status in employment not stated	52500	F	3
Albury (C)	Status in employment not stated	52500	M	9
Albury (C)	Status in employment not stated	65625	F	13
Albury (C)	Status in employment not stated	65625	M	14
Albury (C)	Status in employment not stated	78750	M	16
Albury (C)	Status in employment not stated	91875	F	5
Albury (C)	Status in employment not stated	91875	M	3
Albury (C)	Status in employment not stated	105000	F	4
Albury (C)	Status in employment not stated	157500	F	3
Albury (C)	Status in employment not stated	157500	M	3
Armidale Regional (A)	Contributing family workers	0	F	24
Armidale Regional (A)	Contributing family workers	0	M	30
Armidale Regional (A)	Contributing family workers	7875	F	12
Armidale Regional (A)	Contributing family workers	7875	M	14
Armidale Regional (A)	Contributing family workers	15750	F	23
Armidale Regional (A)	Contributing family workers	15750	M	22
Armidale Regional (A)	Contributing family workers	21000	F	15
Armidale Regional (A)	Contributing family workers	21000	M	26
Armidale Regional (A)	Contributing family workers	26250	F	30
Armidale Regional (A)	Contributing family workers	26250	M	20
Armidale Regional (A)	Contributing family workers	34125	F	14
Armidale Regional (A)	Contributing family workers	34125	M	24
Armidale Regional (A)	Contributing family workers	42000	F	21
Armidale Regional (A)	Contributing family workers	42000	M	22
Armidale Regional (A)	Contributing family workers	52500	F	13
Armidale Regional (A)	Contributing family workers	52500	M	8
Armidale Regional (A)	Contributing family workers	65625	F	13
Armidale Regional (A)	Contributing family workers	65625	M	9
Armidale Regional (A)	Contributing family workers	78750	F	6
Armidale Regional (A)	Contributing family workers	78750	M	6
Armidale Regional (A)	Contributing family workers	91875	M	3
Armidale Regional (A)	Contributing family workers	105000	F	3
Armidale Regional (A)	Contributing family workers	105000	M	4
Armidale Regional (A)	Contributing family workers	157500	M	6
Armidale Regional (A)	Employee	0	F	27
Armidale Regional (A)	Employee	0	M	15
Armidale Regional (A)	Employee	7875	F	304
Armidale Regional (A)	Employee	7875	M	189
Armidale Regional (A)	Employee	15750	F	345
Armidale Regional (A)	Employee	15750	M	188
Armidale Regional (A)	Employee	21000	F	356
Armidale Regional (A)	Employee	21000	M	193
Armidale Regional (A)	Employee	26250	F	440
Armidale Regional (A)	Employee	26250	M	250
Armidale Regional (A)	Employee	34125	F	672
Armidale Regional (A)	Employee	34125	M	405
Armidale Regional (A)	Employee	42000	F	780
Armidale Regional (A)	Employee	42000	M	633
Armidale Regional (A)	Employee	52500	F	660
Armidale Regional (A)	Employee	52500	M	663
Armidale Regional (A)	Employee	65625	F	638
Armidale Regional (A)	Employee	65625	M	656
Armidale Regional (A)	Employee	78750	F	471
Armidale Regional (A)	Employee	78750	M	374
Armidale Regional (A)	Employee	91875	F	397
Armidale Regional (A)	Employee	91875	M	375
Armidale Regional (A)	Employee	105000	F	291
Armidale Regional (A)	Employee	105000	M	259
Armidale Regional (A)	Employee	157500	F	308
Armidale Regional (A)	Employee	157500	M	452
Armidale Regional (A)	Employee	Inf	F	52
Armidale Regional (A)	Employee	Inf	M	165
Armidale Regional (A)	Owner managers of incorporated enterprises	0	F	3
Armidale Regional (A)	Owner managers of incorporated enterprises	0	M	4
Armidale Regional (A)	Owner managers of incorporated enterprises	7875	F	7
Armidale Regional (A)	Owner managers of incorporated enterprises	15750	F	10
Armidale Regional (A)	Owner managers of incorporated enterprises	15750	M	16
Armidale Regional (A)	Owner managers of incorporated enterprises	21000	F	4
Armidale Regional (A)	Owner managers of incorporated enterprises	21000	M	13
Armidale Regional (A)	Owner managers of incorporated enterprises	26250	F	13
Armidale Regional (A)	Owner managers of incorporated enterprises	26250	M	27
Armidale Regional (A)	Owner managers of incorporated enterprises	34125	F	20
Armidale Regional (A)	Owner managers of incorporated enterprises	34125	M	31
Armidale Regional (A)	Owner managers of incorporated enterprises	42000	F	30
Armidale Regional (A)	Owner managers of incorporated enterprises	42000	M	40
Armidale Regional (A)	Owner managers of incorporated enterprises	52500	F	30
Armidale Regional (A)	Owner managers of incorporated enterprises	52500	M	58
Armidale Regional (A)	Owner managers of incorporated enterprises	65625	F	22
Armidale Regional (A)	Owner managers of incorporated enterprises	65625	M	68
Armidale Regional (A)	Owner managers of incorporated enterprises	78750	F	16
Armidale Regional (A)	Owner managers of incorporated enterprises	78750	M	48
Armidale Regional (A)	Owner managers of incorporated enterprises	91875	F	17
Armidale Regional (A)	Owner managers of incorporated enterprises	91875	M	51
Armidale Regional (A)	Owner managers of incorporated enterprises	105000	F	3
Armidale Regional (A)	Owner managers of incorporated enterprises	105000	M	29
Armidale Regional (A)	Owner managers of incorporated enterprises	157500	F	21
Armidale Regional (A)	Owner managers of incorporated enterprises	157500	M	36
Armidale Regional (A)	Owner managers of incorporated enterprises	Inf	F	14
Armidale Regional (A)	Owner managers of incorporated enterprises	Inf	M	50
Armidale Regional (A)	Owner managers of unincorporated enterprises	0	F	10
Armidale Regional (A)	Owner managers of unincorporated enterprises	0	M	12
Armidale Regional (A)	Owner managers of unincorporated enterprises	7875	F	11
Armidale Regional (A)	Owner managers of unincorporated enterprises	7875	M	12
Armidale Regional (A)	Owner managers of unincorporated enterprises	15750	F	32
Armidale Regional (A)	Owner managers of unincorporated enterprises	15750	M	23
Armidale Regional (A)	Owner managers of unincorporated enterprises	21000	F	37
Armidale Regional (A)	Owner managers of unincorporated enterprises	21000	M	32
Armidale Regional (A)	Owner managers of unincorporated enterprises	26250	F	44
Armidale Regional (A)	Owner managers of unincorporated enterprises	26250	M	56
Armidale Regional (A)	Owner managers of unincorporated enterprises	34125	F	55
Armidale Regional (A)	Owner managers of unincorporated enterprises	34125	M	72
Armidale Regional (A)	Owner managers of unincorporated enterprises	42000	F	51
Armidale Regional (A)	Owner managers of unincorporated enterprises	42000	M	91
Armidale Regional (A)	Owner managers of unincorporated enterprises	52500	F	35
Armidale Regional (A)	Owner managers of unincorporated enterprises	52500	M	108
Armidale Regional (A)	Owner managers of unincorporated enterprises	65625	F	51
Armidale Regional (A)	Owner managers of unincorporated enterprises	65625	M	105
Armidale Regional (A)	Owner managers of unincorporated enterprises	78750	F	19
Armidale Regional (A)	Owner managers of unincorporated enterprises	78750	M	48
Armidale Regional (A)	Owner managers of unincorporated enterprises	91875	F	15
Armidale Regional (A)	Owner managers of unincorporated enterprises	91875	M	49
Armidale Regional (A)	Owner managers of unincorporated enterprises	105000	F	6
Armidale Regional (A)	Owner managers of unincorporated enterprises	105000	M	27
Armidale Regional (A)	Owner managers of unincorporated enterprises	157500	F	11
Armidale Regional (A)	Owner managers of unincorporated enterprises	157500	M	44
Armidale Regional (A)	Owner managers of unincorporated enterprises	Inf	F	17
Armidale Regional (A)	Owner managers of unincorporated enterprises	Inf	M	41
Armidale Regional (A)	Status in employment not stated	0	M	3
Armidale Regional (A)	Status in employment not stated	15750	M	8
Armidale Regional (A)	Status in employment not stated	21000	F	3
Armidale Regional (A)	Status in employment not stated	21000	M	6
Armidale Regional (A)	Status in employment not stated	26250	F	5
Armidale Regional (A)	Status in employment not stated	26250	M	6
Armidale Regional (A)	Status in employment not stated	34125	F	12
Armidale Regional (A)	Status in employment not stated	34125	M	7
Armidale Regional (A)	Status in employment not stated	42000	F	12
Armidale Regional (A)	Status in employment not stated	42000	M	5
Armidale Regional (A)	Status in employment not stated	52500	F	3
Armidale Regional (A)	Status in employment not stated	52500	M	3
Armidale Regional (A)	Status in employment not stated	65625	F	5
Armidale Regional (A)	Status in employment not stated	65625	M	7
Armidale Regional (A)	Status in employment not stated	78750	M	3
Armidale Regional (A)	Status in employment not stated	91875	M	3
Armidale Regional (A)	Status in employment not stated	105000	M	3
Armidale Regional (A)	Status in employment not stated	157500	M	3
Ballina (A)	Contributing family workers	0	F	35
Ballina (A)	Contributing family workers	0	M	19
Ballina (A)	Contributing family workers	7875	F	21
Ballina (A)	Contributing family workers	7875	M	15
Ballina (A)	Contributing family workers	15750	F	22
Ballina (A)	Contributing family workers	15750	M	14
Ballina (A)	Contributing family workers	21000	F	20
Ballina (A)	Contributing family workers	21000	M	18
Ballina (A)	Contributing family workers	26250	F	15
Ballina (A)	Contributing family workers	26250	M	11
Ballina (A)	Contributing family workers	34125	F	20
Ballina (A)	Contributing family workers	34125	M	18
Ballina (A)	Contributing family workers	42000	F	11
Ballina (A)	Contributing family workers	42000	M	6
Ballina (A)	Contributing family workers	52500	F	19
Ballina (A)	Contributing family workers	52500	M	20
Ballina (A)	Contributing family workers	65625	F	4
Ballina (A)	Contributing family workers	65625	M	9
Ballina (A)	Contributing family workers	78750	F	7
Ballina (A)	Contributing family workers	78750	M	7
Ballina (A)	Contributing family workers	91875	F	5
Ballina (A)	Contributing family workers	91875	M	9
Ballina (A)	Contributing family workers	105000	M	4
Ballina (A)	Contributing family workers	157500	F	5
Ballina (A)	Contributing family workers	157500	M	4
Ballina (A)	Contributing family workers	Inf	M	7
Ballina (A)	Employee	0	F	21
Ballina (A)	Employee	0	M	14
Ballina (A)	Employee	7875	F	351
Ballina (A)	Employee	7875	M	226
Ballina (A)	Employee	15750	F	276
Ballina (A)	Employee	15750	M	136
Ballina (A)	Employee	21000	F	404
Ballina (A)	Employee	21000	M	203
Ballina (A)	Employee	26250	F	578
Ballina (A)	Employee	26250	M	310
Ballina (A)	Employee	34125	F	958
Ballina (A)	Employee	34125	M	448
Ballina (A)	Employee	42000	F	1020
Ballina (A)	Employee	42000	M	767
Ballina (A)	Employee	52500	F	846
Ballina (A)	Employee	52500	M	840
Ballina (A)	Employee	65625	F	640
Ballina (A)	Employee	65625	M	709
Ballina (A)	Employee	78750	F	347
Ballina (A)	Employee	78750	M	426
Ballina (A)	Employee	91875	F	281
Ballina (A)	Employee	91875	M	293
Ballina (A)	Employee	105000	F	233
Ballina (A)	Employee	105000	M	281
Ballina (A)	Employee	157500	F	175
Ballina (A)	Employee	157500	M	301
Ballina (A)	Employee	Inf	F	37
Ballina (A)	Employee	Inf	M	103
Ballina (A)	Owner managers of incorporated enterprises	0	F	3
Ballina (A)	Owner managers of incorporated enterprises	0	M	4
Ballina (A)	Owner managers of incorporated enterprises	7875	F	3
Ballina (A)	Owner managers of incorporated enterprises	7875	M	3
Ballina (A)	Owner managers of incorporated enterprises	15750	F	4
Ballina (A)	Owner managers of incorporated enterprises	15750	M	4
Ballina (A)	Owner managers of incorporated enterprises	21000	F	25
Ballina (A)	Owner managers of incorporated enterprises	21000	M	18
Ballina (A)	Owner managers of incorporated enterprises	26250	F	20
Ballina (A)	Owner managers of incorporated enterprises	26250	M	23
Ballina (A)	Owner managers of incorporated enterprises	34125	F	38
Ballina (A)	Owner managers of incorporated enterprises	34125	M	53
Ballina (A)	Owner managers of incorporated enterprises	42000	F	49
Ballina (A)	Owner managers of incorporated enterprises	42000	M	50
Ballina (A)	Owner managers of incorporated enterprises	52500	F	27
Ballina (A)	Owner managers of incorporated enterprises	52500	M	87
Ballina (A)	Owner managers of incorporated enterprises	65625	F	42
Ballina (A)	Owner managers of incorporated enterprises	65625	M	108
Ballina (A)	Owner managers of incorporated enterprises	78750	F	28
Ballina (A)	Owner managers of incorporated enterprises	78750	M	62
Ballina (A)	Owner managers of incorporated enterprises	91875	F	35
Ballina (A)	Owner managers of incorporated enterprises	91875	M	84
Ballina (A)	Owner managers of incorporated enterprises	105000	F	16
Ballina (A)	Owner managers of incorporated enterprises	105000	M	50
Ballina (A)	Owner managers of incorporated enterprises	157500	F	36
Ballina (A)	Owner managers of incorporated enterprises	157500	M	76
Ballina (A)	Owner managers of incorporated enterprises	Inf	F	38
Ballina (A)	Owner managers of incorporated enterprises	Inf	M	104
Ballina (A)	Owner managers of unincorporated enterprises	0	F	10
Ballina (A)	Owner managers of unincorporated enterprises	0	M	18
Ballina (A)	Owner managers of unincorporated enterprises	7875	F	30
Ballina (A)	Owner managers of unincorporated enterprises	7875	M	18
Ballina (A)	Owner managers of unincorporated enterprises	15750	F	59
Ballina (A)	Owner managers of unincorporated enterprises	15750	M	41
Ballina (A)	Owner managers of unincorporated enterprises	21000	F	68
Ballina (A)	Owner managers of unincorporated enterprises	21000	M	56
Ballina (A)	Owner managers of unincorporated enterprises	26250	F	83
Ballina (A)	Owner managers of unincorporated enterprises	26250	M	91
Ballina (A)	Owner managers of unincorporated enterprises	34125	F	113
Ballina (A)	Owner managers of unincorporated enterprises	34125	M	106
Ballina (A)	Owner managers of unincorporated enterprises	42000	F	96
Ballina (A)	Owner managers of unincorporated enterprises	42000	M	130
Ballina (A)	Owner managers of unincorporated enterprises	52500	F	73
Ballina (A)	Owner managers of unincorporated enterprises	52500	M	167
Ballina (A)	Owner managers of unincorporated enterprises	65625	F	68
Ballina (A)	Owner managers of unincorporated enterprises	65625	M	148
Ballina (A)	Owner managers of unincorporated enterprises	78750	F	50
Ballina (A)	Owner managers of unincorporated enterprises	78750	M	83
Ballina (A)	Owner managers of unincorporated enterprises	91875	F	25
Ballina (A)	Owner managers of unincorporated enterprises	91875	M	91
Ballina (A)	Owner managers of unincorporated enterprises	105000	F	18
Ballina (A)	Owner managers of unincorporated enterprises	105000	M	43
Ballina (A)	Owner managers of unincorporated enterprises	157500	F	34
Ballina (A)	Owner managers of unincorporated enterprises	157500	M	51
Ballina (A)	Owner managers of unincorporated enterprises	Inf	F	14
Ballina (A)	Owner managers of unincorporated enterprises	Inf	M	67
Ballina (A)	Status in employment not stated	0	M	3
Ballina (A)	Status in employment not stated	7875	F	8
Ballina (A)	Status in employment not stated	7875	M	3
Ballina (A)	Status in employment not stated	15750	F	11
Ballina (A)	Status in employment not stated	15750	M	7
Ballina (A)	Status in employment not stated	21000	F	10
Ballina (A)	Status in employment not stated	21000	M	3
Ballina (A)	Status in employment not stated	26250	F	10
Ballina (A)	Status in employment not stated	26250	M	3
Ballina (A)	Status in employment not stated	34125	F	10
Ballina (A)	Status in employment not stated	34125	M	11
Ballina (A)	Status in employment not stated	42000	F	7
Ballina (A)	Status in employment not stated	42000	M	11
Ballina (A)	Status in employment not stated	52500	F	7
Ballina (A)	Status in employment not stated	52500	M	13
Ballina (A)	Status in employment not stated	65625	F	4
Ballina (A)	Status in employment not stated	65625	M	11
Ballina (A)	Status in employment not stated	78750	F	3
Ballina (A)	Status in employment not stated	78750	M	4
Ballina (A)	Status in employment not stated	91875	F	4
Ballina (A)	Status in employment not stated	91875	M	8
Ballina (A)	Status in employment not stated	157500	F	3
Ballina (A)	Status in employment not stated	157500	M	3
Balranald (A)	Contributing family workers	0	F	8
Balranald (A)	Contributing family workers	0	M	5
Balranald (A)	Contributing family workers	15750	F	3
Balranald (A)	Contributing family workers	15750	M	7
Balranald (A)	Contributing family workers	21000	M	4
Balranald (A)	Contributing family workers	34125	M	8
Balranald (A)	Contributing family workers	42000	M	3
Balranald (A)	Contributing family workers	52500	F	3
Balranald (A)	Contributing family workers	52500	M	6
Balranald (A)	Contributing family workers	65625	F	3
Balranald (A)	Contributing family workers	91875	F	4
Balranald (A)	Contributing family workers	157500	F	3
Balranald (A)	Contributing family workers	157500	M	4
Balranald (A)	Employee	0	F	3
Balranald (A)	Employee	7875	F	10
Balranald (A)	Employee	15750	F	19
Balranald (A)	Employee	15750	M	3
Balranald (A)	Employee	21000	F	26
Balranald (A)	Employee	21000	M	15
Balranald (A)	Employee	26250	F	26
Balranald (A)	Employee	26250	M	12
Balranald (A)	Employee	34125	F	43
Balranald (A)	Employee	34125	M	15
Balranald (A)	Employee	42000	F	48
Balranald (A)	Employee	42000	M	31
Balranald (A)	Employee	52500	F	42
Balranald (A)	Employee	52500	M	57
Balranald (A)	Employee	65625	F	29
Balranald (A)	Employee	65625	M	50
Balranald (A)	Employee	78750	F	20
Balranald (A)	Employee	78750	M	24
Balranald (A)	Employee	91875	F	6
Balranald (A)	Employee	91875	M	23
Balranald (A)	Employee	105000	F	7
Balranald (A)	Employee	105000	M	9
Balranald (A)	Employee	157500	F	9
Balranald (A)	Employee	157500	M	11
Balranald (A)	Employee	Inf	M	3
Balranald (A)	Owner managers of incorporated enterprises	21000	M	3
Balranald (A)	Owner managers of incorporated enterprises	26250	F	3
Balranald (A)	Owner managers of incorporated enterprises	26250	M	3
Balranald (A)	Owner managers of incorporated enterprises	34125	F	3
Balranald (A)	Owner managers of incorporated enterprises	34125	M	9
Balranald (A)	Owner managers of incorporated enterprises	42000	F	4
Balranald (A)	Owner managers of incorporated enterprises	42000	M	3
Balranald (A)	Owner managers of incorporated enterprises	52500	F	3
Balranald (A)	Owner managers of incorporated enterprises	52500	M	5
Balranald (A)	Owner managers of incorporated enterprises	65625	M	9
Balranald (A)	Owner managers of incorporated enterprises	78750	F	4
Balranald (A)	Owner managers of incorporated enterprises	78750	M	5
Balranald (A)	Owner managers of incorporated enterprises	91875	M	3
Balranald (A)	Owner managers of incorporated enterprises	105000	F	3
Balranald (A)	Owner managers of incorporated enterprises	105000	M	3
Balranald (A)	Owner managers of incorporated enterprises	Inf	M	6
Balranald (A)	Owner managers of unincorporated enterprises	15750	M	3
Balranald (A)	Owner managers of unincorporated enterprises	21000	F	3
Balranald (A)	Owner managers of unincorporated enterprises	21000	M	6
Balranald (A)	Owner managers of unincorporated enterprises	26250	F	4
Balranald (A)	Owner managers of unincorporated enterprises	26250	M	3
Balranald (A)	Owner managers of unincorporated enterprises	34125	F	5
Balranald (A)	Owner managers of unincorporated enterprises	34125	M	12
Balranald (A)	Owner managers of unincorporated enterprises	42000	M	8
Balranald (A)	Owner managers of unincorporated enterprises	52500	F	3
Balranald (A)	Owner managers of unincorporated enterprises	52500	M	6
Balranald (A)	Owner managers of unincorporated enterprises	65625	F	5
Balranald (A)	Owner managers of unincorporated enterprises	65625	M	11
Balranald (A)	Owner managers of unincorporated enterprises	78750	M	5
Balranald (A)	Owner managers of unincorporated enterprises	91875	M	5
Balranald (A)	Owner managers of unincorporated enterprises	105000	M	4
Balranald (A)	Owner managers of unincorporated enterprises	157500	M	4
Balranald (A)	Owner managers of unincorporated enterprises	Inf	F	3
Balranald (A)	Owner managers of unincorporated enterprises	Inf	M	3
Balranald (A)	Status in employment not stated	15750	M	3
Balranald (A)	Status in employment not stated	52500	M	3
Bathurst Regional (A)	Contributing family workers	0	F	36
Bathurst Regional (A)	Contributing family workers	0	M	26
Bathurst Regional (A)	Contributing family workers	7875	F	15
Bathurst Regional (A)	Contributing family workers	7875	M	12
Bathurst Regional (A)	Contributing family workers	15750	F	24
Bathurst Regional (A)	Contributing family workers	15750	M	28
Bathurst Regional (A)	Contributing family workers	21000	F	15
Bathurst Regional (A)	Contributing family workers	21000	M	19
Bathurst Regional (A)	Contributing family workers	26250	F	15
Bathurst Regional (A)	Contributing family workers	26250	M	17
Bathurst Regional (A)	Contributing family workers	34125	F	22
Bathurst Regional (A)	Contributing family workers	34125	M	18
Bathurst Regional (A)	Contributing family workers	42000	F	12
Bathurst Regional (A)	Contributing family workers	42000	M	15
Bathurst Regional (A)	Contributing family workers	52500	F	8
Bathurst Regional (A)	Contributing family workers	52500	M	17
Bathurst Regional (A)	Contributing family workers	65625	F	7
Bathurst Regional (A)	Contributing family workers	65625	M	10
Bathurst Regional (A)	Contributing family workers	78750	F	4
Bathurst Regional (A)	Contributing family workers	78750	M	4
Bathurst Regional (A)	Contributing family workers	91875	F	8
Bathurst Regional (A)	Contributing family workers	91875	M	7
Bathurst Regional (A)	Contributing family workers	105000	F	3
Bathurst Regional (A)	Contributing family workers	105000	M	10
Bathurst Regional (A)	Contributing family workers	Inf	F	5
Bathurst Regional (A)	Employee	0	F	22
Bathurst Regional (A)	Employee	0	M	26
Bathurst Regional (A)	Employee	7875	F	402
Bathurst Regional (A)	Employee	7875	M	219
Bathurst Regional (A)	Employee	15750	F	428
Bathurst Regional (A)	Employee	15750	M	189
Bathurst Regional (A)	Employee	21000	F	448
Bathurst Regional (A)	Employee	21000	M	209
Bathurst Regional (A)	Employee	26250	F	586
Bathurst Regional (A)	Employee	26250	M	274
Bathurst Regional (A)	Employee	34125	F	928
Bathurst Regional (A)	Employee	34125	M	458
Bathurst Regional (A)	Employee	42000	F	1065
Bathurst Regional (A)	Employee	42000	M	697
Bathurst Regional (A)	Employee	52500	F	1052
Bathurst Regional (A)	Employee	52500	M	982
Bathurst Regional (A)	Employee	65625	F	933
Bathurst Regional (A)	Employee	65625	M	930
Bathurst Regional (A)	Employee	78750	F	638
Bathurst Regional (A)	Employee	78750	M	663
Bathurst Regional (A)	Employee	91875	F	499
Bathurst Regional (A)	Employee	91875	M	633
Bathurst Regional (A)	Employee	105000	F	384
Bathurst Regional (A)	Employee	105000	M	540
Bathurst Regional (A)	Employee	157500	F	342
Bathurst Regional (A)	Employee	157500	M	608
Bathurst Regional (A)	Employee	Inf	F	77
Bathurst Regional (A)	Employee	Inf	M	153
Bathurst Regional (A)	Owner managers of incorporated enterprises	0	M	8
Bathurst Regional (A)	Owner managers of incorporated enterprises	7875	F	10
Bathurst Regional (A)	Owner managers of incorporated enterprises	15750	F	14
Bathurst Regional (A)	Owner managers of incorporated enterprises	15750	M	3
Bathurst Regional (A)	Owner managers of incorporated enterprises	21000	F	18
Bathurst Regional (A)	Owner managers of incorporated enterprises	21000	M	18
Bathurst Regional (A)	Owner managers of incorporated enterprises	26250	F	18
Bathurst Regional (A)	Owner managers of incorporated enterprises	26250	M	19
Bathurst Regional (A)	Owner managers of incorporated enterprises	34125	F	26
Bathurst Regional (A)	Owner managers of incorporated enterprises	34125	M	45
Bathurst Regional (A)	Owner managers of incorporated enterprises	42000	F	38
Bathurst Regional (A)	Owner managers of incorporated enterprises	42000	M	40
Bathurst Regional (A)	Owner managers of incorporated enterprises	52500	F	43
Bathurst Regional (A)	Owner managers of incorporated enterprises	52500	M	88
Bathurst Regional (A)	Owner managers of incorporated enterprises	65625	F	44
Bathurst Regional (A)	Owner managers of incorporated enterprises	65625	M	93
