LGA_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Armidale Regional (A)	Owner managers of unincorporated enterprises	0	20
Armidale Regional (A)	Owner managers of unincorporated enterprises	7875	30
Armidale Regional (A)	Owner managers of unincorporated enterprises	15750	51
Armidale Regional (A)	Owner managers of unincorporated enterprises	21000	71
Armidale Regional (A)	Owner managers of unincorporated enterprises	26250	99
Armidale Regional (A)	Owner managers of unincorporated enterprises	34125	122
Armidale Regional (A)	Owner managers of unincorporated enterprises	42000	144
Armidale Regional (A)	Owner managers of unincorporated enterprises	52500	146
Armidale Regional (A)	Owner managers of unincorporated enterprises	65625	161
Armidale Regional (A)	Owner managers of unincorporated enterprises	78750	72
Armidale Regional (A)	Owner managers of unincorporated enterprises	91875	67
Armidale Regional (A)	Owner managers of unincorporated enterprises	105000	33
Armidale Regional (A)	Owner managers of unincorporated enterprises	157500	59
Armidale Regional (A)	Owner managers of unincorporated enterprises	Inf	63
Armidale Regional (A)	Status in employment not stated	0	3
Armidale Regional (A)	Status in employment not stated	7875	7
Armidale Regional (A)	Status in employment not stated	15750	5
Armidale Regional (A)	Status in employment not stated	21000	13
Armidale Regional (A)	Status in employment not stated	26250	14
Armidale Regional (A)	Status in employment not stated	34125	19
Armidale Regional (A)	Status in employment not stated	42000	13
Armidale Regional (A)	Status in employment not stated	52500	7
Armidale Regional (A)	Status in employment not stated	65625	9
Armidale Regional (A)	Status in employment not stated	78750	3
Armidale Regional (A)	Status in employment not stated	91875	8
Armidale Regional (A)	Status in employment not stated	105000	5
Armidale Regional (A)	Status in employment not stated	157500	6
Ballina (A)	Contributing family workers	0	54
Ballina (A)	Contributing family workers	7875	33
Ballina (A)	Contributing family workers	15750	33
Ballina (A)	Contributing family workers	21000	40
Ballina (A)	Contributing family workers	26250	30
Ballina (A)	Contributing family workers	34125	43
Ballina (A)	Contributing family workers	42000	14
Ballina (A)	Contributing family workers	52500	33
Ballina (A)	Contributing family workers	65625	16
Ballina (A)	Contributing family workers	78750	11
Ballina (A)	Contributing family workers	91875	13
Ballina (A)	Contributing family workers	105000	4
Ballina (A)	Contributing family workers	157500	8
Ballina (A)	Contributing family workers	Inf	8
Ballina (A)	Employee	0	36
Ballina (A)	Employee	7875	575
Ballina (A)	Employee	15750	415
Ballina (A)	Employee	21000	607
Ballina (A)	Employee	26250	882
Ballina (A)	Employee	34125	1403
Ballina (A)	Employee	42000	1787
Ballina (A)	Employee	52500	1686
Ballina (A)	Employee	65625	1350
Ballina (A)	Employee	78750	776
Ballina (A)	Employee	91875	569
Ballina (A)	Employee	105000	517
Ballina (A)	Employee	157500	480
Ballina (A)	Employee	Inf	143
Ballina (A)	Owner managers of incorporated enterprises	0	10
Ballina (A)	Owner managers of incorporated enterprises	7875	3
Ballina (A)	Owner managers of incorporated enterprises	15750	9
Ballina (A)	Owner managers of incorporated enterprises	21000	38
Ballina (A)	Owner managers of incorporated enterprises	26250	41
Ballina (A)	Owner managers of incorporated enterprises	34125	90
Ballina (A)	Owner managers of incorporated enterprises	42000	99
Ballina (A)	Owner managers of incorporated enterprises	52500	111
Ballina (A)	Owner managers of incorporated enterprises	65625	146
Ballina (A)	Owner managers of incorporated enterprises	78750	94
Ballina (A)	Owner managers of incorporated enterprises	91875	119
Ballina (A)	Owner managers of incorporated enterprises	105000	73
Ballina (A)	Owner managers of incorporated enterprises	157500	118
Ballina (A)	Owner managers of incorporated enterprises	Inf	135
Ballina (A)	Owner managers of unincorporated enterprises	0	27
Ballina (A)	Owner managers of unincorporated enterprises	7875	54
Ballina (A)	Owner managers of unincorporated enterprises	15750	101
Ballina (A)	Owner managers of unincorporated enterprises	21000	122
Ballina (A)	Owner managers of unincorporated enterprises	26250	167
Ballina (A)	Owner managers of unincorporated enterprises	34125	224
Ballina (A)	Owner managers of unincorporated enterprises	42000	229
Ballina (A)	Owner managers of unincorporated enterprises	52500	236
Ballina (A)	Owner managers of unincorporated enterprises	65625	216
Ballina (A)	Owner managers of unincorporated enterprises	78750	127
Ballina (A)	Owner managers of unincorporated enterprises	91875	116
Ballina (A)	Owner managers of unincorporated enterprises	105000	62
Ballina (A)	Owner managers of unincorporated enterprises	157500	82
Ballina (A)	Owner managers of unincorporated enterprises	Inf	78
Ballina (A)	Status in employment not stated	0	3
Ballina (A)	Status in employment not stated	7875	7
Ballina (A)	Status in employment not stated	15750	17
Ballina (A)	Status in employment not stated	21000	15
Ballina (A)	Status in employment not stated	26250	14
Ballina (A)	Status in employment not stated	34125	17
Ballina (A)	Status in employment not stated	42000	16
Ballina (A)	Status in employment not stated	52500	16
Ballina (A)	Status in employment not stated	65625	15
Ballina (A)	Status in employment not stated	78750	3
Ballina (A)	Status in employment not stated	91875	13
Ballina (A)	Status in employment not stated	157500	6
Ballina (A)	Status in employment not stated	Inf	4
Balranald (A)	Contributing family workers	0	12
Balranald (A)	Contributing family workers	15750	5
Balranald (A)	Contributing family workers	21000	4
Balranald (A)	Contributing family workers	34125	9
Balranald (A)	Contributing family workers	42000	3
Balranald (A)	Contributing family workers	52500	12
Balranald (A)	Contributing family workers	65625	4
Balranald (A)	Contributing family workers	91875	4
Balranald (A)	Contributing family workers	157500	5
Balranald (A)	Employee	0	3
Balranald (A)	Employee	7875	11
Balranald (A)	Employee	15750	24
Balranald (A)	Employee	21000	38
Balranald (A)	Employee	26250	44
Balranald (A)	Employee	34125	56
Balranald (A)	Employee	42000	84
Balranald (A)	Employee	52500	94
Balranald (A)	Employee	65625	75
Balranald (A)	Employee	78750	42
Balranald (A)	Employee	91875	28
Balranald (A)	Employee	105000	10
Balranald (A)	Employee	157500	17
Balranald (A)	Employee	Inf	3
Balranald (A)	Owner managers of incorporated enterprises	21000	3
Balranald (A)	Owner managers of incorporated enterprises	26250	3
Balranald (A)	Owner managers of incorporated enterprises	34125	13
Balranald (A)	Owner managers of incorporated enterprises	42000	7
Balranald (A)	Owner managers of incorporated enterprises	52500	8
Balranald (A)	Owner managers of incorporated enterprises	65625	6
Balranald (A)	Owner managers of incorporated enterprises	78750	12
Balranald (A)	Owner managers of incorporated enterprises	91875	3
Balranald (A)	Owner managers of incorporated enterprises	105000	6
Balranald (A)	Owner managers of incorporated enterprises	157500	4
Balranald (A)	Owner managers of incorporated enterprises	Inf	5
Balranald (A)	Owner managers of unincorporated enterprises	15750	9
Balranald (A)	Owner managers of unincorporated enterprises	21000	9
Balranald (A)	Owner managers of unincorporated enterprises	26250	5
Balranald (A)	Owner managers of unincorporated enterprises	34125	20
Balranald (A)	Owner managers of unincorporated enterprises	42000	13
Balranald (A)	Owner managers of unincorporated enterprises	52500	7
Balranald (A)	Owner managers of unincorporated enterprises	65625	12
Balranald (A)	Owner managers of unincorporated enterprises	78750	4
Balranald (A)	Owner managers of unincorporated enterprises	91875	5
Balranald (A)	Owner managers of unincorporated enterprises	105000	4
Balranald (A)	Owner managers of unincorporated enterprises	157500	4
Balranald (A)	Owner managers of unincorporated enterprises	Inf	6
Balranald (A)	Status in employment not stated	15750	4
Balranald (A)	Status in employment not stated	52500	6
Bathurst Regional (A)	Contributing family workers	0	61
Bathurst Regional (A)	Contributing family workers	7875	21
Bathurst Regional (A)	Contributing family workers	15750	47
Bathurst Regional (A)	Contributing family workers	21000	36
Bathurst Regional (A)	Contributing family workers	26250	33
Bathurst Regional (A)	Contributing family workers	34125	39
Bathurst Regional (A)	Contributing family workers	42000	24
Bathurst Regional (A)	Contributing family workers	52500	25
Bathurst Regional (A)	Contributing family workers	65625	19
Bathurst Regional (A)	Contributing family workers	78750	10
Bathurst Regional (A)	Contributing family workers	91875	17
Bathurst Regional (A)	Contributing family workers	105000	8
Bathurst Regional (A)	Contributing family workers	157500	4
Bathurst Regional (A)	Contributing family workers	Inf	9
Bathurst Regional (A)	Employee	0	44
Bathurst Regional (A)	Employee	7875	625
Bathurst Regional (A)	Employee	15750	620
Bathurst Regional (A)	Employee	21000	658
Bathurst Regional (A)	Employee	26250	858
Bathurst Regional (A)	Employee	34125	1381
Bathurst Regional (A)	Employee	42000	1758
Bathurst Regional (A)	Employee	52500	2038
Bathurst Regional (A)	Employee	65625	1863
Bathurst Regional (A)	Employee	78750	1303
Bathurst Regional (A)	Employee	91875	1128
Bathurst Regional (A)	Employee	105000	918
Bathurst Regional (A)	Employee	157500	945
Bathurst Regional (A)	Employee	Inf	228
Bathurst Regional (A)	Owner managers of incorporated enterprises	0	5
Bathurst Regional (A)	Owner managers of incorporated enterprises	7875	8
Bathurst Regional (A)	Owner managers of incorporated enterprises	15750	17
Bathurst Regional (A)	Owner managers of incorporated enterprises	21000	27
Bathurst Regional (A)	Owner managers of incorporated enterprises	26250	35
Bathurst Regional (A)	Owner managers of incorporated enterprises	34125	75
Bathurst Regional (A)	Owner managers of incorporated enterprises	42000	80
Bathurst Regional (A)	Owner managers of incorporated enterprises	52500	127
Bathurst Regional (A)	Owner managers of incorporated enterprises	65625	137
Bathurst Regional (A)	Owner managers of incorporated enterprises	78750	86
Bathurst Regional (A)	Owner managers of incorporated enterprises	91875	121
Bathurst Regional (A)	Owner managers of incorporated enterprises	105000	53
Bathurst Regional (A)	Owner managers of incorporated enterprises	157500	98
Bathurst Regional (A)	Owner managers of incorporated enterprises	Inf	88
Bathurst Regional (A)	Owner managers of unincorporated enterprises	0	16
Bathurst Regional (A)	Owner managers of unincorporated enterprises	7875	27
Bathurst Regional (A)	Owner managers of unincorporated enterprises	15750	77
Bathurst Regional (A)	Owner managers of unincorporated enterprises	21000	90
Bathurst Regional (A)	Owner managers of unincorporated enterprises	26250	110
Bathurst Regional (A)	Owner managers of unincorporated enterprises	34125	168
Bathurst Regional (A)	Owner managers of unincorporated enterprises	42000	147
Bathurst Regional (A)	Owner managers of unincorporated enterprises	52500	143
Bathurst Regional (A)	Owner managers of unincorporated enterprises	65625	149
Bathurst Regional (A)	Owner managers of unincorporated enterprises	78750	97
Bathurst Regional (A)	Owner managers of unincorporated enterprises	91875	84
Bathurst Regional (A)	Owner managers of unincorporated enterprises	105000	47
Bathurst Regional (A)	Owner managers of unincorporated enterprises	157500	78
Bathurst Regional (A)	Owner managers of unincorporated enterprises	Inf	55
Bathurst Regional (A)	Status in employment not stated	0	7
Bathurst Regional (A)	Status in employment not stated	7875	17
Bathurst Regional (A)	Status in employment not stated	15750	16
Bathurst Regional (A)	Status in employment not stated	21000	17
Bathurst Regional (A)	Status in employment not stated	26250	13
Bathurst Regional (A)	Status in employment not stated	34125	23
Bathurst Regional (A)	Status in employment not stated	42000	26
Bathurst Regional (A)	Status in employment not stated	52500	14
Bathurst Regional (A)	Status in employment not stated	65625	19
Bathurst Regional (A)	Status in employment not stated	78750	8
Bathurst Regional (A)	Status in employment not stated	91875	16
Bathurst Regional (A)	Status in employment not stated	105000	4
Bathurst Regional (A)	Status in employment not stated	Inf	7
Bega Valley (A)	Contributing family workers	0	47
Bega Valley (A)	Contributing family workers	7875	29
Bega Valley (A)	Contributing family workers	15750	47
Bega Valley (A)	Contributing family workers	21000	43
Bega Valley (A)	Contributing family workers	26250	32
Bega Valley (A)	Contributing family workers	34125	29
Bega Valley (A)	Contributing family workers	42000	35
Bega Valley (A)	Contributing family workers	52500	28
Bega Valley (A)	Contributing family workers	65625	13
Bega Valley (A)	Contributing family workers	78750	12
Bega Valley (A)	Contributing family workers	91875	7
Bega Valley (A)	Contributing family workers	105000	3
Bega Valley (A)	Contributing family workers	157500	3
Bega Valley (A)	Contributing family workers	Inf	5
Bega Valley (A)	Employee	0	23
Bega Valley (A)	Employee	7875	425
Bega Valley (A)	Employee	15750	394
Bega Valley (A)	Employee	21000	469
Bega Valley (A)	Employee	26250	704
Bega Valley (A)	Employee	34125	1086
Bega Valley (A)	Employee	42000	1236
Bega Valley (A)	Employee	52500	1359
Bega Valley (A)	Employee	65625	1175
Bega Valley (A)	Employee	78750	687
Bega Valley (A)	Employee	91875	496
Bega Valley (A)	Employee	105000	386
Bega Valley (A)	Employee	157500	330
Bega Valley (A)	Employee	Inf	92
Bega Valley (A)	Owner managers of incorporated enterprises	0	13
Bega Valley (A)	Owner managers of incorporated enterprises	7875	6
Bega Valley (A)	Owner managers of incorporated enterprises	15750	29
Bega Valley (A)	Owner managers of incorporated enterprises	21000	34
Bega Valley (A)	Owner managers of incorporated enterprises	26250	38
Bega Valley (A)	Owner managers of incorporated enterprises	34125	100
Bega Valley (A)	Owner managers of incorporated enterprises	42000	112
Bega Valley (A)	Owner managers of incorporated enterprises	52500	113
Bega Valley (A)	Owner managers of incorporated enterprises	65625	120
Bega Valley (A)	Owner managers of incorporated enterprises	78750	99
Bega Valley (A)	Owner managers of incorporated enterprises	91875	87
Bega Valley (A)	Owner managers of incorporated enterprises	105000	27
Bega Valley (A)	Owner managers of incorporated enterprises	157500	69
Bega Valley (A)	Owner managers of incorporated enterprises	Inf	39
Bega Valley (A)	Owner managers of unincorporated enterprises	0	21
Bega Valley (A)	Owner managers of unincorporated enterprises	7875	54
Bega Valley (A)	Owner managers of unincorporated enterprises	15750	137
Bega Valley (A)	Owner managers of unincorporated enterprises	21000	135
Bega Valley (A)	Owner managers of unincorporated enterprises	26250	141
Bega Valley (A)	Owner managers of unincorporated enterprises	34125	198
Bega Valley (A)	Owner managers of unincorporated enterprises	42000	189
Bega Valley (A)	Owner managers of unincorporated enterprises	52500	156
Bega Valley (A)	Owner managers of unincorporated enterprises	65625	155
Bega Valley (A)	Owner managers of unincorporated enterprises	78750	107
Bega Valley (A)	Owner managers of unincorporated enterprises	91875	57
Bega Valley (A)	Owner managers of unincorporated enterprises	105000	48
Bega Valley (A)	Owner managers of unincorporated enterprises	157500	32
Bega Valley (A)	Owner managers of unincorporated enterprises	Inf	49
Bega Valley (A)	Status in employment not stated	0	4
Bega Valley (A)	Status in employment not stated	7875	5
Bega Valley (A)	Status in employment not stated	15750	14
Bega Valley (A)	Status in employment not stated	21000	17
Bega Valley (A)	Status in employment not stated	26250	23
Bega Valley (A)	Status in employment not stated	34125	19
Bega Valley (A)	Status in employment not stated	42000	14
Bega Valley (A)	Status in employment not stated	52500	23
Bega Valley (A)	Status in employment not stated	65625	19
Bega Valley (A)	Status in employment not stated	78750	9
Bega Valley (A)	Status in employment not stated	91875	10
Bega Valley (A)	Status in employment not stated	105000	3
Bega Valley (A)	Status in employment not stated	157500	8
Bega Valley (A)	Status in employment not stated	Inf	3
Bellingen (A)	Contributing family workers	0	29
Bellingen (A)	Contributing family workers	7875	15
Bellingen (A)	Contributing family workers	15750	30
Bellingen (A)	Contributing family workers	21000	17
Bellingen (A)	Contributing family workers	26250	8
Bellingen (A)	Contributing family workers	34125	17
Bellingen (A)	Contributing family workers	42000	5
Bellingen (A)	Contributing family workers	52500	13
Bellingen (A)	Contributing family workers	65625	3
Bellingen (A)	Contributing family workers	78750	6
Bellingen (A)	Contributing family workers	91875	3
Bellingen (A)	Contributing family workers	105000	7
Bellingen (A)	Contributing family workers	157500	3
Bellingen (A)	Employee	0	3
Bellingen (A)	Employee	7875	127
Bellingen (A)	Employee	15750	110
Bellingen (A)	Employee	21000	126
Bellingen (A)	Employee	26250	207
Bellingen (A)	Employee	34125	294
Bellingen (A)	Employee	42000	368
Bellingen (A)	Employee	52500	339
Bellingen (A)	Employee	65625	290
Bellingen (A)	Employee	78750	191
Bellingen (A)	Employee	91875	128
Bellingen (A)	Employee	105000	106
Bellingen (A)	Employee	157500	122
Bellingen (A)	Employee	Inf	35
Bellingen (A)	Owner managers of incorporated enterprises	0	4
Bellingen (A)	Owner managers of incorporated enterprises	15750	4
Bellingen (A)	Owner managers of incorporated enterprises	21000	12
Bellingen (A)	Owner managers of incorporated enterprises	26250	17
Bellingen (A)	Owner managers of incorporated enterprises	34125	18
Bellingen (A)	Owner managers of incorporated enterprises	42000	33
Bellingen (A)	Owner managers of incorporated enterprises	52500	29
Bellingen (A)	Owner managers of incorporated enterprises	65625	20
Bellingen (A)	Owner managers of incorporated enterprises	78750	25
Bellingen (A)	Owner managers of incorporated enterprises	91875	13
Bellingen (A)	Owner managers of incorporated enterprises	105000	10
Bellingen (A)	Owner managers of incorporated enterprises	157500	15
Bellingen (A)	Owner managers of incorporated enterprises	Inf	12
Bellingen (A)	Owner managers of unincorporated enterprises	0	5
Bellingen (A)	Owner managers of unincorporated enterprises	7875	18
Bellingen (A)	Owner managers of unincorporated enterprises	15750	56
Bellingen (A)	Owner managers of unincorporated enterprises	21000	75
Bellingen (A)	Owner managers of unincorporated enterprises	26250	75
Bellingen (A)	Owner managers of unincorporated enterprises	34125	117
Bellingen (A)	Owner managers of unincorporated enterprises	42000	87
Bellingen (A)	Owner managers of unincorporated enterprises	52500	77
Bellingen (A)	Owner managers of unincorporated enterprises	65625	47
Bellingen (A)	Owner managers of unincorporated enterprises	78750	36
Bellingen (A)	Owner managers of unincorporated enterprises	91875	23
Bellingen (A)	Owner managers of unincorporated enterprises	105000	10
Bellingen (A)	Owner managers of unincorporated enterprises	157500	17
Bellingen (A)	Owner managers of unincorporated enterprises	Inf	21
Bellingen (A)	Status in employment not stated	0	3
Bellingen (A)	Status in employment not stated	15750	4
Bellingen (A)	Status in employment not stated	21000	8
Bellingen (A)	Status in employment not stated	26250	6
Bellingen (A)	Status in employment not stated	34125	14
Bellingen (A)	Status in employment not stated	42000	9
Bellingen (A)	Status in employment not stated	52500	8
Bellingen (A)	Status in employment not stated	65625	3
Bellingen (A)	Status in employment not stated	78750	3
Berrigan (A)	Contributing family workers	0	39
Berrigan (A)	Contributing family workers	7875	9
Berrigan (A)	Contributing family workers	15750	20
Berrigan (A)	Contributing family workers	21000	15
Berrigan (A)	Contributing family workers	26250	12
Berrigan (A)	Contributing family workers	34125	29
Berrigan (A)	Contributing family workers	42000	6
Berrigan (A)	Contributing family workers	52500	12
Berrigan (A)	Contributing family workers	65625	10
Berrigan (A)	Contributing family workers	78750	8
Berrigan (A)	Contributing family workers	91875	6
Berrigan (A)	Contributing family workers	157500	7
Berrigan (A)	Contributing family workers	Inf	7
Berrigan (A)	Employee	7875	80
Berrigan (A)	Employee	15750	69
Berrigan (A)	Employee	21000	104
Berrigan (A)	Employee	26250	144
Berrigan (A)	Employee	34125	234
Berrigan (A)	Employee	42000	278
Berrigan (A)	Employee	52500	300
Berrigan (A)	Employee	65625	229
Berrigan (A)	Employee	78750	136
Berrigan (A)	Employee	91875	97
Berrigan (A)	Employee	105000	63
Berrigan (A)	Employee	157500	55
Berrigan (A)	Employee	Inf	9
Berrigan (A)	Owner managers of incorporated enterprises	0	3
Berrigan (A)	Owner managers of incorporated enterprises	7875	4
Berrigan (A)	Owner managers of incorporated enterprises	15750	11
Berrigan (A)	Owner managers of incorporated enterprises	21000	19
Berrigan (A)	Owner managers of incorporated enterprises	26250	25
Berrigan (A)	Owner managers of incorporated enterprises	34125	36
Berrigan (A)	Owner managers of incorporated enterprises	42000	27
Berrigan (A)	Owner managers of incorporated enterprises	52500	31
Berrigan (A)	Owner managers of incorporated enterprises	65625	30
Berrigan (A)	Owner managers of incorporated enterprises	78750	27
Berrigan (A)	Owner managers of incorporated enterprises	91875	18
Berrigan (A)	Owner managers of incorporated enterprises	105000	13
Berrigan (A)	Owner managers of incorporated enterprises	157500	23
Berrigan (A)	Owner managers of incorporated enterprises	Inf	14
Berrigan (A)	Owner managers of unincorporated enterprises	0	8
Berrigan (A)	Owner managers of unincorporated enterprises	7875	7
Berrigan (A)	Owner managers of unincorporated enterprises	15750	22
Berrigan (A)	Owner managers of unincorporated enterprises	21000	30
Berrigan (A)	Owner managers of unincorporated enterprises	26250	34
Berrigan (A)	Owner managers of unincorporated enterprises	34125	48
Berrigan (A)	Owner managers of unincorporated enterprises	42000	40
Berrigan (A)	Owner managers of unincorporated enterprises	52500	41
Berrigan (A)	Owner managers of unincorporated enterprises	65625	48
Berrigan (A)	Owner managers of unincorporated enterprises	78750	15
Berrigan (A)	Owner managers of unincorporated enterprises	91875	21
Berrigan (A)	Owner managers of unincorporated enterprises	105000	8
Berrigan (A)	Owner managers of unincorporated enterprises	157500	12
Berrigan (A)	Owner managers of unincorporated enterprises	Inf	13
Berrigan (A)	Status in employment not stated	0	4
Berrigan (A)	Status in employment not stated	7875	3
Berrigan (A)	Status in employment not stated	15750	3
Berrigan (A)	Status in employment not stated	21000	8
Berrigan (A)	Status in employment not stated	34125	7
Berrigan (A)	Status in employment not stated	42000	9
Berrigan (A)	Status in employment not stated	52500	4
Berrigan (A)	Status in employment not stated	65625	3
Berrigan (A)	Status in employment not stated	78750	3
Blacktown (C)	Contributing family workers	0	196
Blacktown (C)	Contributing family workers	7875	74
Blacktown (C)	Contributing family workers	15750	102
Blacktown (C)	Contributing family workers	21000	118
Blacktown (C)	Contributing family workers	26250	89
Blacktown (C)	Contributing family workers	34125	93
Blacktown (C)	Contributing family workers	42000	67
Blacktown (C)	Contributing family workers	52500	76
Blacktown (C)	Contributing family workers	65625	43
Blacktown (C)	Contributing family workers	78750	29
Blacktown (C)	Contributing family workers	91875	31
Blacktown (C)	Contributing family workers	105000	7
Blacktown (C)	Contributing family workers	157500	16
Blacktown (C)	Contributing family workers	Inf	15
Blacktown (C)	Employee	0	413
Blacktown (C)	Employee	7875	3122
Blacktown (C)	Employee	15750	3363
Blacktown (C)	Employee	21000	3328
Blacktown (C)	Employee	26250	4078
Blacktown (C)	Employee	34125	6595
Blacktown (C)	Employee	42000	10227
Blacktown (C)	Employee	52500	13438
Blacktown (C)	Employee	65625	14158
Blacktown (C)	Employee	78750	9584
Blacktown (C)	Employee	91875	7550
Blacktown (C)	Employee	105000	5395
Blacktown (C)	Employee	157500	6259
Blacktown (C)	Employee	Inf	2183
Blacktown (C)	Owner managers of incorporated enterprises	0	35
Blacktown (C)	Owner managers of incorporated enterprises	7875	43
Blacktown (C)	Owner managers of incorporated enterprises	15750	104
Blacktown (C)	Owner managers of incorporated enterprises	21000	191
Blacktown (C)	Owner managers of incorporated enterprises	26250	244
Blacktown (C)	Owner managers of incorporated enterprises	34125	512
Blacktown (C)	Owner managers of incorporated enterprises	42000	577
Blacktown (C)	Owner managers of incorporated enterprises	52500	792
Blacktown (C)	Owner managers of incorporated enterprises	65625	898
Blacktown (C)	Owner managers of incorporated enterprises	78750	711
Blacktown (C)	Owner managers of incorporated enterprises	91875	671
Blacktown (C)	Owner managers of incorporated enterprises	105000	398
Blacktown (C)	Owner managers of incorporated enterprises	157500	649
Blacktown (C)	Owner managers of incorporated enterprises	Inf	621
Blacktown (C)	Owner managers of unincorporated enterprises	0	67
Blacktown (C)	Owner managers of unincorporated enterprises	7875	182
