SA3_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Snowy Mountains	Owner managers of unincorporated enterprises	26250	77
Snowy Mountains	Owner managers of unincorporated enterprises	34125	145
Snowy Mountains	Owner managers of unincorporated enterprises	42000	129
Snowy Mountains	Owner managers of unincorporated enterprises	52500	129
Snowy Mountains	Owner managers of unincorporated enterprises	65625	118
Snowy Mountains	Owner managers of unincorporated enterprises	78750	77
Snowy Mountains	Owner managers of unincorporated enterprises	91875	61
Snowy Mountains	Owner managers of unincorporated enterprises	105000	30
Snowy Mountains	Owner managers of unincorporated enterprises	157500	45
Snowy Mountains	Owner managers of unincorporated enterprises	Inf	40
Snowy Mountains	Status in employment not stated	0	4
Snowy Mountains	Status in employment not stated	7875	14
Snowy Mountains	Status in employment not stated	15750	8
Snowy Mountains	Status in employment not stated	21000	5
Snowy Mountains	Status in employment not stated	26250	8
Snowy Mountains	Status in employment not stated	34125	7
Snowy Mountains	Status in employment not stated	42000	8
Snowy Mountains	Status in employment not stated	52500	26
Snowy Mountains	Status in employment not stated	65625	11
Snowy Mountains	Status in employment not stated	91875	5
Snowy Mountains	Status in employment not stated	105000	4
Snowy Mountains	Status in employment not stated	157500	4
Snowy Mountains	Status in employment not stated	Inf	4
South Coast	Contributing family workers	0	92
South Coast	Contributing family workers	7875	59
South Coast	Contributing family workers	15750	77
South Coast	Contributing family workers	21000	83
South Coast	Contributing family workers	26250	66
South Coast	Contributing family workers	34125	53
South Coast	Contributing family workers	42000	48
South Coast	Contributing family workers	52500	33
South Coast	Contributing family workers	65625	30
South Coast	Contributing family workers	78750	24
South Coast	Contributing family workers	91875	10
South Coast	Contributing family workers	105000	3
South Coast	Contributing family workers	157500	13
South Coast	Contributing family workers	Inf	10
South Coast	Employee	0	61
South Coast	Employee	7875	879
South Coast	Employee	15750	778
South Coast	Employee	21000	972
South Coast	Employee	26250	1442
South Coast	Employee	34125	2224
South Coast	Employee	42000	2643
South Coast	Employee	52500	2770
South Coast	Employee	65625	2284
South Coast	Employee	78750	1317
South Coast	Employee	91875	940
South Coast	Employee	105000	728
South Coast	Employee	157500	646
South Coast	Employee	Inf	187
South Coast	Owner managers of incorporated enterprises	0	12
South Coast	Owner managers of incorporated enterprises	7875	23
South Coast	Owner managers of incorporated enterprises	15750	55
South Coast	Owner managers of incorporated enterprises	21000	65
South Coast	Owner managers of incorporated enterprises	26250	78
South Coast	Owner managers of incorporated enterprises	34125	185
South Coast	Owner managers of incorporated enterprises	42000	207
South Coast	Owner managers of incorporated enterprises	52500	213
South Coast	Owner managers of incorporated enterprises	65625	227
South Coast	Owner managers of incorporated enterprises	78750	178
South Coast	Owner managers of incorporated enterprises	91875	165
South Coast	Owner managers of incorporated enterprises	105000	57
South Coast	Owner managers of incorporated enterprises	157500	125
South Coast	Owner managers of incorporated enterprises	Inf	94
South Coast	Owner managers of unincorporated enterprises	0	40
South Coast	Owner managers of unincorporated enterprises	7875	90
South Coast	Owner managers of unincorporated enterprises	15750	232
South Coast	Owner managers of unincorporated enterprises	21000	269
South Coast	Owner managers of unincorporated enterprises	26250	306
South Coast	Owner managers of unincorporated enterprises	34125	426
South Coast	Owner managers of unincorporated enterprises	42000	396
South Coast	Owner managers of unincorporated enterprises	52500	366
South Coast	Owner managers of unincorporated enterprises	65625	319
South Coast	Owner managers of unincorporated enterprises	78750	220
South Coast	Owner managers of unincorporated enterprises	91875	121
South Coast	Owner managers of unincorporated enterprises	105000	87
South Coast	Owner managers of unincorporated enterprises	157500	79
South Coast	Owner managers of unincorporated enterprises	Inf	102
South Coast	Status in employment not stated	0	9
South Coast	Status in employment not stated	7875	15
South Coast	Status in employment not stated	15750	26
South Coast	Status in employment not stated	21000	37
South Coast	Status in employment not stated	26250	44
South Coast	Status in employment not stated	34125	38
South Coast	Status in employment not stated	42000	29
South Coast	Status in employment not stated	52500	45
South Coast	Status in employment not stated	65625	33
South Coast	Status in employment not stated	78750	16
South Coast	Status in employment not stated	91875	12
South Coast	Status in employment not stated	105000	4
South Coast	Status in employment not stated	157500	10
South Coast	Status in employment not stated	Inf	5
Goulburn - Mulwaree	Contributing family workers	0	77
Goulburn - Mulwaree	Contributing family workers	7875	34
Goulburn - Mulwaree	Contributing family workers	15750	59
Goulburn - Mulwaree	Contributing family workers	21000	33
Goulburn - Mulwaree	Contributing family workers	26250	47
Goulburn - Mulwaree	Contributing family workers	34125	66
Goulburn - Mulwaree	Contributing family workers	42000	47
Goulburn - Mulwaree	Contributing family workers	52500	24
Goulburn - Mulwaree	Contributing family workers	65625	21
Goulburn - Mulwaree	Contributing family workers	78750	14
Goulburn - Mulwaree	Contributing family workers	91875	12
Goulburn - Mulwaree	Contributing family workers	105000	3
Goulburn - Mulwaree	Contributing family workers	157500	24
Goulburn - Mulwaree	Contributing family workers	Inf	16
Goulburn - Mulwaree	Employee	0	48
Goulburn - Mulwaree	Employee	7875	424
Goulburn - Mulwaree	Employee	15750	403
Goulburn - Mulwaree	Employee	21000	450
Goulburn - Mulwaree	Employee	26250	625
Goulburn - Mulwaree	Employee	34125	1050
Goulburn - Mulwaree	Employee	42000	1356
Goulburn - Mulwaree	Employee	52500	1536
Goulburn - Mulwaree	Employee	65625	1468
Goulburn - Mulwaree	Employee	78750	952
Goulburn - Mulwaree	Employee	91875	782
Goulburn - Mulwaree	Employee	105000	657
Goulburn - Mulwaree	Employee	157500	643
Goulburn - Mulwaree	Employee	Inf	129
Goulburn - Mulwaree	Owner managers of incorporated enterprises	0	3
Goulburn - Mulwaree	Owner managers of incorporated enterprises	7875	7
Goulburn - Mulwaree	Owner managers of incorporated enterprises	15750	19
Goulburn - Mulwaree	Owner managers of incorporated enterprises	21000	25
Goulburn - Mulwaree	Owner managers of incorporated enterprises	26250	32
Goulburn - Mulwaree	Owner managers of incorporated enterprises	34125	72
Goulburn - Mulwaree	Owner managers of incorporated enterprises	42000	68
Goulburn - Mulwaree	Owner managers of incorporated enterprises	52500	89
Goulburn - Mulwaree	Owner managers of incorporated enterprises	65625	114
Goulburn - Mulwaree	Owner managers of incorporated enterprises	78750	80
Goulburn - Mulwaree	Owner managers of incorporated enterprises	91875	63
Goulburn - Mulwaree	Owner managers of incorporated enterprises	105000	33
Goulburn - Mulwaree	Owner managers of incorporated enterprises	157500	55
Goulburn - Mulwaree	Owner managers of incorporated enterprises	Inf	62
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	0	16
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	7875	36
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	15750	67
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	21000	89
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	26250	107
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	34125	155
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	42000	141
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	52500	151
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	65625	146
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	78750	88
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	91875	72
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	105000	28
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	157500	53
Goulburn - Mulwaree	Owner managers of unincorporated enterprises	Inf	82
Goulburn - Mulwaree	Status in employment not stated	0	11
Goulburn - Mulwaree	Status in employment not stated	7875	17
Goulburn - Mulwaree	Status in employment not stated	15750	14
Goulburn - Mulwaree	Status in employment not stated	21000	14
Goulburn - Mulwaree	Status in employment not stated	26250	23
Goulburn - Mulwaree	Status in employment not stated	34125	17
Goulburn - Mulwaree	Status in employment not stated	42000	15
Goulburn - Mulwaree	Status in employment not stated	52500	14
Goulburn - Mulwaree	Status in employment not stated	65625	11
Goulburn - Mulwaree	Status in employment not stated	78750	11
Goulburn - Mulwaree	Status in employment not stated	91875	9
Goulburn - Mulwaree	Status in employment not stated	157500	6
Goulburn - Mulwaree	Status in employment not stated	Inf	3
Young - Yass	Contributing family workers	0	89
Young - Yass	Contributing family workers	7875	54
Young - Yass	Contributing family workers	15750	94
Young - Yass	Contributing family workers	21000	58
Young - Yass	Contributing family workers	26250	69
Young - Yass	Contributing family workers	34125	91
Young - Yass	Contributing family workers	42000	59
Young - Yass	Contributing family workers	52500	57
Young - Yass	Contributing family workers	65625	46
Young - Yass	Contributing family workers	78750	26
Young - Yass	Contributing family workers	91875	30
Young - Yass	Contributing family workers	105000	22
Young - Yass	Contributing family workers	157500	30
Young - Yass	Contributing family workers	Inf	25
Young - Yass	Employee	0	28
Young - Yass	Employee	7875	387
Young - Yass	Employee	15750	329
Young - Yass	Employee	21000	413
Young - Yass	Employee	26250	528
Young - Yass	Employee	34125	943
Young - Yass	Employee	42000	1179
Young - Yass	Employee	52500	1186
Young - Yass	Employee	65625	980
Young - Yass	Employee	78750	559
Young - Yass	Employee	91875	421
Young - Yass	Employee	105000	301
Young - Yass	Employee	157500	324
Young - Yass	Employee	Inf	99
Young - Yass	Owner managers of incorporated enterprises	0	9
Young - Yass	Owner managers of incorporated enterprises	7875	4
Young - Yass	Owner managers of incorporated enterprises	15750	22
Young - Yass	Owner managers of incorporated enterprises	21000	49
Young - Yass	Owner managers of incorporated enterprises	26250	20
Young - Yass	Owner managers of incorporated enterprises	34125	72
Young - Yass	Owner managers of incorporated enterprises	42000	96
Young - Yass	Owner managers of incorporated enterprises	52500	95
Young - Yass	Owner managers of incorporated enterprises	65625	108
Young - Yass	Owner managers of incorporated enterprises	78750	74
Young - Yass	Owner managers of incorporated enterprises	91875	88
Young - Yass	Owner managers of incorporated enterprises	105000	61
Young - Yass	Owner managers of incorporated enterprises	157500	70
Young - Yass	Owner managers of incorporated enterprises	Inf	96
Young - Yass	Owner managers of unincorporated enterprises	0	33
Young - Yass	Owner managers of unincorporated enterprises	7875	44
Young - Yass	Owner managers of unincorporated enterprises	15750	76
Young - Yass	Owner managers of unincorporated enterprises	21000	118
Young - Yass	Owner managers of unincorporated enterprises	26250	138
Young - Yass	Owner managers of unincorporated enterprises	34125	183
Young - Yass	Owner managers of unincorporated enterprises	42000	172
Young - Yass	Owner managers of unincorporated enterprises	52500	202
Young - Yass	Owner managers of unincorporated enterprises	65625	172
Young - Yass	Owner managers of unincorporated enterprises	78750	121
Young - Yass	Owner managers of unincorporated enterprises	91875	100
Young - Yass	Owner managers of unincorporated enterprises	105000	56
Young - Yass	Owner managers of unincorporated enterprises	157500	99
Young - Yass	Owner managers of unincorporated enterprises	Inf	79
Young - Yass	Status in employment not stated	7875	6
Young - Yass	Status in employment not stated	15750	16
Young - Yass	Status in employment not stated	21000	15
Young - Yass	Status in employment not stated	26250	11
Young - Yass	Status in employment not stated	34125	23
Young - Yass	Status in employment not stated	42000	14
Young - Yass	Status in employment not stated	52500	25
Young - Yass	Status in employment not stated	65625	13
Young - Yass	Status in employment not stated	78750	8
Young - Yass	Status in employment not stated	91875	5
Young - Yass	Status in employment not stated	105000	3
Young - Yass	Status in employment not stated	157500	6
Young - Yass	Status in employment not stated	Inf	11
Gosford	Contributing family workers	0	170
Gosford	Contributing family workers	7875	70
Gosford	Contributing family workers	15750	82
Gosford	Contributing family workers	21000	97
Gosford	Contributing family workers	26250	64
Gosford	Contributing family workers	34125	99
Gosford	Contributing family workers	42000	54
Gosford	Contributing family workers	52500	59
Gosford	Contributing family workers	65625	50
Gosford	Contributing family workers	78750	28
Gosford	Contributing family workers	91875	26
Gosford	Contributing family workers	105000	10
Gosford	Contributing family workers	157500	16
Gosford	Contributing family workers	Inf	17
Gosford	Employee	0	175
Gosford	Employee	7875	2410
Gosford	Employee	15750	2241
Gosford	Employee	21000	2376
Gosford	Employee	26250	2986
Gosford	Employee	34125	5005
Gosford	Employee	42000	6162
Gosford	Employee	52500	6857
Gosford	Employee	65625	6145
Gosford	Employee	78750	3855
Gosford	Employee	91875	3205
Gosford	Employee	105000	2427
Gosford	Employee	157500	2425
Gosford	Employee	Inf	766
Gosford	Owner managers of incorporated enterprises	0	28
Gosford	Owner managers of incorporated enterprises	7875	31
Gosford	Owner managers of incorporated enterprises	15750	78
Gosford	Owner managers of incorporated enterprises	21000	153
Gosford	Owner managers of incorporated enterprises	26250	180
Gosford	Owner managers of incorporated enterprises	34125	280
Gosford	Owner managers of incorporated enterprises	42000	372
Gosford	Owner managers of incorporated enterprises	52500	429
Gosford	Owner managers of incorporated enterprises	65625	618
Gosford	Owner managers of incorporated enterprises	78750	406
Gosford	Owner managers of incorporated enterprises	91875	431
Gosford	Owner managers of incorporated enterprises	105000	259
Gosford	Owner managers of incorporated enterprises	157500	514
Gosford	Owner managers of incorporated enterprises	Inf	434
Gosford	Owner managers of unincorporated enterprises	0	49
Gosford	Owner managers of unincorporated enterprises	7875	199
Gosford	Owner managers of unincorporated enterprises	15750	347
Gosford	Owner managers of unincorporated enterprises	21000	378
Gosford	Owner managers of unincorporated enterprises	26250	426
Gosford	Owner managers of unincorporated enterprises	34125	591
Gosford	Owner managers of unincorporated enterprises	42000	589
Gosford	Owner managers of unincorporated enterprises	52500	619
Gosford	Owner managers of unincorporated enterprises	65625	611
Gosford	Owner managers of unincorporated enterprises	78750	376
Gosford	Owner managers of unincorporated enterprises	91875	307
Gosford	Owner managers of unincorporated enterprises	105000	183
Gosford	Owner managers of unincorporated enterprises	157500	259
Gosford	Owner managers of unincorporated enterprises	Inf	253
Gosford	Status in employment not stated	0	14
Gosford	Status in employment not stated	7875	33
Gosford	Status in employment not stated	15750	36
Gosford	Status in employment not stated	21000	52
Gosford	Status in employment not stated	26250	59
Gosford	Status in employment not stated	34125	60
Gosford	Status in employment not stated	42000	88
Gosford	Status in employment not stated	52500	70
Gosford	Status in employment not stated	65625	46
Gosford	Status in employment not stated	78750	30
Gosford	Status in employment not stated	91875	26
Gosford	Status in employment not stated	105000	14
Gosford	Status in employment not stated	157500	21
Gosford	Status in employment not stated	Inf	11
Wyong	Contributing family workers	0	109
Wyong	Contributing family workers	7875	69
Wyong	Contributing family workers	15750	73
Wyong	Contributing family workers	21000	77
Wyong	Contributing family workers	26250	69
Wyong	Contributing family workers	34125	63
Wyong	Contributing family workers	42000	46
Wyong	Contributing family workers	52500	40
Wyong	Contributing family workers	65625	24
Wyong	Contributing family workers	78750	13
Wyong	Contributing family workers	91875	9
Wyong	Contributing family workers	105000	9
Wyong	Contributing family workers	157500	14
Wyong	Contributing family workers	Inf	11
Wyong	Employee	0	140
Wyong	Employee	7875	1975
Wyong	Employee	15750	1846
Wyong	Employee	21000	1946
Wyong	Employee	26250	2468
Wyong	Employee	34125	3996
Wyong	Employee	42000	5032
Wyong	Employee	52500	5687
Wyong	Employee	65625	4969
Wyong	Employee	78750	3110
Wyong	Employee	91875	2451
Wyong	Employee	105000	1718
Wyong	Employee	157500	1814
Wyong	Employee	Inf	590
Wyong	Owner managers of incorporated enterprises	0	18
Wyong	Owner managers of incorporated enterprises	7875	36
Wyong	Owner managers of incorporated enterprises	15750	60
Wyong	Owner managers of incorporated enterprises	21000	125
Wyong	Owner managers of incorporated enterprises	26250	125
Wyong	Owner managers of incorporated enterprises	34125	229
Wyong	Owner managers of incorporated enterprises	42000	280
Wyong	Owner managers of incorporated enterprises	52500	357
Wyong	Owner managers of incorporated enterprises	65625	421
Wyong	Owner managers of incorporated enterprises	78750	323
Wyong	Owner managers of incorporated enterprises	91875	299
Wyong	Owner managers of incorporated enterprises	105000	144
Wyong	Owner managers of incorporated enterprises	157500	270
Wyong	Owner managers of incorporated enterprises	Inf	269
Wyong	Owner managers of unincorporated enterprises	0	34
Wyong	Owner managers of unincorporated enterprises	7875	107
Wyong	Owner managers of unincorporated enterprises	15750	209
Wyong	Owner managers of unincorporated enterprises	21000	303
Wyong	Owner managers of unincorporated enterprises	26250	328
Wyong	Owner managers of unincorporated enterprises	34125	453
Wyong	Owner managers of unincorporated enterprises	42000	368
Wyong	Owner managers of unincorporated enterprises	52500	431
Wyong	Owner managers of unincorporated enterprises	65625	450
Wyong	Owner managers of unincorporated enterprises	78750	244
Wyong	Owner managers of unincorporated enterprises	91875	190
Wyong	Owner managers of unincorporated enterprises	105000	112
Wyong	Owner managers of unincorporated enterprises	157500	126
Wyong	Owner managers of unincorporated enterprises	Inf	111
Wyong	Status in employment not stated	0	10
Wyong	Status in employment not stated	7875	26
Wyong	Status in employment not stated	15750	37
Wyong	Status in employment not stated	21000	43
Wyong	Status in employment not stated	26250	42
Wyong	Status in employment not stated	34125	59
Wyong	Status in employment not stated	42000	57
Wyong	Status in employment not stated	52500	48
Wyong	Status in employment not stated	65625	52
Wyong	Status in employment not stated	78750	21
Wyong	Status in employment not stated	91875	20
Wyong	Status in employment not stated	105000	15
Wyong	Status in employment not stated	157500	12
Wyong	Status in employment not stated	Inf	12
Bathurst	Contributing family workers	0	84
Bathurst	Contributing family workers	7875	33
Bathurst	Contributing family workers	15750	65
Bathurst	Contributing family workers	21000	45
Bathurst	Contributing family workers	26250	47
Bathurst	Contributing family workers	34125	47
Bathurst	Contributing family workers	42000	36
Bathurst	Contributing family workers	52500	36
Bathurst	Contributing family workers	65625	26
Bathurst	Contributing family workers	78750	18
Bathurst	Contributing family workers	91875	18
Bathurst	Contributing family workers	105000	11
Bathurst	Contributing family workers	157500	5
Bathurst	Contributing family workers	Inf	12
Bathurst	Employee	0	50
Bathurst	Employee	7875	671
Bathurst	Employee	15750	677
Bathurst	Employee	21000	703
Bathurst	Employee	26250	945
Bathurst	Employee	34125	1494
Bathurst	Employee	42000	1957
Bathurst	Employee	52500	2305
Bathurst	Employee	65625	2127
Bathurst	Employee	78750	1495
Bathurst	Employee	91875	1273
Bathurst	Employee	105000	995
Bathurst	Employee	157500	1046
Bathurst	Employee	Inf	238
Bathurst	Owner managers of incorporated enterprises	0	5
Bathurst	Owner managers of incorporated enterprises	7875	11
Bathurst	Owner managers of incorporated enterprises	15750	21
Bathurst	Owner managers of incorporated enterprises	21000	38
Bathurst	Owner managers of incorporated enterprises	26250	41
Bathurst	Owner managers of incorporated enterprises	34125	82
Bathurst	Owner managers of incorporated enterprises	42000	99
Bathurst	Owner managers of incorporated enterprises	52500	144
Bathurst	Owner managers of incorporated enterprises	65625	151
Bathurst	Owner managers of incorporated enterprises	78750	97
Bathurst	Owner managers of incorporated enterprises	91875	135
Bathurst	Owner managers of incorporated enterprises	105000	55
Bathurst	Owner managers of incorporated enterprises	157500	107
Bathurst	Owner managers of incorporated enterprises	Inf	105
Bathurst	Owner managers of unincorporated enterprises	0	19
Bathurst	Owner managers of unincorporated enterprises	7875	36
Bathurst	Owner managers of unincorporated enterprises	15750	99
Bathurst	Owner managers of unincorporated enterprises	21000	111
Bathurst	Owner managers of unincorporated enterprises	26250	128
Bathurst	Owner managers of unincorporated enterprises	34125	201
Bathurst	Owner managers of unincorporated enterprises	42000	170
Bathurst	Owner managers of unincorporated enterprises	52500	175
Bathurst	Owner managers of unincorporated enterprises	65625	170
Bathurst	Owner managers of unincorporated enterprises	78750	109
Bathurst	Owner managers of unincorporated enterprises	91875	108
Bathurst	Owner managers of unincorporated enterprises	105000	58
Bathurst	Owner managers of unincorporated enterprises	157500	96
Bathurst	Owner managers of unincorporated enterprises	Inf	75
Bathurst	Status in employment not stated	0	7
Bathurst	Status in employment not stated	7875	19
Bathurst	Status in employment not stated	15750	24
Bathurst	Status in employment not stated	21000	20
Bathurst	Status in employment not stated	26250	13
Bathurst	Status in employment not stated	34125	28
Bathurst	Status in employment not stated	42000	29
Bathurst	Status in employment not stated	52500	28
Bathurst	Status in employment not stated	65625	22
Bathurst	Status in employment not stated	78750	11
Bathurst	Status in employment not stated	91875	13
Bathurst	Status in employment not stated	105000	3
Bathurst	Status in employment not stated	Inf	10
Lachlan Valley	Contributing family workers	0	190
Lachlan Valley	Contributing family workers	7875	71
Lachlan Valley	Contributing family workers	15750	102
Lachlan Valley	Contributing family workers	21000	132
Lachlan Valley	Contributing family workers	26250	109
Lachlan Valley	Contributing family workers	34125	135
Lachlan Valley	Contributing family workers	42000	123
Lachlan Valley	Contributing family workers	52500	93
Lachlan Valley	Contributing family workers	65625	75
Lachlan Valley	Contributing family workers	78750	38
Lachlan Valley	Contributing family workers	91875	34
Lachlan Valley	Contributing family workers	105000	20
Lachlan Valley	Contributing family workers	157500	24
Lachlan Valley	Contributing family workers	Inf	36
Lachlan Valley	Employee	0	57
Lachlan Valley	Employee	7875	593
Lachlan Valley	Employee	15750	557
Lachlan Valley	Employee	21000	727
Lachlan Valley	Employee	26250	995
Lachlan Valley	Employee	34125	1725
Lachlan Valley	Employee	42000	2164
Lachlan Valley	Employee	52500	2219
Lachlan Valley	Employee	65625	1878
Lachlan Valley	Employee	78750	1193
Lachlan Valley	Employee	91875	950
Lachlan Valley	Employee	105000	687
Lachlan Valley	Employee	157500	856
Lachlan Valley	Employee	Inf	206
Lachlan Valley	Owner managers of incorporated enterprises	0	7
Lachlan Valley	Owner managers of incorporated enterprises	7875	3
Lachlan Valley	Owner managers of incorporated enterprises	15750	25
Lachlan Valley	Owner managers of incorporated enterprises	21000	45
Lachlan Valley	Owner managers of incorporated enterprises	26250	49
Lachlan Valley	Owner managers of incorporated enterprises	34125	117
Lachlan Valley	Owner managers of incorporated enterprises	42000	97
Lachlan Valley	Owner managers of incorporated enterprises	52500	165
Lachlan Valley	Owner managers of incorporated enterprises	65625	200
Lachlan Valley	Owner managers of incorporated enterprises	78750	127
Lachlan Valley	Owner managers of incorporated enterprises	91875	106
Lachlan Valley	Owner managers of incorporated enterprises	105000	57
Lachlan Valley	Owner managers of incorporated enterprises	157500	80
Lachlan Valley	Owner managers of incorporated enterprises	Inf	107
Lachlan Valley	Owner managers of unincorporated enterprises	0	64
Lachlan Valley	Owner managers of unincorporated enterprises	7875	63
Lachlan Valley	Owner managers of unincorporated enterprises	15750	173
Lachlan Valley	Owner managers of unincorporated enterprises	21000	199
Lachlan Valley	Owner managers of unincorporated enterprises	26250	254
Lachlan Valley	Owner managers of unincorporated enterprises	34125	394
Lachlan Valley	Owner managers of unincorporated enterprises	42000	352
Lachlan Valley	Owner managers of unincorporated enterprises	52500	405
Lachlan Valley	Owner managers of unincorporated enterprises	65625	378
Lachlan Valley	Owner managers of unincorporated enterprises	78750	221
Lachlan Valley	Owner managers of unincorporated enterprises	91875	195
