SA3_NAME16	CountryOfBirth	EmploymentStatus	Sex	workers
Snowy Mountains	AUS	Owner managers of unincorporated enterprises	F	305
Snowy Mountains	AUS	Owner managers of unincorporated enterprises	M	561
Snowy Mountains	AUS	Status in employment not stated	F	39
Snowy Mountains	AUS	Status in employment not stated	M	56
Snowy Mountains	CAN	Employee	F	24
Snowy Mountains	CAN	Employee	M	12
Snowy Mountains	CAN	Owner managers of unincorporated enterprises	F	3
Snowy Mountains	CHN	Contributing family workers	F	3
Snowy Mountains	CHN	Employee	F	9
Snowy Mountains	CHN	Employee	M	10
Snowy Mountains	HRV	Employee	F	4
Snowy Mountains	EGY	Employee	F	4
Snowy Mountains	FJI	Employee	F	6
Snowy Mountains	FJI	Owner managers of unincorporated enterprises	M	3
Snowy Mountains	DEU	Employee	F	13
Snowy Mountains	DEU	Employee	M	5
Snowy Mountains	DEU	Owner managers of incorporated enterprises	M	6
Snowy Mountains	DEU	Owner managers of unincorporated enterprises	F	8
Snowy Mountains	DEU	Owner managers of unincorporated enterprises	M	7
Snowy Mountains	HKG	Employee	F	14
Snowy Mountains	HKG	Employee	M	13
Snowy Mountains	IND	Employee	F	6
Snowy Mountains	IND	Employee	M	12
Snowy Mountains	IDN	Employee	F	8
Snowy Mountains	IDN	Employee	M	5
Snowy Mountains	IRL	Employee	F	6
Snowy Mountains	IRL	Employee	M	4
Snowy Mountains	ITA	Contributing family workers	F	3
Snowy Mountains	ITA	Employee	F	5
Snowy Mountains	ITA	Employee	M	3
Snowy Mountains	ITA	Owner managers of incorporated enterprises	M	3
Snowy Mountains	ITA	Owner managers of unincorporated enterprises	M	3
Snowy Mountains	JPN	Employee	F	6
Snowy Mountains	JPN	Owner managers of incorporated enterprises	F	3
Snowy Mountains	LBN	Owner managers of unincorporated enterprises	M	4
Snowy Mountains	MYS	Employee	F	3
Snowy Mountains	NLD	Employee	F	17
Snowy Mountains	NLD	Employee	M	6
Snowy Mountains	NLD	Owner managers of unincorporated enterprises	M	3
Snowy Mountains	NZL	Contributing family workers	F	6
Snowy Mountains	NZL	Employee	F	78
Snowy Mountains	NZL	Employee	M	65
Snowy Mountains	NZL	Owner managers of incorporated enterprises	F	4
Snowy Mountains	NZL	Owner managers of incorporated enterprises	M	8
Snowy Mountains	NZL	Owner managers of unincorporated enterprises	F	4
Snowy Mountains	NZL	Owner managers of unincorporated enterprises	M	7
Snowy Mountains	PHL	Employee	F	18
Snowy Mountains	PHL	Employee	M	3
Snowy Mountains	PHL	Status in employment not stated	F	3
Snowy Mountains	POL	Contributing family workers	F	3
Snowy Mountains	POL	Employee	F	6
Snowy Mountains	POL	Employee	M	6
Snowy Mountains	POL	Owner managers of unincorporated enterprises	F	5
Snowy Mountains	SGP	Employee	F	5
Snowy Mountains	SGP	Employee	M	3
Snowy Mountains	ZAF	Employee	F	14
Snowy Mountains	ZAF	Employee	M	17
Snowy Mountains	ZAF	Owner managers of incorporated enterprises	F	3
Snowy Mountains	ZAF	Owner managers of unincorporated enterprises	F	5
Snowy Mountains	KOR	Employee	F	3
Snowy Mountains	KOR	Employee	M	11
Snowy Mountains	LKA	Employee	F	3
Snowy Mountains	LKA	Employee	M	11
Snowy Mountains	THA	Contributing family workers	F	3
Snowy Mountains	THA	Employee	F	14
Snowy Mountains	THA	Employee	M	3
Snowy Mountains	THA	Owner managers of unincorporated enterprises	F	4
Snowy Mountains	TUR	Employee	F	3
Snowy Mountains	TUR	Employee	M	3
Snowy Mountains	GBR	Contributing family workers	F	7
Snowy Mountains	GBR	Contributing family workers	M	9
Snowy Mountains	GBR	Employee	F	134
Snowy Mountains	GBR	Employee	M	143
Snowy Mountains	GBR	Owner managers of incorporated enterprises	F	11
Snowy Mountains	GBR	Owner managers of incorporated enterprises	M	18
Snowy Mountains	GBR	Owner managers of unincorporated enterprises	F	27
Snowy Mountains	GBR	Owner managers of unincorporated enterprises	M	18
Snowy Mountains	GBR	Status in employment not stated	F	4
Snowy Mountains	GBR	Status in employment not stated	M	3
Snowy Mountains	USA	Employee	F	15
Snowy Mountains	USA	Employee	M	28
Snowy Mountains	USA	Owner managers of unincorporated enterprises	F	3
Snowy Mountains	VNM	Employee	F	3
Snowy Mountains	ZWE	Employee	M	6
Snowy Mountains	ZWE	Owner managers of unincorporated enterprises	M	3
South Coast		Contributing family workers	F	11
South Coast		Contributing family workers	M	13
South Coast		Employee	F	408
South Coast		Employee	M	292
South Coast		Owner managers of incorporated enterprises	F	16
South Coast		Owner managers of incorporated enterprises	M	48
South Coast		Owner managers of unincorporated enterprises	F	59
South Coast		Owner managers of unincorporated enterprises	M	75
South Coast		Status in employment not stated	F	8
South Coast		Status in employment not stated	M	15
South Coast	AUS	Contributing family workers	F	296
South Coast	AUS	Contributing family workers	M	227
South Coast	AUS	Employee	F	8839
South Coast	AUS	Employee	M	6939
South Coast	AUS	Owner managers of incorporated enterprises	F	495
South Coast	AUS	Owner managers of incorporated enterprises	M	975
South Coast	AUS	Owner managers of unincorporated enterprises	F	966
South Coast	AUS	Owner managers of unincorporated enterprises	M	1585
South Coast	AUS	Status in employment not stated	F	130
South Coast	AUS	Status in employment not stated	M	165
South Coast	CAN	Employee	F	26
South Coast	CAN	Employee	M	14
South Coast	CAN	Owner managers of incorporated enterprises	M	3
South Coast	CAN	Owner managers of unincorporated enterprises	F	3
South Coast	CAN	Owner managers of unincorporated enterprises	M	5
South Coast	CHN	Employee	F	11
South Coast	CHN	Employee	M	10
South Coast	CHN	Owner managers of incorporated enterprises	M	3
South Coast	CHN	Owner managers of unincorporated enterprises	F	5
South Coast	CHN	Owner managers of unincorporated enterprises	M	8
South Coast	HRV	Employee	F	3
South Coast	EGY	Employee	M	8
South Coast	EGY	Owner managers of incorporated enterprises	M	3
South Coast	FJI	Employee	F	10
South Coast	FJI	Employee	M	4
South Coast	FJI	Owner managers of unincorporated enterprises	M	3
South Coast	DEU	Contributing family workers	F	5
South Coast	DEU	Contributing family workers	M	3
South Coast	DEU	Employee	F	46
South Coast	DEU	Employee	M	25
South Coast	DEU	Owner managers of incorporated enterprises	F	3
South Coast	DEU	Owner managers of incorporated enterprises	M	7
South Coast	DEU	Owner managers of unincorporated enterprises	F	10
South Coast	DEU	Owner managers of unincorporated enterprises	M	7
South Coast	DEU	Status in employment not stated	M	6
South Coast	GRC	Contributing family workers	M	3
South Coast	GRC	Employee	F	4
South Coast	GRC	Employee	M	4
South Coast	GRC	Owner managers of unincorporated enterprises	M	3
South Coast	HKG	Employee	F	8
South Coast	HKG	Employee	M	8
South Coast	HKG	Owner managers of unincorporated enterprises	F	3
South Coast	IND	Employee	F	30
South Coast	IND	Employee	M	27
South Coast	IND	Owner managers of incorporated enterprises	M	4
South Coast	IND	Owner managers of unincorporated enterprises	F	3
South Coast	IND	Owner managers of unincorporated enterprises	M	7
South Coast	IDN	Employee	F	3
South Coast	IRN	Employee	F	3
South Coast	IRN	Employee	M	3
South Coast	IRQ	Employee	M	3
South Coast	IRL	Employee	F	20
South Coast	IRL	Employee	M	10
South Coast	IRL	Owner managers of incorporated enterprises	M	3
South Coast	IRL	Owner managers of unincorporated enterprises	F	3
South Coast	IRL	Owner managers of unincorporated enterprises	M	7
South Coast	ITA	Employee	F	5
South Coast	ITA	Employee	M	14
South Coast	ITA	Owner managers of incorporated enterprises	M	3
South Coast	ITA	Owner managers of unincorporated enterprises	M	5
South Coast	JPN	Employee	F	5
South Coast	LBN	Employee	F	3
South Coast	LBN	Employee	M	3
South Coast	MYS	Contributing family workers	F	3
South Coast	MYS	Employee	F	13
South Coast	MYS	Employee	M	9
South Coast	MYS	Owner managers of unincorporated enterprises	F	3
South Coast	MYS	Owner managers of unincorporated enterprises	M	4
South Coast	MLT	Employee	F	3
South Coast	MLT	Employee	M	3
South Coast	MLT	Owner managers of unincorporated enterprises	M	3
South Coast	NLD	Contributing family workers	M	3
South Coast	NLD	Employee	F	21
South Coast	NLD	Employee	M	22
South Coast	NLD	Owner managers of incorporated enterprises	F	3
South Coast	NLD	Owner managers of incorporated enterprises	M	6
South Coast	NLD	Owner managers of unincorporated enterprises	F	3
South Coast	NLD	Owner managers of unincorporated enterprises	M	4
South Coast	NLD	Status in employment not stated	F	3
South Coast	NZL	Contributing family workers	F	5
South Coast	NZL	Contributing family workers	M	3
South Coast	NZL	Employee	F	155
South Coast	NZL	Employee	M	123
South Coast	NZL	Owner managers of incorporated enterprises	F	5
South Coast	NZL	Owner managers of incorporated enterprises	M	12
South Coast	NZL	Owner managers of unincorporated enterprises	F	18
South Coast	NZL	Owner managers of unincorporated enterprises	M	42
South Coast	PHL	Employee	F	74
South Coast	PHL	Employee	M	13
South Coast	PHL	Owner managers of incorporated enterprises	F	3
South Coast	PHL	Owner managers of unincorporated enterprises	F	4
South Coast	PHL	Status in employment not stated	M	3
South Coast	POL	Employee	F	6
South Coast	POL	Employee	M	5
South Coast	POL	Status in employment not stated	F	3
South Coast	SGP	Employee	F	4
South Coast	SGP	Employee	M	9
South Coast	ZAF	Contributing family workers	M	3
South Coast	ZAF	Employee	F	25
South Coast	ZAF	Employee	M	34
South Coast	ZAF	Owner managers of incorporated enterprises	F	8
South Coast	ZAF	Owner managers of incorporated enterprises	M	11
South Coast	ZAF	Owner managers of unincorporated enterprises	F	7
South Coast	ZAF	Owner managers of unincorporated enterprises	M	5
South Coast	KOR	Employee	F	3
South Coast	KOR	Employee	M	7
South Coast	KOR	Owner managers of unincorporated enterprises	F	3
South Coast	LKA	Employee	M	8
South Coast	LKA	Owner managers of unincorporated enterprises	M	3
South Coast	THA	Employee	F	19
South Coast	THA	Employee	M	6
South Coast	THA	Owner managers of incorporated enterprises	F	5
South Coast	THA	Owner managers of unincorporated enterprises	F	4
South Coast	THA	Owner managers of unincorporated enterprises	M	3
South Coast	TUR	Employee	F	4
South Coast	GBR	Contributing family workers	F	17
South Coast	GBR	Contributing family workers	M	5
South Coast	GBR	Employee	F	376
South Coast	GBR	Employee	M	341
South Coast	GBR	Owner managers of incorporated enterprises	F	26
South Coast	GBR	Owner managers of incorporated enterprises	M	39
South Coast	GBR	Owner managers of unincorporated enterprises	F	59
South Coast	GBR	Owner managers of unincorporated enterprises	M	115
South Coast	GBR	Status in employment not stated	F	8
South Coast	GBR	Status in employment not stated	M	8
South Coast	USA	Contributing family workers	F	3
South Coast	USA	Employee	F	33
South Coast	USA	Employee	M	23
South Coast	USA	Owner managers of incorporated enterprises	F	7
South Coast	USA	Owner managers of incorporated enterprises	M	3
South Coast	USA	Owner managers of unincorporated enterprises	F	4
South Coast	USA	Owner managers of unincorporated enterprises	M	9
South Coast	VNM	Contributing family workers	M	3
South Coast	VNM	Employee	F	9
South Coast	VNM	Employee	M	6
South Coast	VNM	Owner managers of unincorporated enterprises	F	9
South Coast	VNM	Owner managers of unincorporated enterprises	M	10
South Coast	ZWE	Employee	F	9
South Coast	ZWE	Employee	M	3
South Coast	ZWE	Owner managers of unincorporated enterprises	M	3
Goulburn - Mulwaree		Contributing family workers	F	10
Goulburn - Mulwaree		Contributing family workers	M	17
Goulburn - Mulwaree		Employee	F	200
Goulburn - Mulwaree		Employee	M	194
Goulburn - Mulwaree		Owner managers of incorporated enterprises	F	9
Goulburn - Mulwaree		Owner managers of incorporated enterprises	M	14
Goulburn - Mulwaree		Owner managers of unincorporated enterprises	F	19
Goulburn - Mulwaree		Owner managers of unincorporated enterprises	M	33
Goulburn - Mulwaree		Status in employment not stated	F	5
Goulburn - Mulwaree		Status in employment not stated	M	3
Goulburn - Mulwaree	AUS	Contributing family workers	F	171
Goulburn - Mulwaree	AUS	Contributing family workers	M	237
Goulburn - Mulwaree	AUS	Employee	F	5007
Goulburn - Mulwaree	AUS	Employee	M	4423
Goulburn - Mulwaree	AUS	Owner managers of incorporated enterprises	F	182
Goulburn - Mulwaree	AUS	Owner managers of incorporated enterprises	M	440
Goulburn - Mulwaree	AUS	Owner managers of unincorporated enterprises	F	347
Goulburn - Mulwaree	AUS	Owner managers of unincorporated enterprises	M	747
Goulburn - Mulwaree	AUS	Status in employment not stated	F	66
Goulburn - Mulwaree	AUS	Status in employment not stated	M	73
Goulburn - Mulwaree	CAN	Employee	F	4
Goulburn - Mulwaree	CAN	Employee	M	3
Goulburn - Mulwaree	CHN	Contributing family workers	F	4
Goulburn - Mulwaree	CHN	Employee	F	12
Goulburn - Mulwaree	CHN	Employee	M	16
Goulburn - Mulwaree	CHN	Owner managers of incorporated enterprises	F	3
Goulburn - Mulwaree	CHN	Owner managers of incorporated enterprises	M	3
Goulburn - Mulwaree	CHN	Owner managers of unincorporated enterprises	F	7
Goulburn - Mulwaree	CHN	Owner managers of unincorporated enterprises	M	4
Goulburn - Mulwaree	EGY	Employee	F	5
Goulburn - Mulwaree	EGY	Employee	M	5
Goulburn - Mulwaree	EGY	Owner managers of incorporated enterprises	M	4
Goulburn - Mulwaree	FJI	Employee	F	10
Goulburn - Mulwaree	FJI	Employee	M	3
Goulburn - Mulwaree	DEU	Employee	F	13
Goulburn - Mulwaree	DEU	Employee	M	9
Goulburn - Mulwaree	DEU	Owner managers of unincorporated enterprises	F	3
Goulburn - Mulwaree	DEU	Owner managers of unincorporated enterprises	M	3
Goulburn - Mulwaree	GRC	Contributing family workers	M	3
Goulburn - Mulwaree	GRC	Employee	M	4
Goulburn - Mulwaree	HKG	Employee	F	3
Goulburn - Mulwaree	HKG	Employee	M	5
Goulburn - Mulwaree	IND	Contributing family workers	M	3
Goulburn - Mulwaree	IND	Employee	F	37
Goulburn - Mulwaree	IND	Employee	M	63
Goulburn - Mulwaree	IND	Owner managers of incorporated enterprises	M	11
Goulburn - Mulwaree	IDN	Employee	F	3
Goulburn - Mulwaree	IRN	Employee	F	3
Goulburn - Mulwaree	IRN	Employee	M	4
Goulburn - Mulwaree	IRQ	Employee	F	3
Goulburn - Mulwaree	IRQ	Employee	M	5
Goulburn - Mulwaree	IRQ	Owner managers of incorporated enterprises	M	3
Goulburn - Mulwaree	IRL	Employee	F	5
Goulburn - Mulwaree	IRL	Employee	M	5
Goulburn - Mulwaree	IRL	Owner managers of unincorporated enterprises	F	4
Goulburn - Mulwaree	IRL	Owner managers of unincorporated enterprises	M	3
Goulburn - Mulwaree	ITA	Employee	F	3
Goulburn - Mulwaree	ITA	Employee	M	3
Goulburn - Mulwaree	ITA	Owner managers of incorporated enterprises	M	3
Goulburn - Mulwaree	JPN	Employee	F	4
Goulburn - Mulwaree	JPN	Employee	M	3
Goulburn - Mulwaree	LBN	Contributing family workers	M	3
Goulburn - Mulwaree	LBN	Employee	M	4
Goulburn - Mulwaree	MYS	Employee	F	13
Goulburn - Mulwaree	MYS	Employee	M	9
Goulburn - Mulwaree	MLT	Contributing family workers	M	4
Goulburn - Mulwaree	NLD	Employee	F	10
Goulburn - Mulwaree	NLD	Employee	M	5
Goulburn - Mulwaree	NLD	Owner managers of unincorporated enterprises	F	3
Goulburn - Mulwaree	NZL	Contributing family workers	M	4
Goulburn - Mulwaree	NZL	Employee	F	63
Goulburn - Mulwaree	NZL	Employee	M	61
Goulburn - Mulwaree	NZL	Owner managers of incorporated enterprises	M	3
Goulburn - Mulwaree	NZL	Owner managers of unincorporated enterprises	F	6
Goulburn - Mulwaree	NZL	Owner managers of unincorporated enterprises	M	6
Goulburn - Mulwaree	PAK	Employee	M	10
Goulburn - Mulwaree	PHL	Contributing family workers	F	3
Goulburn - Mulwaree	PHL	Employee	F	44
Goulburn - Mulwaree	PHL	Employee	M	23
Goulburn - Mulwaree	PHL	Owner managers of unincorporated enterprises	F	4
Goulburn - Mulwaree	PHL	Owner managers of unincorporated enterprises	M	3
Goulburn - Mulwaree	POL	Employee	F	4
Goulburn - Mulwaree	SGP	Owner managers of incorporated enterprises	M	3
Goulburn - Mulwaree	ZAF	Employee	F	6
Goulburn - Mulwaree	ZAF	Employee	M	8
Goulburn - Mulwaree	KOR	Employee	F	22
Goulburn - Mulwaree	KOR	Employee	M	31
Goulburn - Mulwaree	LKA	Employee	F	4
Goulburn - Mulwaree	LKA	Employee	M	5
Goulburn - Mulwaree	LKA	Owner managers of unincorporated enterprises	M	3
Goulburn - Mulwaree	THA	Employee	F	11
Goulburn - Mulwaree	THA	Employee	M	9
Goulburn - Mulwaree	GBR	Contributing family workers	F	10
Goulburn - Mulwaree	GBR	Contributing family workers	M	10
Goulburn - Mulwaree	GBR	Employee	F	117
Goulburn - Mulwaree	GBR	Employee	M	116
Goulburn - Mulwaree	GBR	Owner managers of incorporated enterprises	F	8
Goulburn - Mulwaree	GBR	Owner managers of incorporated enterprises	M	17
Goulburn - Mulwaree	GBR	Owner managers of unincorporated enterprises	F	22
Goulburn - Mulwaree	GBR	Owner managers of unincorporated enterprises	M	22
Goulburn - Mulwaree	GBR	Status in employment not stated	F	3
Goulburn - Mulwaree	GBR	Status in employment not stated	M	4
Goulburn - Mulwaree	USA	Contributing family workers	F	3
Goulburn - Mulwaree	USA	Employee	F	13
Goulburn - Mulwaree	USA	Employee	M	10
Goulburn - Mulwaree	USA	Owner managers of unincorporated enterprises	M	3
Goulburn - Mulwaree	VNM	Employee	F	7
Goulburn - Mulwaree	VNM	Employee	M	11
Goulburn - Mulwaree	VNM	Owner managers of incorporated enterprises	M	3
Goulburn - Mulwaree	ZWE	Employee	F	12
Goulburn - Mulwaree	ZWE	Employee	M	4
Young - Yass		Contributing family workers	F	14
Young - Yass		Contributing family workers	M	11
Young - Yass		Employee	F	159
Young - Yass		Employee	M	147
Young - Yass		Owner managers of incorporated enterprises	F	8
Young - Yass		Owner managers of incorporated enterprises	M	16
Young - Yass		Owner managers of unincorporated enterprises	F	21
Young - Yass		Owner managers of unincorporated enterprises	M	42
Young - Yass		Status in employment not stated	F	9
Young - Yass		Status in employment not stated	M	6
Young - Yass	AUS	Contributing family workers	F	335
Young - Yass	AUS	Contributing family workers	M	354
Young - Yass	AUS	Employee	F	3684
Young - Yass	AUS	Employee	M	3243
Young - Yass	AUS	Owner managers of incorporated enterprises	F	237
Young - Yass	AUS	Owner managers of incorporated enterprises	M	527
Young - Yass	AUS	Owner managers of unincorporated enterprises	F	534
Young - Yass	AUS	Owner managers of unincorporated enterprises	M	896
Young - Yass	AUS	Status in employment not stated	F	65
Young - Yass	AUS	Status in employment not stated	M	84
Young - Yass	CAN	Employee	F	3
Young - Yass	CAN	Employee	M	3
Young - Yass	CAN	Owner managers of incorporated enterprises	M	3
Young - Yass	CHN	Contributing family workers	F	3
Young - Yass	CHN	Contributing family workers	M	3
Young - Yass	CHN	Employee	F	14
Young - Yass	CHN	Employee	M	8
Young - Yass	CHN	Owner managers of incorporated enterprises	F	4
Young - Yass	CHN	Owner managers of incorporated enterprises	M	7
Young - Yass	CHN	Owner managers of unincorporated enterprises	F	4
Young - Yass	CHN	Owner managers of unincorporated enterprises	M	4
Young - Yass	FJI	Employee	F	4
Young - Yass	FJI	Employee	M	4
Young - Yass	MKD	Employee	F	7
Young - Yass	DEU	Contributing family workers	F	3
Young - Yass	DEU	Employee	F	7
Young - Yass	DEU	Employee	M	9
Young - Yass	DEU	Owner managers of incorporated enterprises	F	3
Young - Yass	DEU	Owner managers of unincorporated enterprises	M	3
Young - Yass	HKG	Employee	F	4
Young - Yass	HKG	Employee	M	7
Young - Yass	IND	Employee	F	18
Young - Yass	IND	Employee	M	27
Young - Yass	IND	Owner managers of incorporated enterprises	M	5
Young - Yass	IDN	Employee	F	4
Young - Yass	IDN	Employee	M	3
Young - Yass	IRL	Employee	F	11
Young - Yass	IRL	Employee	M	3
Young - Yass	IRL	Owner managers of unincorporated enterprises	F	6
Young - Yass	ITA	Contributing family workers	M	3
Young - Yass	ITA	Employee	M	8
Young - Yass	ITA	Owner managers of unincorporated enterprises	M	3
Young - Yass	JPN	Owner managers of unincorporated enterprises	F	4
Young - Yass	LBN	Employee	M	3
