SA3_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Snowy Mountains	15-19	Employed (part-time)	1	3
Snowy Mountains	20-24			3
Snowy Mountains	20-24		0	30
Snowy Mountains	20-24	Employed (away from work)	0	7
Snowy Mountains	20-24	Employed (full-time)		8
Snowy Mountains	20-24	Employed (full-time)	0	744
Snowy Mountains	20-24	Employed (part-time)		4
Snowy Mountains	20-24	Employed (part-time)	0	343
Snowy Mountains	20-24	Employed (part-time)	1	3
Snowy Mountains	25-29		0	23
Snowy Mountains	25-29	Employed (away from work)	0	28
Snowy Mountains	25-29	Employed (full-time)		6
Snowy Mountains	25-29	Employed (full-time)	0	699
Snowy Mountains	25-29	Employed (full-time)	1	9
Snowy Mountains	25-29	Employed (part-time)		4
Snowy Mountains	25-29	Employed (part-time)	0	242
Snowy Mountains	25-29	Employed (part-time)	1	3
Snowy Mountains	30-34		0	12
Snowy Mountains	30-34	Employed (away from work)	0	35
Snowy Mountains	30-34	Employed (full-time)		10
Snowy Mountains	30-34	Employed (full-time)	0	514
Snowy Mountains	30-34	Employed (part-time)		5
Snowy Mountains	30-34	Employed (part-time)	0	203
Snowy Mountains	30-34	Employed (part-time)	1	4
Snowy Mountains	35-39		0	14
Snowy Mountains	35-39	Employed (away from work)	0	18
Snowy Mountains	35-39	Employed (full-time)		15
Snowy Mountains	35-39	Employed (full-time)	0	429
Snowy Mountains	35-39	Employed (full-time)	1	3
Snowy Mountains	35-39	Employed (part-time)		5
Snowy Mountains	35-39	Employed (part-time)	0	212
Snowy Mountains	35-39	Employed (part-time)	1	3
Snowy Mountains	40-44		0	18
Snowy Mountains	40-44	Employed (away from work)	0	21
Snowy Mountains	40-44	Employed (full-time)		9
Snowy Mountains	40-44	Employed (full-time)	0	635
Snowy Mountains	40-44	Employed (part-time)		7
Snowy Mountains	40-44	Employed (part-time)	0	236
Snowy Mountains	40-44	Employed (part-time)	1	3
Snowy Mountains	45-49		0	25
Snowy Mountains	45-49	Employed (away from work)	0	16
Snowy Mountains	45-49	Employed (full-time)		9
Snowy Mountains	45-49	Employed (full-time)	0	674
Snowy Mountains	45-49	Employed (full-time)	1	3
Snowy Mountains	45-49	Employed (part-time)		3
Snowy Mountains	45-49	Employed (part-time)	0	271
Snowy Mountains	45-49	Employed (part-time)	1	5
Snowy Mountains	50-54		0	11
Snowy Mountains	50-54	Employed (away from work)	0	23
Snowy Mountains	50-54	Employed (full-time)		17
Snowy Mountains	50-54	Employed (full-time)	0	726
Snowy Mountains	50-54	Employed (full-time)	1	3
Snowy Mountains	50-54	Employed (part-time)	0	271
Snowy Mountains	50-54	Employed (part-time)	1	8
Snowy Mountains	55-59		0	16
Snowy Mountains	55-59	Employed (away from work)	0	44
Snowy Mountains	55-59	Employed (full-time)		3
Snowy Mountains	55-59	Employed (full-time)	0	595
Snowy Mountains	55-59	Employed (full-time)	1	3
Snowy Mountains	55-59	Employed (part-time)		7
Snowy Mountains	55-59	Employed (part-time)	0	286
Snowy Mountains	55-59	Employed (part-time)	1	5
Snowy Mountains	60-64		0	11
Snowy Mountains	60-64	Employed (away from work)	0	42
Snowy Mountains	60-64	Employed (full-time)		4
Snowy Mountains	60-64	Employed (full-time)	0	362
Snowy Mountains	60-64	Employed (full-time)	1	3
Snowy Mountains	60-64	Employed (part-time)		5
Snowy Mountains	60-64	Employed (part-time)	0	242
Snowy Mountains	60-64	Employed (part-time)	1	5
Snowy Mountains	65-69		0	8
Snowy Mountains	65-69	Employed (away from work)	0	18
Snowy Mountains	65-69	Employed (full-time)		3
Snowy Mountains	65-69	Employed (full-time)	0	187
Snowy Mountains	65-69	Employed (full-time)	1	7
Snowy Mountains	65-69	Employed (part-time)		3
Snowy Mountains	65-69	Employed (part-time)	0	148
Snowy Mountains	65-69	Employed (part-time)	1	3
Snowy Mountains	70-74		0	8
Snowy Mountains	70-74	Employed (away from work)	0	6
Snowy Mountains	70-74	Employed (full-time)	0	98
Snowy Mountains	70-74	Employed (part-time)		5
Snowy Mountains	70-74	Employed (part-time)	0	81
Snowy Mountains	70-74	Employed (part-time)	1	3
Snowy Mountains	75+		0	8
Snowy Mountains	75+		1	5
Snowy Mountains	75+	Employed (away from work)	0	9
Snowy Mountains	75+	Employed (full-time)	0	60
Snowy Mountains	75+	Employed (full-time)	1	3
Snowy Mountains	75+	Employed (part-time)	0	41
Snowy Mountains	75+	Employed (part-time)	1	3
South Coast	15-19			3
South Coast	15-19		0	53
South Coast	15-19	Employed (away from work)	0	67
South Coast	15-19	Employed (full-time)		3
South Coast	15-19	Employed (full-time)	0	313
South Coast	15-19	Employed (part-time)		14
South Coast	15-19	Employed (part-time)	0	1059
South Coast	15-19	Employed (part-time)	1	14
South Coast	20-24			5
South Coast	20-24		0	55
South Coast	20-24	Employed (away from work)	0	51
South Coast	20-24	Employed (full-time)		20
South Coast	20-24	Employed (full-time)	0	744
South Coast	20-24	Employed (full-time)	1	3
South Coast	20-24	Employed (part-time)		5
South Coast	20-24	Employed (part-time)	0	562
South Coast	20-24	Employed (part-time)	1	21
South Coast	25-29		0	24
South Coast	25-29		1	3
South Coast	25-29	Employed (away from work)	0	58
South Coast	25-29	Employed (full-time)		16
South Coast	25-29	Employed (full-time)	0	845
South Coast	25-29	Employed (part-time)		7
South Coast	25-29	Employed (part-time)	0	492
South Coast	25-29	Employed (part-time)	1	23
South Coast	30-34		0	32
South Coast	30-34	Employed (away from work)	0	96
South Coast	30-34	Employed (full-time)		24
South Coast	30-34	Employed (full-time)	0	962
South Coast	30-34	Employed (part-time)		17
South Coast	30-34	Employed (part-time)	0	607
South Coast	30-34	Employed (part-time)	1	17
South Coast	35-39		0	32
South Coast	35-39	Employed (away from work)	0	63
South Coast	35-39	Employed (full-time)		13
South Coast	35-39	Employed (full-time)	0	1037
South Coast	35-39	Employed (full-time)	1	4
South Coast	35-39	Employed (part-time)		28
South Coast	35-39	Employed (part-time)	0	735
South Coast	35-39	Employed (part-time)	1	13
South Coast	40-44			3
South Coast	40-44		0	44
South Coast	40-44	Employed (away from work)	0	60
South Coast	40-44	Employed (away from work)	1	3
South Coast	40-44	Employed (full-time)		18
South Coast	40-44	Employed (full-time)	0	1374
South Coast	40-44	Employed (full-time)	1	7
South Coast	40-44	Employed (part-time)		23
South Coast	40-44	Employed (part-time)	0	856
South Coast	40-44	Employed (part-time)	1	19
South Coast	45-49			3
South Coast	45-49		0	36
South Coast	45-49	Employed (away from work)	0	85
South Coast	45-49	Employed (full-time)		24
South Coast	45-49	Employed (full-time)	0	1670
South Coast	45-49	Employed (full-time)	1	6
South Coast	45-49	Employed (part-time)		18
South Coast	45-49	Employed (part-time)	0	973
South Coast	45-49	Employed (part-time)	1	17
South Coast	50-54		0	45
South Coast	50-54		1	4
South Coast	50-54	Employed (away from work)		5
South Coast	50-54	Employed (away from work)	0	102
South Coast	50-54	Employed (full-time)		22
South Coast	50-54	Employed (full-time)	0	1786
South Coast	50-54	Employed (full-time)	1	15
South Coast	50-54	Employed (part-time)		16
South Coast	50-54	Employed (part-time)	0	1171
South Coast	50-54	Employed (part-time)	1	33
South Coast	55-59		0	51
South Coast	55-59	Employed (away from work)	0	163
South Coast	55-59	Employed (full-time)		21
South Coast	55-59	Employed (full-time)	0	1673
South Coast	55-59	Employed (full-time)	1	11
South Coast	55-59	Employed (part-time)		28
South Coast	55-59	Employed (part-time)	0	1355
South Coast	55-59	Employed (part-time)	1	20
South Coast	60-64		0	39
South Coast	60-64	Employed (away from work)	0	140
South Coast	60-64	Employed (away from work)	1	3
South Coast	60-64	Employed (full-time)		9
South Coast	60-64	Employed (full-time)	0	1025
South Coast	60-64	Employed (full-time)	1	12
South Coast	60-64	Employed (part-time)		17
South Coast	60-64	Employed (part-time)	0	1171
South Coast	60-64	Employed (part-time)	1	19
South Coast	65-69		0	27
South Coast	65-69	Employed (away from work)	0	60
South Coast	65-69	Employed (away from work)	1	3
South Coast	65-69	Employed (full-time)		5
South Coast	65-69	Employed (full-time)	0	370
South Coast	65-69	Employed (full-time)	1	3
South Coast	65-69	Employed (part-time)		9
South Coast	65-69	Employed (part-time)	0	564
South Coast	65-69	Employed (part-time)	1	5
South Coast	70-74		0	16
South Coast	70-74	Employed (away from work)	0	27
South Coast	70-74	Employed (full-time)	0	101
South Coast	70-74	Employed (full-time)	1	5
South Coast	70-74	Employed (part-time)		3
South Coast	70-74	Employed (part-time)	0	224
South Coast	75+		0	15
South Coast	75+		1	4
South Coast	75+	Employed (away from work)	0	15
South Coast	75+	Employed (full-time)	0	66
South Coast	75+	Employed (part-time)	0	104
South Coast	75+	Employed (part-time)	1	10
Goulburn - Mulwaree	15-19		0	26
Goulburn - Mulwaree	15-19	Employed (away from work)	0	32
Goulburn - Mulwaree	15-19	Employed (full-time)		3
Goulburn - Mulwaree	15-19	Employed (full-time)	0	228
Goulburn - Mulwaree	15-19	Employed (part-time)	0	577
Goulburn - Mulwaree	15-19	Employed (part-time)	1	3
Goulburn - Mulwaree	20-24		0	27
Goulburn - Mulwaree	20-24	Employed (away from work)	0	36
Goulburn - Mulwaree	20-24	Employed (away from work)	1	3
Goulburn - Mulwaree	20-24	Employed (full-time)		9
Goulburn - Mulwaree	20-24	Employed (full-time)	0	645
Goulburn - Mulwaree	20-24	Employed (part-time)		3
Goulburn - Mulwaree	20-24	Employed (part-time)	0	342
Goulburn - Mulwaree	20-24	Employed (part-time)	1	9
Goulburn - Mulwaree	25-29		0	18
Goulburn - Mulwaree	25-29	Employed (away from work)		4
Goulburn - Mulwaree	25-29	Employed (away from work)	0	58
Goulburn - Mulwaree	25-29	Employed (full-time)		15
Goulburn - Mulwaree	25-29	Employed (full-time)	0	752
Goulburn - Mulwaree	25-29	Employed (part-time)		5
Goulburn - Mulwaree	25-29	Employed (part-time)	0	303
Goulburn - Mulwaree	25-29	Employed (part-time)	1	3
Goulburn - Mulwaree	30-34		0	26
Goulburn - Mulwaree	30-34	Employed (away from work)		4
Goulburn - Mulwaree	30-34	Employed (away from work)	0	63
Goulburn - Mulwaree	30-34	Employed (away from work)	1	3
Goulburn - Mulwaree	30-34	Employed (full-time)		14
Goulburn - Mulwaree	30-34	Employed (full-time)	0	722
Goulburn - Mulwaree	30-34	Employed (part-time)		10
Goulburn - Mulwaree	30-34	Employed (part-time)	0	379
Goulburn - Mulwaree	30-34	Employed (part-time)	1	4
Goulburn - Mulwaree	35-39		0	25
Goulburn - Mulwaree	35-39	Employed (away from work)	0	27
Goulburn - Mulwaree	35-39	Employed (full-time)		6
Goulburn - Mulwaree	35-39	Employed (full-time)	0	761
Goulburn - Mulwaree	35-39	Employed (full-time)	1	8
Goulburn - Mulwaree	35-39	Employed (part-time)		8
Goulburn - Mulwaree	35-39	Employed (part-time)	0	329
Goulburn - Mulwaree	40-44		0	24
Goulburn - Mulwaree	40-44	Employed (away from work)	0	33
Goulburn - Mulwaree	40-44	Employed (full-time)		13
Goulburn - Mulwaree	40-44	Employed (full-time)	0	888
Goulburn - Mulwaree	40-44	Employed (full-time)	1	4
Goulburn - Mulwaree	40-44	Employed (part-time)		11
Goulburn - Mulwaree	40-44	Employed (part-time)	0	373
Goulburn - Mulwaree	40-44	Employed (part-time)	1	11
Goulburn - Mulwaree	45-49		0	22
Goulburn - Mulwaree	45-49	Employed (away from work)		3
Goulburn - Mulwaree	45-49	Employed (away from work)	0	42
Goulburn - Mulwaree	45-49	Employed (full-time)		18
Goulburn - Mulwaree	45-49	Employed (full-time)	0	977
Goulburn - Mulwaree	45-49	Employed (full-time)	1	3
Goulburn - Mulwaree	45-49	Employed (part-time)		6
Goulburn - Mulwaree	45-49	Employed (part-time)	0	393
Goulburn - Mulwaree	45-49	Employed (part-time)	1	7
Goulburn - Mulwaree	50-54		0	22
Goulburn - Mulwaree	50-54	Employed (away from work)	0	44
Goulburn - Mulwaree	50-54	Employed (full-time)		14
Goulburn - Mulwaree	50-54	Employed (full-time)	0	1046
Goulburn - Mulwaree	50-54	Employed (full-time)	1	8
Goulburn - Mulwaree	50-54	Employed (part-time)		7
Goulburn - Mulwaree	50-54	Employed (part-time)	0	454
Goulburn - Mulwaree	50-54	Employed (part-time)	1	9
Goulburn - Mulwaree	55-59		0	18
Goulburn - Mulwaree	55-59	Employed (away from work)	0	63
Goulburn - Mulwaree	55-59	Employed (full-time)		7
Goulburn - Mulwaree	55-59	Employed (full-time)	0	922
Goulburn - Mulwaree	55-59	Employed (full-time)	1	3
Goulburn - Mulwaree	55-59	Employed (part-time)		4
Goulburn - Mulwaree	55-59	Employed (part-time)	0	413
Goulburn - Mulwaree	55-59	Employed (part-time)	1	11
Goulburn - Mulwaree	60-64		0	17
Goulburn - Mulwaree	60-64	Employed (away from work)	0	40
Goulburn - Mulwaree	60-64	Employed (full-time)		15
Goulburn - Mulwaree	60-64	Employed (full-time)	0	559
Goulburn - Mulwaree	60-64	Employed (full-time)	1	3
Goulburn - Mulwaree	60-64	Employed (part-time)		11
Goulburn - Mulwaree	60-64	Employed (part-time)	0	361
Goulburn - Mulwaree	60-64	Employed (part-time)	1	9
Goulburn - Mulwaree	65-69		0	12
Goulburn - Mulwaree	65-69	Employed (away from work)	0	26
Goulburn - Mulwaree	65-69	Employed (full-time)		5
Goulburn - Mulwaree	65-69	Employed (full-time)	0	248
Goulburn - Mulwaree	65-69	Employed (full-time)	1	3
Goulburn - Mulwaree	65-69	Employed (part-time)		4
Goulburn - Mulwaree	65-69	Employed (part-time)	0	229
Goulburn - Mulwaree	65-69	Employed (part-time)	1	7
Goulburn - Mulwaree	70-74			3
Goulburn - Mulwaree	70-74		0	4
Goulburn - Mulwaree	70-74	Employed (away from work)	0	4
Goulburn - Mulwaree	70-74	Employed (full-time)	0	110
Goulburn - Mulwaree	70-74	Employed (part-time)		3
Goulburn - Mulwaree	70-74	Employed (part-time)	0	119
Goulburn - Mulwaree	75+		0	12
Goulburn - Mulwaree	75+		1	4
Goulburn - Mulwaree	75+	Employed (away from work)	0	4
Goulburn - Mulwaree	75+	Employed (full-time)	0	73
Goulburn - Mulwaree	75+	Employed (full-time)	1	3
Goulburn - Mulwaree	75+	Employed (part-time)	0	76
Goulburn - Mulwaree	75+	Employed (part-time)	1	7
Young - Yass	15-19		0	21
Young - Yass	15-19	Employed (away from work)	0	29
Young - Yass	15-19	Employed (full-time)	0	217
Young - Yass	15-19	Employed (part-time)		3
Young - Yass	15-19	Employed (part-time)	0	467
Young - Yass	15-19	Employed (part-time)	1	9
Young - Yass	20-24		0	33
Young - Yass	20-24	Employed (away from work)	0	29
Young - Yass	20-24	Employed (full-time)		8
Young - Yass	20-24	Employed (full-time)	0	540
Young - Yass	20-24	Employed (part-time)		9
Young - Yass	20-24	Employed (part-time)	0	307
Young - Yass	20-24	Employed (part-time)	1	4
Young - Yass	25-29		0	27
Young - Yass	25-29	Employed (away from work)	0	19
Young - Yass	25-29	Employed (full-time)		8
Young - Yass	25-29	Employed (full-time)	0	558
Young - Yass	25-29	Employed (part-time)	0	224
Young - Yass	25-29	Employed (part-time)	1	3
Young - Yass	30-34		0	11
Young - Yass	30-34	Employed (away from work)	0	41
Young - Yass	30-34	Employed (full-time)		8
Young - Yass	30-34	Employed (full-time)	0	541
Young - Yass	30-34	Employed (full-time)	1	3
Young - Yass	30-34	Employed (part-time)		4
Young - Yass	30-34	Employed (part-time)	0	264
Young - Yass	30-34	Employed (part-time)	1	5
Young - Yass	35-39		0	16
Young - Yass	35-39	Employed (away from work)	0	24
Young - Yass	35-39	Employed (full-time)		12
Young - Yass	35-39	Employed (full-time)	0	587
Young - Yass	35-39	Employed (part-time)		4
Young - Yass	35-39	Employed (part-time)	0	325
Young - Yass	35-39	Employed (part-time)	1	4
Young - Yass	40-44		0	27
Young - Yass	40-44	Employed (away from work)	0	23
Young - Yass	40-44	Employed (full-time)		5
Young - Yass	40-44	Employed (full-time)	0	690
Young - Yass	40-44	Employed (part-time)		14
Young - Yass	40-44	Employed (part-time)	0	355
Young - Yass	40-44	Employed (part-time)	1	14
Young - Yass	45-49		0	25
Young - Yass	45-49		1	3
Young - Yass	45-49	Employed (away from work)	0	28
Young - Yass	45-49	Employed (full-time)		10
Young - Yass	45-49	Employed (full-time)	0	745
Young - Yass	45-49	Employed (full-time)	1	7
Young - Yass	45-49	Employed (part-time)		3
Young - Yass	45-49	Employed (part-time)	0	378
Young - Yass	45-49	Employed (part-time)	1	10
Young - Yass	50-54		0	30
Young - Yass	50-54	Employed (away from work)	0	37
Young - Yass	50-54	Employed (full-time)		19
Young - Yass	50-54	Employed (full-time)	0	779
Young - Yass	50-54	Employed (full-time)	1	3
Young - Yass	50-54	Employed (part-time)		12
Young - Yass	50-54	Employed (part-time)	0	400
Young - Yass	50-54	Employed (part-time)	1	11
Young - Yass	55-59		0	14
Young - Yass	55-59	Employed (away from work)	0	39
Young - Yass	55-59	Employed (full-time)		4
Young - Yass	55-59	Employed (full-time)	0	704
Young - Yass	55-59	Employed (full-time)	1	3
Young - Yass	55-59	Employed (part-time)		14
Young - Yass	55-59	Employed (part-time)	0	402
Young - Yass	55-59	Employed (part-time)	1	7
Young - Yass	60-64		0	11
Young - Yass	60-64	Employed (away from work)		3
Young - Yass	60-64	Employed (away from work)	0	43
Young - Yass	60-64	Employed (full-time)		12
Young - Yass	60-64	Employed (full-time)	0	515
Young - Yass	60-64	Employed (full-time)	1	3
Young - Yass	60-64	Employed (part-time)		6
Young - Yass	60-64	Employed (part-time)	0	341
Young - Yass	60-64	Employed (part-time)	1	4
Young - Yass	65-69		0	11
Young - Yass	65-69	Employed (away from work)	0	34
Young - Yass	65-69	Employed (full-time)		3
Young - Yass	65-69	Employed (full-time)	0	286
Young - Yass	65-69	Employed (part-time)		4
Young - Yass	65-69	Employed (part-time)	0	271
Young - Yass	65-69	Employed (part-time)	1	6
Young - Yass	70-74		0	6
Young - Yass	70-74	Employed (away from work)	0	18
Young - Yass	70-74	Employed (full-time)	0	139
Young - Yass	70-74	Employed (full-time)	1	3
Young - Yass	70-74	Employed (part-time)	0	120
Young - Yass	70-74	Employed (part-time)	1	3
Young - Yass	75+		0	13
Young - Yass	75+		1	3
Young - Yass	75+	Employed (away from work)	0	6
Young - Yass	75+	Employed (full-time)		4
Young - Yass	75+	Employed (full-time)	0	107
Young - Yass	75+	Employed (full-time)	1	3
Young - Yass	75+	Employed (part-time)	0	102
Young - Yass	75+	Employed (part-time)	1	11
Gosford	15-19			3
Gosford	15-19		0	79
Gosford	15-19	Employed (away from work)	0	159
Gosford	15-19	Employed (full-time)		6
Gosford	15-19	Employed (full-time)	0	730
Gosford	15-19	Employed (full-time)	1	6
Gosford	15-19	Employed (part-time)		31
Gosford	15-19	Employed (part-time)	0	3062
Gosford	15-19	Employed (part-time)	1	22
Gosford	20-24			3
Gosford	20-24		0	114
Gosford	20-24	Employed (away from work)		4
Gosford	20-24	Employed (away from work)	0	148
Gosford	20-24	Employed (away from work)	1	4
Gosford	20-24	Employed (full-time)		26
Gosford	20-24	Employed (full-time)	0	2633
Gosford	20-24	Employed (full-time)	1	15
Gosford	20-24	Employed (part-time)		23
Gosford	20-24	Employed (part-time)	0	2366
Gosford	20-24	Employed (part-time)	1	24
Gosford	25-29			4
Gosford	25-29		0	90
Gosford	25-29	Employed (away from work)		4
Gosford	25-29	Employed (away from work)	0	231
Gosford	25-29	Employed (full-time)		38
Gosford	25-29	Employed (full-time)	0	3306
Gosford	25-29	Employed (full-time)	1	10
Gosford	25-29	Employed (part-time)		20
Gosford	25-29	Employed (part-time)	0	1454
Gosford	25-29	Employed (part-time)	1	27
Gosford	30-34			10
Gosford	30-34		0	86
Gosford	30-34		1	3
Gosford	30-34	Employed (away from work)	0	282
Gosford	30-34	Employed (away from work)	1	3
Gosford	30-34	Employed (full-time)		33
Gosford	30-34	Employed (full-time)	0	3156
Gosford	30-34	Employed (full-time)	1	17
Gosford	30-34	Employed (part-time)		22
Gosford	30-34	Employed (part-time)	0	1707
Gosford	30-34	Employed (part-time)	1	31
Gosford	35-39			8
Gosford	35-39		0	85
Gosford	35-39		1	3
Gosford	35-39	Employed (away from work)		3
Gosford	35-39	Employed (away from work)	0	201
Gosford	35-39	Employed (away from work)	1	3
Gosford	35-39	Employed (full-time)		39
Gosford	35-39	Employed (full-time)	0	3126
Gosford	35-39	Employed (full-time)	1	16
Gosford	35-39	Employed (part-time)		39
Gosford	35-39	Employed (part-time)	0	1981
Gosford	35-39	Employed (part-time)	1	33
Gosford	40-44			3
Gosford	40-44		0	111
Gosford	40-44		1	3
Gosford	40-44	Employed (away from work)		3
Gosford	40-44	Employed (away from work)	0	147
Gosford	40-44	Employed (full-time)		49
Gosford	40-44	Employed (full-time)	0	3747
Gosford	40-44	Employed (full-time)	1	27
Gosford	40-44	Employed (part-time)		44
Gosford	40-44	Employed (part-time)	0	2232
Gosford	40-44	Employed (part-time)	1	36
Gosford	45-49			7
Gosford	45-49		0	109
Gosford	45-49		1	3
Gosford	45-49	Employed (away from work)	0	155
Gosford	45-49	Employed (away from work)	1	3
Gosford	45-49	Employed (full-time)		52
Gosford	45-49	Employed (full-time)	0	4148
Gosford	45-49	Employed (full-time)	1	21
Gosford	45-49	Employed (part-time)		32
Gosford	45-49	Employed (part-time)	0	2349
Gosford	45-49	Employed (part-time)	1	38
Gosford	50-54			6
Gosford	50-54		0	92
Gosford	50-54		1	3
Gosford	50-54	Employed (away from work)		4
Gosford	50-54	Employed (away from work)	0	177
Gosford	50-54	Employed (away from work)	1	10
Gosford	50-54	Employed (full-time)		56
Gosford	50-54	Employed (full-time)	0	4066
Gosford	50-54	Employed (full-time)	1	32
Gosford	50-54	Employed (part-time)		30
Gosford	50-54	Employed (part-time)	0	2224
Gosford	50-54	Employed (part-time)	1	43
Gosford	55-59		0	77
Gosford	55-59	Employed (away from work)		3
Gosford	55-59	Employed (away from work)	0	241
Gosford	55-59	Employed (away from work)	1	3
Gosford	55-59	Employed (full-time)		58
Gosford	55-59	Employed (full-time)	0	3628
Gosford	55-59	Employed (full-time)	1	21
Gosford	55-59	Employed (part-time)		22
Gosford	55-59	Employed (part-time)	0	2275
Gosford	55-59	Employed (part-time)	1	38
Gosford	60-64			3
Gosford	60-64		0	61
Gosford	60-64	Employed (away from work)	0	181
Gosford	60-64	Employed (away from work)	1	5
Gosford	60-64	Employed (full-time)		43
Gosford	60-64	Employed (full-time)	0	2002
Gosford	60-64	Employed (full-time)	1	10
Gosford	60-64	Employed (part-time)		16
Gosford	60-64	Employed (part-time)	0	1734
Gosford	60-64	Employed (part-time)	1	35
Gosford	65-69		0	31
Gosford	65-69	Employed (away from work)	0	72
Gosford	65-69	Employed (full-time)		13
Gosford	65-69	Employed (full-time)	0	639
Gosford	65-69	Employed (full-time)	1	9
Gosford	65-69	Employed (part-time)		18
Gosford	65-69	Employed (part-time)	0	975
Gosford	65-69	Employed (part-time)	1	18
Gosford	70-74		0	23
