SA3_NAME16	Age	LabourForceStatus	workers
Snowy Mountains	25-29	Employed (full-time)	716
Snowy Mountains	25-29	Employed (part-time)	253
Snowy Mountains	30-34		14
Snowy Mountains	30-34	Employed (away from work)	37
Snowy Mountains	30-34	Employed (full-time)	528
Snowy Mountains	30-34	Employed (part-time)	208
Snowy Mountains	35-39		16
Snowy Mountains	35-39	Employed (away from work)	19
Snowy Mountains	35-39	Employed (full-time)	441
Snowy Mountains	35-39	Employed (part-time)	229
Snowy Mountains	40-44		18
Snowy Mountains	40-44	Employed (away from work)	21
Snowy Mountains	40-44	Employed (full-time)	646
Snowy Mountains	40-44	Employed (part-time)	252
Snowy Mountains	45-49		28
Snowy Mountains	45-49	Employed (away from work)	21
Snowy Mountains	45-49	Employed (full-time)	686
Snowy Mountains	45-49	Employed (part-time)	281
Snowy Mountains	50-54		11
Snowy Mountains	50-54	Employed (away from work)	30
Snowy Mountains	50-54	Employed (full-time)	741
Snowy Mountains	50-54	Employed (part-time)	280
Snowy Mountains	55-59		16
Snowy Mountains	55-59	Employed (away from work)	44
Snowy Mountains	55-59	Employed (full-time)	607
Snowy Mountains	55-59	Employed (part-time)	302
Snowy Mountains	60-64		11
Snowy Mountains	60-64	Employed (away from work)	43
Snowy Mountains	60-64	Employed (full-time)	373
Snowy Mountains	60-64	Employed (part-time)	253
Snowy Mountains	65-69		8
Snowy Mountains	65-69	Employed (away from work)	18
Snowy Mountains	65-69	Employed (full-time)	193
Snowy Mountains	65-69	Employed (part-time)	153
Snowy Mountains	70-74		8
Snowy Mountains	70-74	Employed (away from work)	10
Snowy Mountains	70-74	Employed (full-time)	98
Snowy Mountains	70-74	Employed (part-time)	92
Snowy Mountains	75+		14
Snowy Mountains	75+	Employed (away from work)	9
Snowy Mountains	75+	Employed (full-time)	63
Snowy Mountains	75+	Employed (part-time)	48
South Coast	15-19		58
South Coast	15-19	Employed (away from work)	72
South Coast	15-19	Employed (full-time)	322
South Coast	15-19	Employed (part-time)	1082
South Coast	20-24		58
South Coast	20-24	Employed (away from work)	58
South Coast	20-24	Employed (full-time)	760
South Coast	20-24	Employed (part-time)	587
South Coast	25-29		28
South Coast	25-29	Employed (away from work)	61
South Coast	25-29	Employed (full-time)	862
South Coast	25-29	Employed (part-time)	520
South Coast	30-34		29
South Coast	30-34	Employed (away from work)	96
South Coast	30-34	Employed (full-time)	982
South Coast	30-34	Employed (part-time)	645
South Coast	35-39		32
South Coast	35-39	Employed (away from work)	66
South Coast	35-39	Employed (full-time)	1059
South Coast	35-39	Employed (part-time)	776
South Coast	40-44		48
South Coast	40-44	Employed (away from work)	61
South Coast	40-44	Employed (full-time)	1398
South Coast	40-44	Employed (part-time)	898
South Coast	45-49		40
South Coast	45-49	Employed (away from work)	85
South Coast	45-49	Employed (full-time)	1706
South Coast	45-49	Employed (part-time)	1002
South Coast	50-54		47
South Coast	50-54	Employed (away from work)	110
South Coast	50-54	Employed (full-time)	1823
South Coast	50-54	Employed (part-time)	1219
South Coast	55-59		50
South Coast	55-59	Employed (away from work)	170
South Coast	55-59	Employed (full-time)	1702
South Coast	55-59	Employed (part-time)	1405
South Coast	60-64		46
South Coast	60-64	Employed (away from work)	142
South Coast	60-64	Employed (full-time)	1046
South Coast	60-64	Employed (part-time)	1204
South Coast	65-69		27
South Coast	65-69	Employed (away from work)	62
South Coast	65-69	Employed (full-time)	383
South Coast	65-69	Employed (part-time)	579
South Coast	70-74		16
South Coast	70-74	Employed (away from work)	26
South Coast	70-74	Employed (full-time)	106
South Coast	70-74	Employed (part-time)	225
South Coast	75+		19
South Coast	75+	Employed (away from work)	15
South Coast	75+	Employed (full-time)	67
South Coast	75+	Employed (part-time)	112
Goulburn - Mulwaree	15-19		26
Goulburn - Mulwaree	15-19	Employed (away from work)	36
Goulburn - Mulwaree	15-19	Employed (full-time)	228
Goulburn - Mulwaree	15-19	Employed (part-time)	584
Goulburn - Mulwaree	20-24		26
Goulburn - Mulwaree	20-24	Employed (away from work)	37
Goulburn - Mulwaree	20-24	Employed (full-time)	657
Goulburn - Mulwaree	20-24	Employed (part-time)	358
Goulburn - Mulwaree	25-29		19
Goulburn - Mulwaree	25-29	Employed (away from work)	66
Goulburn - Mulwaree	25-29	Employed (full-time)	769
Goulburn - Mulwaree	25-29	Employed (part-time)	314
Goulburn - Mulwaree	30-34		26
Goulburn - Mulwaree	30-34	Employed (away from work)	64
Goulburn - Mulwaree	30-34	Employed (full-time)	737
Goulburn - Mulwaree	30-34	Employed (part-time)	391
Goulburn - Mulwaree	35-39		28
Goulburn - Mulwaree	35-39	Employed (away from work)	27
Goulburn - Mulwaree	35-39	Employed (full-time)	774
Goulburn - Mulwaree	35-39	Employed (part-time)	340
Goulburn - Mulwaree	40-44		28
Goulburn - Mulwaree	40-44	Employed (away from work)	33
Goulburn - Mulwaree	40-44	Employed (full-time)	909
Goulburn - Mulwaree	40-44	Employed (part-time)	389
Goulburn - Mulwaree	45-49		22
Goulburn - Mulwaree	45-49	Employed (away from work)	43
Goulburn - Mulwaree	45-49	Employed (full-time)	997
Goulburn - Mulwaree	45-49	Employed (part-time)	401
Goulburn - Mulwaree	50-54		25
Goulburn - Mulwaree	50-54	Employed (away from work)	43
Goulburn - Mulwaree	50-54	Employed (full-time)	1072
Goulburn - Mulwaree	50-54	Employed (part-time)	474
Goulburn - Mulwaree	55-59		18
Goulburn - Mulwaree	55-59	Employed (away from work)	67
Goulburn - Mulwaree	55-59	Employed (full-time)	934
Goulburn - Mulwaree	55-59	Employed (part-time)	428
Goulburn - Mulwaree	60-64		20
Goulburn - Mulwaree	60-64	Employed (away from work)	43
Goulburn - Mulwaree	60-64	Employed (full-time)	579
Goulburn - Mulwaree	60-64	Employed (part-time)	381
Goulburn - Mulwaree	65-69		15
Goulburn - Mulwaree	65-69	Employed (away from work)	26
Goulburn - Mulwaree	65-69	Employed (full-time)	256
Goulburn - Mulwaree	65-69	Employed (part-time)	245
Goulburn - Mulwaree	70-74		5
Goulburn - Mulwaree	70-74	Employed (away from work)	4
Goulburn - Mulwaree	70-74	Employed (full-time)	110
Goulburn - Mulwaree	70-74	Employed (part-time)	123
Goulburn - Mulwaree	75+		17
Goulburn - Mulwaree	75+	Employed (away from work)	7
Goulburn - Mulwaree	75+	Employed (full-time)	71
Goulburn - Mulwaree	75+	Employed (part-time)	80
Young - Yass	15-19		21
Young - Yass	15-19	Employed (away from work)	29
Young - Yass	15-19	Employed (full-time)	221
Young - Yass	15-19	Employed (part-time)	482
Young - Yass	20-24		33
Young - Yass	20-24	Employed (away from work)	29
Young - Yass	20-24	Employed (full-time)	542
Young - Yass	20-24	Employed (part-time)	317
Young - Yass	25-29		27
Young - Yass	25-29	Employed (away from work)	19
Young - Yass	25-29	Employed (full-time)	562
Young - Yass	25-29	Employed (part-time)	230
Young - Yass	30-34		11
Young - Yass	30-34	Employed (away from work)	43
Young - Yass	30-34	Employed (full-time)	547
Young - Yass	30-34	Employed (part-time)	275
Young - Yass	35-39		18
Young - Yass	35-39	Employed (away from work)	24
Young - Yass	35-39	Employed (full-time)	602
Young - Yass	35-39	Employed (part-time)	336
Young - Yass	40-44		27
Young - Yass	40-44	Employed (away from work)	23
Young - Yass	40-44	Employed (full-time)	700
Young - Yass	40-44	Employed (part-time)	378
Young - Yass	45-49		29
Young - Yass	45-49	Employed (away from work)	30
Young - Yass	45-49	Employed (full-time)	759
Young - Yass	45-49	Employed (part-time)	391
Young - Yass	50-54		29
Young - Yass	50-54	Employed (away from work)	41
Young - Yass	50-54	Employed (full-time)	799
Young - Yass	50-54	Employed (part-time)	424
Young - Yass	55-59		14
Young - Yass	55-59	Employed (away from work)	45
Young - Yass	55-59	Employed (full-time)	716
Young - Yass	55-59	Employed (part-time)	423
Young - Yass	60-64		15
Young - Yass	60-64	Employed (away from work)	52
Young - Yass	60-64	Employed (full-time)	529
Young - Yass	60-64	Employed (part-time)	349
Young - Yass	65-69		11
Young - Yass	65-69	Employed (away from work)	34
Young - Yass	65-69	Employed (full-time)	287
Young - Yass	65-69	Employed (part-time)	278
Young - Yass	70-74		11
Young - Yass	70-74	Employed (away from work)	18
Young - Yass	70-74	Employed (full-time)	141
Young - Yass	70-74	Employed (part-time)	124
Young - Yass	75+		14
Young - Yass	75+	Employed (away from work)	8
Young - Yass	75+	Employed (full-time)	115
Young - Yass	75+	Employed (part-time)	112
Gosford	15-19		84
Gosford	15-19	Employed (away from work)	162
Gosford	15-19	Employed (full-time)	743
Gosford	15-19	Employed (part-time)	3119
Gosford	20-24		121
Gosford	20-24	Employed (away from work)	150
Gosford	20-24	Employed (full-time)	2677
Gosford	20-24	Employed (part-time)	2411
Gosford	25-29		98
Gosford	25-29	Employed (away from work)	237
Gosford	25-29	Employed (full-time)	3354
Gosford	25-29	Employed (part-time)	1502
Gosford	30-34		96
Gosford	30-34	Employed (away from work)	286
Gosford	30-34	Employed (full-time)	3200
Gosford	30-34	Employed (part-time)	1761
Gosford	35-39		98
Gosford	35-39	Employed (away from work)	209
Gosford	35-39	Employed (full-time)	3182
Gosford	35-39	Employed (part-time)	2051
Gosford	40-44		121
Gosford	40-44	Employed (away from work)	152
Gosford	40-44	Employed (full-time)	3820
Gosford	40-44	Employed (part-time)	2310
Gosford	45-49		114
Gosford	45-49	Employed (away from work)	158
Gosford	45-49	Employed (full-time)	4223
Gosford	45-49	Employed (part-time)	2429
Gosford	50-54		101
Gosford	50-54	Employed (away from work)	195
Gosford	50-54	Employed (full-time)	4156
Gosford	50-54	Employed (part-time)	2294
Gosford	55-59		77
Gosford	55-59	Employed (away from work)	248
Gosford	55-59	Employed (full-time)	3707
Gosford	55-59	Employed (part-time)	2337
Gosford	60-64		69
Gosford	60-64	Employed (away from work)	190
Gosford	60-64	Employed (full-time)	2052
Gosford	60-64	Employed (part-time)	1782
Gosford	65-69		35
Gosford	65-69	Employed (away from work)	71
Gosford	65-69	Employed (full-time)	661
Gosford	65-69	Employed (part-time)	1008
Gosford	70-74		23
Gosford	70-74	Employed (away from work)	29
Gosford	70-74	Employed (full-time)	182
Gosford	70-74	Employed (part-time)	414
Gosford	75+		22
Gosford	75+	Employed (away from work)	15
Gosford	75+	Employed (full-time)	79
Gosford	75+	Employed (part-time)	160
Wyong	15-19		82
Wyong	15-19	Employed (away from work)	141
Wyong	15-19	Employed (full-time)	685
Wyong	15-19	Employed (part-time)	2698
Wyong	20-24		121
Wyong	20-24	Employed (away from work)	168
Wyong	20-24	Employed (full-time)	2171
Wyong	20-24	Employed (part-time)	2014
Wyong	25-29		67
Wyong	25-29	Employed (away from work)	158
Wyong	25-29	Employed (full-time)	2671
Wyong	25-29	Employed (part-time)	1273
Wyong	30-34		79
Wyong	30-34	Employed (away from work)	206
Wyong	30-34	Employed (full-time)	2627
Wyong	30-34	Employed (part-time)	1504
Wyong	35-39		83
Wyong	35-39	Employed (away from work)	161
Wyong	35-39	Employed (full-time)	2570
Wyong	35-39	Employed (part-time)	1574
Wyong	40-44		85
Wyong	40-44	Employed (away from work)	120
Wyong	40-44	Employed (full-time)	3154
Wyong	40-44	Employed (part-time)	1737
Wyong	45-49		80
Wyong	45-49	Employed (away from work)	126
Wyong	45-49	Employed (full-time)	3326
Wyong	45-49	Employed (part-time)	1708
Wyong	50-54		82
Wyong	50-54	Employed (away from work)	156
Wyong	50-54	Employed (full-time)	3255
Wyong	50-54	Employed (part-time)	1712
Wyong	55-59		65
Wyong	55-59	Employed (away from work)	179
Wyong	55-59	Employed (full-time)	2699
Wyong	55-59	Employed (part-time)	1655
Wyong	60-64		47
Wyong	60-64	Employed (away from work)	143
Wyong	60-64	Employed (full-time)	1535
Wyong	60-64	Employed (part-time)	1293
Wyong	65-69		25
Wyong	65-69	Employed (away from work)	63
Wyong	65-69	Employed (full-time)	460
Wyong	65-69	Employed (part-time)	631
Wyong	70-74		15
Wyong	70-74	Employed (away from work)	17
Wyong	70-74	Employed (full-time)	102
Wyong	70-74	Employed (part-time)	276
Wyong	75+		18
Wyong	75+	Employed (away from work)	10
Wyong	75+	Employed (full-time)	41
Wyong	75+	Employed (part-time)	102
Bathurst	15-19		52
Bathurst	15-19	Employed (away from work)	60
Bathurst	15-19	Employed (full-time)	287
Bathurst	15-19	Employed (part-time)	869
Bathurst	20-24		65
Bathurst	20-24	Employed (away from work)	85
Bathurst	20-24	Employed (full-time)	983
Bathurst	20-24	Employed (part-time)	862
Bathurst	25-29		36
Bathurst	25-29	Employed (away from work)	77
Bathurst	25-29	Employed (full-time)	1305
Bathurst	25-29	Employed (part-time)	513
Bathurst	30-34		37
Bathurst	30-34	Employed (away from work)	90
Bathurst	30-34	Employed (full-time)	1168
Bathurst	30-34	Employed (part-time)	533
Bathurst	35-39		32
Bathurst	35-39	Employed (away from work)	55
Bathurst	35-39	Employed (full-time)	1193
Bathurst	35-39	Employed (part-time)	509
Bathurst	40-44		37
Bathurst	40-44	Employed (away from work)	45
Bathurst	40-44	Employed (full-time)	1380
Bathurst	40-44	Employed (part-time)	587
Bathurst	45-49		29
Bathurst	45-49	Employed (away from work)	58
Bathurst	45-49	Employed (full-time)	1529
Bathurst	45-49	Employed (part-time)	533
Bathurst	50-54		29
Bathurst	50-54	Employed (away from work)	57
Bathurst	50-54	Employed (full-time)	1466
Bathurst	50-54	Employed (part-time)	518
Bathurst	55-59		22
Bathurst	55-59	Employed (away from work)	71
Bathurst	55-59	Employed (full-time)	1288
Bathurst	55-59	Employed (part-time)	561
Bathurst	60-64		26
Bathurst	60-64	Employed (away from work)	79
Bathurst	60-64	Employed (full-time)	836
Bathurst	60-64	Employed (part-time)	470
Bathurst	65-69		7
Bathurst	65-69	Employed (away from work)	31
Bathurst	65-69	Employed (full-time)	353
Bathurst	65-69	Employed (part-time)	296
Bathurst	70-74		10
Bathurst	70-74	Employed (away from work)	19
Bathurst	70-74	Employed (full-time)	105
Bathurst	70-74	Employed (part-time)	173
Bathurst	75+		12
Bathurst	75+	Employed (away from work)	12
Bathurst	75+	Employed (full-time)	56
Bathurst	75+	Employed (part-time)	92
Lachlan Valley	15-19		51
Lachlan Valley	15-19	Employed (away from work)	64
Lachlan Valley	15-19	Employed (full-time)	363
Lachlan Valley	15-19	Employed (part-time)	709
Lachlan Valley	20-24		45
Lachlan Valley	20-24	Employed (away from work)	59
Lachlan Valley	20-24	Employed (full-time)	1144
Lachlan Valley	20-24	Employed (part-time)	467
Lachlan Valley	25-29		42
Lachlan Valley	25-29	Employed (away from work)	83
Lachlan Valley	25-29	Employed (full-time)	1139
Lachlan Valley	25-29	Employed (part-time)	452
Lachlan Valley	30-34		53
Lachlan Valley	30-34	Employed (away from work)	92
Lachlan Valley	30-34	Employed (full-time)	1161
Lachlan Valley	30-34	Employed (part-time)	568
Lachlan Valley	35-39		58
Lachlan Valley	35-39	Employed (away from work)	53
Lachlan Valley	35-39	Employed (full-time)	1226
Lachlan Valley	35-39	Employed (part-time)	531
Lachlan Valley	40-44		47
Lachlan Valley	40-44	Employed (away from work)	44
Lachlan Valley	40-44	Employed (full-time)	1375
Lachlan Valley	40-44	Employed (part-time)	619
Lachlan Valley	45-49		41
Lachlan Valley	45-49	Employed (away from work)	66
Lachlan Valley	45-49	Employed (full-time)	1536
Lachlan Valley	45-49	Employed (part-time)	610
Lachlan Valley	50-54		44
Lachlan Valley	50-54	Employed (away from work)	74
Lachlan Valley	50-54	Employed (full-time)	1634
Lachlan Valley	50-54	Employed (part-time)	683
Lachlan Valley	55-59		46
Lachlan Valley	55-59	Employed (away from work)	100
Lachlan Valley	55-59	Employed (full-time)	1499
Lachlan Valley	55-59	Employed (part-time)	650
Lachlan Valley	60-64		39
Lachlan Valley	60-64	Employed (away from work)	86
Lachlan Valley	60-64	Employed (full-time)	1078
Lachlan Valley	60-64	Employed (part-time)	621
Lachlan Valley	65-69		29
Lachlan Valley	65-69	Employed (away from work)	33
Lachlan Valley	65-69	Employed (full-time)	559
Lachlan Valley	65-69	Employed (part-time)	342
Lachlan Valley	70-74		22
Lachlan Valley	70-74	Employed (away from work)	31
Lachlan Valley	70-74	Employed (full-time)	213
Lachlan Valley	70-74	Employed (part-time)	208
Lachlan Valley	75+		46
Lachlan Valley	75+	Employed (away from work)	23
Lachlan Valley	75+	Employed (full-time)	191
Lachlan Valley	75+	Employed (part-time)	185
Lithgow - Mudgee	15-19		31
Lithgow - Mudgee	15-19	Employed (away from work)	51
Lithgow - Mudgee	15-19	Employed (full-time)	292
Lithgow - Mudgee	15-19	Employed (part-time)	576
Lithgow - Mudgee	20-24		44
Lithgow - Mudgee	20-24	Employed (away from work)	37
Lithgow - Mudgee	20-24	Employed (full-time)	841
Lithgow - Mudgee	20-24	Employed (part-time)	365
Lithgow - Mudgee	25-29		23
Lithgow - Mudgee	25-29	Employed (away from work)	71
Lithgow - Mudgee	25-29	Employed (full-time)	1059
Lithgow - Mudgee	25-29	Employed (part-time)	372
Lithgow - Mudgee	30-34		40
Lithgow - Mudgee	30-34	Employed (away from work)	90
Lithgow - Mudgee	30-34	Employed (full-time)	1045
Lithgow - Mudgee	30-34	Employed (part-time)	497
Lithgow - Mudgee	35-39		33
Lithgow - Mudgee	35-39	Employed (away from work)	68
Lithgow - Mudgee	35-39	Employed (full-time)	1019
Lithgow - Mudgee	35-39	Employed (part-time)	465
Lithgow - Mudgee	40-44		27
Lithgow - Mudgee	40-44	Employed (away from work)	52
Lithgow - Mudgee	40-44	Employed (full-time)	1248
Lithgow - Mudgee	40-44	Employed (part-time)	566
Lithgow - Mudgee	45-49		31
Lithgow - Mudgee	45-49	Employed (away from work)	52
Lithgow - Mudgee	45-49	Employed (full-time)	1328
Lithgow - Mudgee	45-49	Employed (part-time)	638
Lithgow - Mudgee	50-54		31
Lithgow - Mudgee	50-54	Employed (away from work)	57
Lithgow - Mudgee	50-54	Employed (full-time)	1356
Lithgow - Mudgee	50-54	Employed (part-time)	649
Lithgow - Mudgee	55-59		36
Lithgow - Mudgee	55-59	Employed (away from work)	80
Lithgow - Mudgee	55-59	Employed (full-time)	1256
Lithgow - Mudgee	55-59	Employed (part-time)	626
Lithgow - Mudgee	60-64		13
Lithgow - Mudgee	60-64	Employed (away from work)	60
Lithgow - Mudgee	60-64	Employed (full-time)	661
Lithgow - Mudgee	60-64	Employed (part-time)	460
Lithgow - Mudgee	65-69		6
Lithgow - Mudgee	65-69	Employed (away from work)	35
Lithgow - Mudgee	65-69	Employed (full-time)	270
Lithgow - Mudgee	65-69	Employed (part-time)	280
Lithgow - Mudgee	70-74		12
Lithgow - Mudgee	70-74	Employed (away from work)	14
Lithgow - Mudgee	70-74	Employed (full-time)	130
Lithgow - Mudgee	70-74	Employed (part-time)	173
Lithgow - Mudgee	75+		18
Lithgow - Mudgee	75+	Employed (away from work)	6
Lithgow - Mudgee	75+	Employed (full-time)	88
Lithgow - Mudgee	75+	Employed (part-time)	100
Orange	15-19		47
Orange	15-19	Employed (away from work)	65
Orange	15-19	Employed (full-time)	418
Orange	15-19	Employed (part-time)	942
Orange	20-24		43
Orange	20-24	Employed (away from work)	72
Orange	20-24	Employed (full-time)	1274
Orange	20-24	Employed (part-time)	614
Orange	25-29		48
Orange	25-29	Employed (away from work)	116
Orange	25-29	Employed (full-time)	1770
Orange	25-29	Employed (part-time)	534
Orange	30-34		36
Orange	30-34	Employed (away from work)	118
Orange	30-34	Employed (full-time)	1752
Orange	30-34	Employed (part-time)	735
Orange	35-39		35
Orange	35-39	Employed (away from work)	94
Orange	35-39	Employed (full-time)	1706
Orange	35-39	Employed (part-time)	728
Orange	40-44		40
Orange	40-44	Employed (away from work)	74
Orange	40-44	Employed (full-time)	1986
Orange	40-44	Employed (part-time)	727
Orange	45-49		34
Orange	45-49	Employed (away from work)	73
Orange	45-49	Employed (full-time)	1997
Orange	45-49	Employed (part-time)	699
Orange	50-54		39
Orange	50-54	Employed (away from work)	82
Orange	50-54	Employed (full-time)	1829
Orange	50-54	Employed (part-time)	695
Orange	55-59		18
Orange	55-59	Employed (away from work)	106
Orange	55-59	Employed (full-time)	1673
Orange	55-59	Employed (part-time)	702
Orange	60-64		31
Orange	60-64	Employed (away from work)	72
Orange	60-64	Employed (full-time)	964
Orange	60-64	Employed (part-time)	591
Orange	65-69		27
Orange	65-69	Employed (away from work)	56
Orange	65-69	Employed (full-time)	379
Orange	65-69	Employed (part-time)	376
Orange	70-74		19
Orange	70-74	Employed (away from work)	23
Orange	70-74	Employed (full-time)	160
Orange	70-74	Employed (part-time)	198
Orange	75+		29
Orange	75+	Employed (away from work)	11
Orange	75+	Employed (full-time)	100
Orange	75+	Employed (part-time)	123
Clarence Valley	15-19		35
Clarence Valley	15-19	Employed (away from work)	50
Clarence Valley	15-19	Employed (full-time)	208
Clarence Valley	15-19	Employed (part-time)	718
Clarence Valley	20-24		38
Clarence Valley	20-24	Employed (away from work)	47
Clarence Valley	20-24	Employed (full-time)	606
Clarence Valley	20-24	Employed (part-time)	436
Clarence Valley	25-29		20
Clarence Valley	25-29	Employed (away from work)	56
Clarence Valley	25-29	Employed (full-time)	692
Clarence Valley	25-29	Employed (part-time)	382
Clarence Valley	30-34		19
Clarence Valley	30-34	Employed (away from work)	48
Clarence Valley	30-34	Employed (full-time)	696
Clarence Valley	30-34	Employed (part-time)	405
Clarence Valley	35-39		22
Clarence Valley	35-39	Employed (away from work)	46
Clarence Valley	35-39	Employed (full-time)	845
Clarence Valley	35-39	Employed (part-time)	509
Clarence Valley	40-44		42
Clarence Valley	40-44	Employed (away from work)	48
Clarence Valley	40-44	Employed (full-time)	1087
Clarence Valley	40-44	Employed (part-time)	576
Clarence Valley	45-49		31
Clarence Valley	45-49	Employed (away from work)	56
Clarence Valley	45-49	Employed (full-time)	1172
Clarence Valley	45-49	Employed (part-time)	647
Clarence Valley	50-54		34
Clarence Valley	50-54	Employed (away from work)	66
Clarence Valley	50-54	Employed (full-time)	1244
Clarence Valley	50-54	Employed (part-time)	729
Clarence Valley	55-59		31
Clarence Valley	55-59	Employed (away from work)	92
Clarence Valley	55-59	Employed (full-time)	1181
Clarence Valley	55-59	Employed (part-time)	812
Clarence Valley	60-64		30
Clarence Valley	60-64	Employed (away from work)	79
Clarence Valley	60-64	Employed (full-time)	702
Clarence Valley	60-64	Employed (part-time)	674
Clarence Valley	65-69		25
Clarence Valley	65-69	Employed (away from work)	30
Clarence Valley	65-69	Employed (full-time)	231
Clarence Valley	65-69	Employed (part-time)	318
Clarence Valley	70-74		9
Clarence Valley	70-74	Employed (away from work)	17
Clarence Valley	70-74	Employed (full-time)	76
Clarence Valley	70-74	Employed (part-time)	134
Clarence Valley	75+		19
Clarence Valley	75+	Employed (away from work)	8
Clarence Valley	75+	Employed (full-time)	63
Clarence Valley	75+	Employed (part-time)	97
Coffs Harbour	15-19		62
Coffs Harbour	15-19	Employed (away from work)	88
Coffs Harbour	15-19	Employed (full-time)	350
Coffs Harbour	15-19	Employed (part-time)	1605
Coffs Harbour	20-24		66
Coffs Harbour	20-24	Employed (away from work)	80
Coffs Harbour	20-24	Employed (full-time)	1276
Coffs Harbour	20-24	Employed (part-time)	1084
Coffs Harbour	25-29		69
Coffs Harbour	25-29	Employed (away from work)	111
Coffs Harbour	25-29	Employed (full-time)	1638
Coffs Harbour	25-29	Employed (part-time)	898
Coffs Harbour	30-34		47
Coffs Harbour	30-34	Employed (away from work)	135
Coffs Harbour	30-34	Employed (full-time)	1704
Coffs Harbour	30-34	Employed (part-time)	1028
Coffs Harbour	35-39		50
Coffs Harbour	35-39	Employed (away from work)	101
Coffs Harbour	35-39	Employed (full-time)	1680
Coffs Harbour	35-39	Employed (part-time)	1078
Coffs Harbour	40-44		41
Coffs Harbour	40-44	Employed (away from work)	79
Coffs Harbour	40-44	Employed (full-time)	2195
Coffs Harbour	40-44	Employed (part-time)	1316
Coffs Harbour	45-49		56
Coffs Harbour	45-49	Employed (away from work)	78
Coffs Harbour	45-49	Employed (full-time)	2377
Coffs Harbour	45-49	Employed (part-time)	1344
Coffs Harbour	50-54		72
Coffs Harbour	50-54	Employed (away from work)	127
Coffs Harbour	50-54	Employed (full-time)	2295
Coffs Harbour	50-54	Employed (part-time)	1401
Coffs Harbour	55-59		50
Coffs Harbour	55-59	Employed (away from work)	157
Coffs Harbour	55-59	Employed (full-time)	2110
Coffs Harbour	55-59	Employed (part-time)	1509
Coffs Harbour	60-64		43
Coffs Harbour	60-64	Employed (away from work)	119
Coffs Harbour	60-64	Employed (full-time)	1294
Coffs Harbour	60-64	Employed (part-time)	1225
Coffs Harbour	65-69		17
Coffs Harbour	65-69	Employed (away from work)	56
Coffs Harbour	65-69	Employed (full-time)	429
Coffs Harbour	65-69	Employed (part-time)	576
Coffs Harbour	70-74		3
Coffs Harbour	70-74	Employed (away from work)	22
Coffs Harbour	70-74	Employed (full-time)	106
Coffs Harbour	70-74	Employed (part-time)	205
Coffs Harbour	75+		31
Coffs Harbour	75+	Employed (away from work)	3
Coffs Harbour	75+	Employed (full-time)	52
Coffs Harbour	75+	Employed (part-time)	95
Bourke - Cobar - Coonamble	15-19		26
Bourke - Cobar - Coonamble	15-19	Employed (away from work)	12
