SA3_NAME16	Age	EmploymentStatus	Sex	workers
Snowy Mountains	65-69	Owner managers of incorporated enterprises	F	21
Snowy Mountains	65-69	Owner managers of incorporated enterprises	M	28
Snowy Mountains	65-69	Owner managers of unincorporated enterprises	F	25
Snowy Mountains	65-69	Owner managers of unincorporated enterprises	M	66
Snowy Mountains	70-74		F	3
Snowy Mountains	70-74		M	3
Snowy Mountains	70-74	Contributing family workers	F	28
Snowy Mountains	70-74	Contributing family workers	M	31
Snowy Mountains	70-74	Employee	F	28
Snowy Mountains	70-74	Employee	M	23
Snowy Mountains	70-74	Owner managers of incorporated enterprises	F	7
Snowy Mountains	70-74	Owner managers of incorporated enterprises	M	19
Snowy Mountains	70-74	Owner managers of unincorporated enterprises	F	18
Snowy Mountains	70-74	Owner managers of unincorporated enterprises	M	43
Snowy Mountains	75+		F	8
Snowy Mountains	75+		M	6
Snowy Mountains	75+	Contributing family workers	F	9
Snowy Mountains	75+	Contributing family workers	M	36
Snowy Mountains	75+	Employee	F	10
Snowy Mountains	75+	Employee	M	14
Snowy Mountains	75+	Owner managers of incorporated enterprises	M	9
Snowy Mountains	75+	Owner managers of unincorporated enterprises	F	11
Snowy Mountains	75+	Owner managers of unincorporated enterprises	M	29
South Coast	15-19		F	15
South Coast	15-19		M	15
South Coast	15-19	Contributing family workers	F	5
South Coast	15-19	Contributing family workers	M	7
South Coast	15-19	Employee	F	820
South Coast	15-19	Employee	M	653
South Coast	15-19	Owner managers of unincorporated enterprises	F	3
South Coast	15-19	Owner managers of unincorporated enterprises	M	6
South Coast	20-24		F	5
South Coast	20-24		M	7
South Coast	20-24	Contributing family workers	F	3
South Coast	20-24	Contributing family workers	M	3
South Coast	20-24	Employee	F	677
South Coast	20-24	Employee	M	694
South Coast	20-24	Owner managers of incorporated enterprises	F	3
South Coast	20-24	Owner managers of incorporated enterprises	M	7
South Coast	20-24	Owner managers of unincorporated enterprises	F	20
South Coast	20-24	Owner managers of unincorporated enterprises	M	41
South Coast	25-29		F	7
South Coast	25-29		M	7
South Coast	25-29	Contributing family workers	F	10
South Coast	25-29	Contributing family workers	M	3
South Coast	25-29	Employee	F	685
South Coast	25-29	Employee	M	634
South Coast	25-29	Owner managers of incorporated enterprises	F	10
South Coast	25-29	Owner managers of incorporated enterprises	M	19
South Coast	25-29	Owner managers of unincorporated enterprises	F	30
South Coast	25-29	Owner managers of unincorporated enterprises	M	65
South Coast	30-34		F	7
South Coast	30-34		M	12
South Coast	30-34	Contributing family workers	F	10
South Coast	30-34	Contributing family workers	M	12
South Coast	30-34	Employee	F	791
South Coast	30-34	Employee	M	688
South Coast	30-34	Owner managers of incorporated enterprises	F	28
South Coast	30-34	Owner managers of incorporated enterprises	M	48
South Coast	30-34	Owner managers of unincorporated enterprises	F	55
South Coast	30-34	Owner managers of unincorporated enterprises	M	100
South Coast	35-39		F	5
South Coast	35-39		M	5
South Coast	35-39	Contributing family workers	F	31
South Coast	35-39	Contributing family workers	M	7
South Coast	35-39	Employee	F	838
South Coast	35-39	Employee	M	665
South Coast	35-39	Owner managers of incorporated enterprises	F	49
South Coast	35-39	Owner managers of incorporated enterprises	M	86
South Coast	35-39	Owner managers of unincorporated enterprises	F	97
South Coast	35-39	Owner managers of unincorporated enterprises	M	138
South Coast	40-44		F	15
South Coast	40-44		M	21
South Coast	40-44	Contributing family workers	F	37
South Coast	40-44	Contributing family workers	M	16
South Coast	40-44	Employee	F	1035
South Coast	40-44	Employee	M	760
South Coast	40-44	Owner managers of incorporated enterprises	F	87
South Coast	40-44	Owner managers of incorporated enterprises	M	114
South Coast	40-44	Owner managers of unincorporated enterprises	F	136
South Coast	40-44	Owner managers of unincorporated enterprises	M	200
South Coast	45-49		F	17
South Coast	45-49		M	20
South Coast	45-49	Contributing family workers	F	36
South Coast	45-49	Contributing family workers	M	16
South Coast	45-49	Employee	F	1239
South Coast	45-49	Employee	M	882
South Coast	45-49	Owner managers of incorporated enterprises	F	76
South Coast	45-49	Owner managers of incorporated enterprises	M	163
South Coast	45-49	Owner managers of unincorporated enterprises	F	164
South Coast	45-49	Owner managers of unincorporated enterprises	M	214
South Coast	50-54		F	22
South Coast	50-54		M	18
South Coast	50-54	Contributing family workers	F	45
South Coast	50-54	Contributing family workers	M	24
South Coast	50-54	Employee	F	1428
South Coast	50-54	Employee	M	942
South Coast	50-54	Owner managers of incorporated enterprises	F	95
South Coast	50-54	Owner managers of incorporated enterprises	M	179
South Coast	50-54	Owner managers of unincorporated enterprises	F	178
South Coast	50-54	Owner managers of unincorporated enterprises	M	265
South Coast	55-59		F	27
South Coast	55-59		M	24
South Coast	55-59	Contributing family workers	F	41
South Coast	55-59	Contributing family workers	M	37
South Coast	55-59	Employee	F	1420
South Coast	55-59	Employee	M	997
South Coast	55-59	Owner managers of incorporated enterprises	F	98
South Coast	55-59	Owner managers of incorporated enterprises	M	178
South Coast	55-59	Owner managers of unincorporated enterprises	F	185
South Coast	55-59	Owner managers of unincorporated enterprises	M	308
South Coast	60-64		F	18
South Coast	60-64		M	23
South Coast	60-64	Contributing family workers	F	68
South Coast	60-64	Contributing family workers	M	47
South Coast	60-64	Employee	F	902
South Coast	60-64	Employee	M	713
South Coast	60-64	Owner managers of incorporated enterprises	F	61
South Coast	60-64	Owner managers of incorporated enterprises	M	168
South Coast	60-64	Owner managers of unincorporated enterprises	F	170
South Coast	60-64	Owner managers of unincorporated enterprises	M	274
South Coast	65-69		F	7
South Coast	65-69		M	17
South Coast	65-69	Contributing family workers	F	35
South Coast	65-69	Contributing family workers	M	44
South Coast	65-69	Employee	F	282
South Coast	65-69	Employee	M	237
South Coast	65-69	Owner managers of incorporated enterprises	F	49
South Coast	65-69	Owner managers of incorporated enterprises	M	109
South Coast	65-69	Owner managers of unincorporated enterprises	F	86
South Coast	65-69	Owner managers of unincorporated enterprises	M	177
South Coast	70-74		F	4
South Coast	70-74		M	9
South Coast	70-74	Contributing family workers	F	33
South Coast	70-74	Contributing family workers	M	28
South Coast	70-74	Employee	F	58
South Coast	70-74	Employee	M	75
South Coast	70-74	Owner managers of incorporated enterprises	F	21
South Coast	70-74	Owner managers of incorporated enterprises	M	39
South Coast	70-74	Owner managers of unincorporated enterprises	F	47
South Coast	70-74	Owner managers of unincorporated enterprises	M	70
South Coast	75+		F	8
South Coast	75+		M	11
South Coast	75+	Contributing family workers	F	12
South Coast	75+	Contributing family workers	M	19
South Coast	75+	Employee	F	19
South Coast	75+	Employee	M	41
South Coast	75+	Owner managers of incorporated enterprises	F	3
South Coast	75+	Owner managers of incorporated enterprises	M	25
South Coast	75+	Owner managers of unincorporated enterprises	F	15
South Coast	75+	Owner managers of unincorporated enterprises	M	58
Goulburn - Mulwaree	15-19		F	15
Goulburn - Mulwaree	15-19		M	6
Goulburn - Mulwaree	15-19	Contributing family workers	M	6
Goulburn - Mulwaree	15-19	Employee	F	435
Goulburn - Mulwaree	15-19	Employee	M	413
Goulburn - Mulwaree	20-24		F	3
Goulburn - Mulwaree	20-24		M	3
Goulburn - Mulwaree	20-24	Contributing family workers	M	3
Goulburn - Mulwaree	20-24	Employee	F	473
Goulburn - Mulwaree	20-24	Employee	M	559
Goulburn - Mulwaree	20-24	Owner managers of incorporated enterprises	F	3
Goulburn - Mulwaree	20-24	Owner managers of incorporated enterprises	M	9
Goulburn - Mulwaree	20-24	Owner managers of unincorporated enterprises	F	7
Goulburn - Mulwaree	20-24	Owner managers of unincorporated enterprises	M	19
Goulburn - Mulwaree	25-29		F	3
Goulburn - Mulwaree	25-29		M	8
Goulburn - Mulwaree	25-29	Contributing family workers	F	8
Goulburn - Mulwaree	25-29	Contributing family workers	M	6
Goulburn - Mulwaree	25-29	Employee	F	552
Goulburn - Mulwaree	25-29	Employee	M	488
Goulburn - Mulwaree	25-29	Owner managers of incorporated enterprises	F	8
Goulburn - Mulwaree	25-29	Owner managers of incorporated enterprises	M	26
Goulburn - Mulwaree	25-29	Owner managers of unincorporated enterprises	F	19
Goulburn - Mulwaree	25-29	Owner managers of unincorporated enterprises	M	43
Goulburn - Mulwaree	30-34		F	3
Goulburn - Mulwaree	30-34		M	10
Goulburn - Mulwaree	30-34	Contributing family workers	F	9
Goulburn - Mulwaree	30-34	Contributing family workers	M	10
Goulburn - Mulwaree	30-34	Employee	F	561
Goulburn - Mulwaree	30-34	Employee	M	495
Goulburn - Mulwaree	30-34	Owner managers of incorporated enterprises	F	18
Goulburn - Mulwaree	30-34	Owner managers of incorporated enterprises	M	38
Goulburn - Mulwaree	30-34	Owner managers of unincorporated enterprises	F	31
Goulburn - Mulwaree	30-34	Owner managers of unincorporated enterprises	M	52
Goulburn - Mulwaree	35-39	Contributing family workers	F	9
Goulburn - Mulwaree	35-39	Contributing family workers	M	7
Goulburn - Mulwaree	35-39	Employee	F	509
Goulburn - Mulwaree	35-39	Employee	M	477
Goulburn - Mulwaree	35-39	Owner managers of incorporated enterprises	F	22
Goulburn - Mulwaree	35-39	Owner managers of incorporated enterprises	M	43
Goulburn - Mulwaree	35-39	Owner managers of unincorporated enterprises	F	36
Goulburn - Mulwaree	35-39	Owner managers of unincorporated enterprises	M	49
Goulburn - Mulwaree	40-44		F	10
Goulburn - Mulwaree	40-44		M	8
Goulburn - Mulwaree	40-44	Contributing family workers	F	13
Goulburn - Mulwaree	40-44	Contributing family workers	M	12
Goulburn - Mulwaree	40-44	Employee	F	593
Goulburn - Mulwaree	40-44	Employee	M	499
Goulburn - Mulwaree	40-44	Owner managers of incorporated enterprises	F	30
Goulburn - Mulwaree	40-44	Owner managers of incorporated enterprises	M	61
Goulburn - Mulwaree	40-44	Owner managers of unincorporated enterprises	F	57
Goulburn - Mulwaree	40-44	Owner managers of unincorporated enterprises	M	73
Goulburn - Mulwaree	45-49		F	8
Goulburn - Mulwaree	45-49		M	7
Goulburn - Mulwaree	45-49	Contributing family workers	F	9
Goulburn - Mulwaree	45-49	Contributing family workers	M	8
Goulburn - Mulwaree	45-49	Employee	F	667
Goulburn - Mulwaree	45-49	Employee	M	531
Goulburn - Mulwaree	45-49	Owner managers of incorporated enterprises	F	29
Goulburn - Mulwaree	45-49	Owner managers of incorporated enterprises	M	56
Goulburn - Mulwaree	45-49	Owner managers of unincorporated enterprises	F	49
Goulburn - Mulwaree	45-49	Owner managers of unincorporated enterprises	M	98
Goulburn - Mulwaree	50-54		F	10
Goulburn - Mulwaree	50-54		M	8
Goulburn - Mulwaree	50-54	Contributing family workers	F	29
Goulburn - Mulwaree	50-54	Contributing family workers	M	24
Goulburn - Mulwaree	50-54	Employee	F	701
Goulburn - Mulwaree	50-54	Employee	M	532
Goulburn - Mulwaree	50-54	Owner managers of incorporated enterprises	F	29
Goulburn - Mulwaree	50-54	Owner managers of incorporated enterprises	M	83
Goulburn - Mulwaree	50-54	Owner managers of unincorporated enterprises	F	65
Goulburn - Mulwaree	50-54	Owner managers of unincorporated enterprises	M	114
Goulburn - Mulwaree	55-59		F	9
Goulburn - Mulwaree	55-59		M	12
Goulburn - Mulwaree	55-59	Contributing family workers	F	27
Goulburn - Mulwaree	55-59	Contributing family workers	M	51
Goulburn - Mulwaree	55-59	Employee	F	592
Goulburn - Mulwaree	55-59	Employee	M	493
Goulburn - Mulwaree	55-59	Owner managers of incorporated enterprises	F	36
Goulburn - Mulwaree	55-59	Owner managers of incorporated enterprises	M	67
Goulburn - Mulwaree	55-59	Owner managers of unincorporated enterprises	F	51
Goulburn - Mulwaree	55-59	Owner managers of unincorporated enterprises	M	110
Goulburn - Mulwaree	60-64		F	7
Goulburn - Mulwaree	60-64		M	14
Goulburn - Mulwaree	60-64	Contributing family workers	F	27
Goulburn - Mulwaree	60-64	Contributing family workers	M	38
Goulburn - Mulwaree	60-64	Employee	F	387
Goulburn - Mulwaree	60-64	Employee	M	329
Goulburn - Mulwaree	60-64	Owner managers of incorporated enterprises	F	18
Goulburn - Mulwaree	60-64	Owner managers of incorporated enterprises	M	58
Goulburn - Mulwaree	60-64	Owner managers of unincorporated enterprises	F	43
Goulburn - Mulwaree	60-64	Owner managers of unincorporated enterprises	M	95
Goulburn - Mulwaree	65-69		F	3
Goulburn - Mulwaree	65-69		M	10
Goulburn - Mulwaree	65-69	Contributing family workers	F	32
Goulburn - Mulwaree	65-69	Contributing family workers	M	51
Goulburn - Mulwaree	65-69	Employee	F	126
Goulburn - Mulwaree	65-69	Employee	M	139
Goulburn - Mulwaree	65-69	Owner managers of incorporated enterprises	F	14
Goulburn - Mulwaree	65-69	Owner managers of incorporated enterprises	M	38
Goulburn - Mulwaree	65-69	Owner managers of unincorporated enterprises	F	35
Goulburn - Mulwaree	65-69	Owner managers of unincorporated enterprises	M	94
Goulburn - Mulwaree	70-74		F	3
Goulburn - Mulwaree	70-74		M	4
Goulburn - Mulwaree	70-74	Contributing family workers	F	21
Goulburn - Mulwaree	70-74	Contributing family workers	M	36
Goulburn - Mulwaree	70-74	Employee	F	34
Goulburn - Mulwaree	70-74	Employee	M	40
Goulburn - Mulwaree	70-74	Owner managers of incorporated enterprises	F	11
Goulburn - Mulwaree	70-74	Owner managers of incorporated enterprises	M	27
Goulburn - Mulwaree	70-74	Owner managers of unincorporated enterprises	F	15
Goulburn - Mulwaree	70-74	Owner managers of unincorporated enterprises	M	44
Goulburn - Mulwaree	75+		F	3
Goulburn - Mulwaree	75+		M	5
Goulburn - Mulwaree	75+	Contributing family workers	F	16
Goulburn - Mulwaree	75+	Contributing family workers	M	32
Goulburn - Mulwaree	75+	Employee	F	20
Goulburn - Mulwaree	75+	Employee	M	23
Goulburn - Mulwaree	75+	Owner managers of incorporated enterprises	M	15
Goulburn - Mulwaree	75+	Owner managers of unincorporated enterprises	F	12
Goulburn - Mulwaree	75+	Owner managers of unincorporated enterprises	M	48
Young - Yass	15-19		F	9
Young - Yass	15-19		M	3
Young - Yass	15-19	Contributing family workers	F	8
Young - Yass	15-19	Contributing family workers	M	10
Young - Yass	15-19	Employee	F	362
Young - Yass	15-19	Employee	M	351
Young - Yass	20-24		F	3
Young - Yass	20-24		M	7
Young - Yass	20-24	Contributing family workers	F	9
Young - Yass	20-24	Contributing family workers	M	6
Young - Yass	20-24	Employee	F	444
Young - Yass	20-24	Employee	M	403
Young - Yass	20-24	Owner managers of incorporated enterprises	F	7
Young - Yass	20-24	Owner managers of incorporated enterprises	M	3
Young - Yass	20-24	Owner managers of unincorporated enterprises	F	20
Young - Yass	20-24	Owner managers of unincorporated enterprises	M	29
Young - Yass	25-29		F	3
Young - Yass	25-29	Contributing family workers	F	10
Young - Yass	25-29	Contributing family workers	M	4
Young - Yass	25-29	Employee	F	349
Young - Yass	25-29	Employee	M	388
Young - Yass	25-29	Owner managers of incorporated enterprises	F	13
Young - Yass	25-29	Owner managers of incorporated enterprises	M	16
Young - Yass	25-29	Owner managers of unincorporated enterprises	F	28
Young - Yass	25-29	Owner managers of unincorporated enterprises	M	26
Young - Yass	30-34		F	3
Young - Yass	30-34		M	3
Young - Yass	30-34	Contributing family workers	F	11
Young - Yass	30-34	Contributing family workers	M	6
Young - Yass	30-34	Employee	F	358
Young - Yass	30-34	Employee	M	348
Young - Yass	30-34	Owner managers of incorporated enterprises	F	21
Young - Yass	30-34	Owner managers of incorporated enterprises	M	50
Young - Yass	30-34	Owner managers of unincorporated enterprises	F	36
Young - Yass	30-34	Owner managers of unincorporated enterprises	M	42
Young - Yass	35-39		F	7
Young - Yass	35-39		M	9
Young - Yass	35-39	Contributing family workers	F	26
Young - Yass	35-39	Contributing family workers	M	16
Young - Yass	35-39	Employee	F	384
Young - Yass	35-39	Employee	M	325
Young - Yass	35-39	Owner managers of incorporated enterprises	F	43
Young - Yass	35-39	Owner managers of incorporated enterprises	M	57
Young - Yass	35-39	Owner managers of unincorporated enterprises	F	55
Young - Yass	35-39	Owner managers of unincorporated enterprises	M	60
Young - Yass	40-44		F	9
Young - Yass	40-44		M	11
Young - Yass	40-44	Contributing family workers	F	35
Young - Yass	40-44	Contributing family workers	M	18
Young - Yass	40-44	Employee	F	415
Young - Yass	40-44	Employee	M	366
Young - Yass	40-44	Owner managers of incorporated enterprises	F	31
Young - Yass	40-44	Owner managers of incorporated enterprises	M	82
Young - Yass	40-44	Owner managers of unincorporated enterprises	F	75
Young - Yass	40-44	Owner managers of unincorporated enterprises	M	94
Young - Yass	45-49		F	15
Young - Yass	45-49		M	11
Young - Yass	45-49	Contributing family workers	F	38
Young - Yass	45-49	Contributing family workers	M	19
Young - Yass	45-49	Employee	F	492
Young - Yass	45-49	Employee	M	326
Young - Yass	45-49	Owner managers of incorporated enterprises	F	50
Young - Yass	45-49	Owner managers of incorporated enterprises	M	62
Young - Yass	45-49	Owner managers of unincorporated enterprises	F	88
Young - Yass	45-49	Owner managers of unincorporated enterprises	M	114
