SA3_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Queanbeyan	Worked at home		Professionals	276
Queanbeyan	Worked at home		Sales workers	26
Queanbeyan	Worked at home		Technicians and trades workers	95
Snowy Mountains	Bicycle	1	Clerical and administrative workers	3
Snowy Mountains	Bicycle	1	Community and personal service workers	9
Snowy Mountains	Bicycle	1	Managers	10
Snowy Mountains	Bicycle	1	Professionals	17
Snowy Mountains	Bicycle	1	Sales workers	3
Snowy Mountains	Bicycle	1	Technicians and trades workers	5
Snowy Mountains	Bus	1	Clerical and administrative workers	4
Snowy Mountains	Bus	1	Community and personal service workers	4
Snowy Mountains	Bus	1	Labourers	8
Snowy Mountains	Bus	1	Machinery operators and drivers	22
Snowy Mountains	Bus	1	Sales workers	7
Snowy Mountains	Car as driver	1		63
Snowy Mountains	Car as driver	1	Clerical and administrative workers	647
Snowy Mountains	Car as driver	1	Community and personal service workers	702
Snowy Mountains	Car as driver	1	Labourers	586
Snowy Mountains	Car as driver	1	Machinery operators and drivers	384
Snowy Mountains	Car as driver	1	Managers	813
Snowy Mountains	Car as driver	1	Professionals	800
Snowy Mountains	Car as driver	1	Sales workers	538
Snowy Mountains	Car as driver	1	Technicians and trades workers	801
Snowy Mountains	Car as passenger	1		10
Snowy Mountains	Car as passenger	1	Clerical and administrative workers	42
Snowy Mountains	Car as passenger	1	Community and personal service workers	132
Snowy Mountains	Car as passenger	1	Labourers	139
Snowy Mountains	Car as passenger	1	Machinery operators and drivers	47
Snowy Mountains	Car as passenger	1	Managers	32
Snowy Mountains	Car as passenger	1	Professionals	50
Snowy Mountains	Car as passenger	1	Sales workers	87
Snowy Mountains	Car as passenger	1	Technicians and trades workers	68
Snowy Mountains	Did not go to work			20
Snowy Mountains	Did not go to work		Clerical and administrative workers	95
Snowy Mountains	Did not go to work		Community and personal service workers	190
Snowy Mountains	Did not go to work		Labourers	142
Snowy Mountains	Did not go to work		Machinery operators and drivers	52
Snowy Mountains	Did not go to work		Managers	86
Snowy Mountains	Did not go to work		Professionals	128
Snowy Mountains	Did not go to work		Sales workers	148
Snowy Mountains	Did not go to work		Technicians and trades workers	92
Snowy Mountains	Ferry	1	Technicians and trades workers	3
Snowy Mountains	Method of travel not stated			32
Snowy Mountains	Method of travel not stated		Clerical and administrative workers	4
Snowy Mountains	Method of travel not stated		Community and personal service workers	17
Snowy Mountains	Method of travel not stated		Labourers	14
Snowy Mountains	Method of travel not stated		Machinery operators and drivers	9
Snowy Mountains	Method of travel not stated		Managers	18
Snowy Mountains	Method of travel not stated		Professionals	5
Snowy Mountains	Method of travel not stated		Sales workers	17
Snowy Mountains	Method of travel not stated		Technicians and trades workers	10
Snowy Mountains	Motorbike scooter	1	Clerical and administrative workers	3
Snowy Mountains	Motorbike scooter	1	Machinery operators and drivers	4
Snowy Mountains	Motorbike scooter	1	Managers	10
Snowy Mountains	Motorbike scooter	1	Sales workers	3
Snowy Mountains	Motorbike scooter	1	Technicians and trades workers	3
Snowy Mountains	(Other)	1	Clerical and administrative workers	6
Snowy Mountains	(Other)	1	Community and personal service workers	28
Snowy Mountains	(Other)	1	Labourers	16
Snowy Mountains	(Other)	1	Machinery operators and drivers	8
Snowy Mountains	(Other)	1	Managers	69
Snowy Mountains	(Other)	1	Professionals	4
Snowy Mountains	(Other)	1	Sales workers	9
Snowy Mountains	(Other)	1	Technicians and trades workers	20
Snowy Mountains	Other three methods	3	Community and personal service workers	3
Snowy Mountains	Other three methods	3	Managers	4
Snowy Mountains	Other two methods	2	Community and personal service workers	16
Snowy Mountains	Other two methods	2	Labourers	10
Snowy Mountains	Other two methods	2	Machinery operators and drivers	14
Snowy Mountains	Other two methods	2	Managers	12
Snowy Mountains	Other two methods	2	Sales workers	15
Snowy Mountains	Other two methods	2	Technicians and trades workers	7
Snowy Mountains	Taxi	1	Community and personal service workers	3
Snowy Mountains	Taxi	1	Professionals	3
Snowy Mountains	Taxi	1	Sales workers	4
Snowy Mountains	Train	1		5
Snowy Mountains	Train	1	Clerical and administrative workers	3
Snowy Mountains	Train	1	Community and personal service workers	6
Snowy Mountains	Train	1	Machinery operators and drivers	14
Snowy Mountains	Train	1	Managers	5
Snowy Mountains	Train	1	Sales workers	9
Snowy Mountains	Train and bus	2	Machinery operators and drivers	4
Snowy Mountains	Train and car as driver	2	Clerical and administrative workers	4
Snowy Mountains	Train and car as driver	2	Community and personal service workers	31
Snowy Mountains	Train and car as driver	2	Labourers	4
Snowy Mountains	Train and car as driver	2	Machinery operators and drivers	32
Snowy Mountains	Train and car as driver	2	Managers	9
Snowy Mountains	Train and car as driver	2	Professionals	7
Snowy Mountains	Train and car as driver	2	Sales workers	7
Snowy Mountains	Train and car as driver	2	Technicians and trades workers	7
Snowy Mountains	Train and car as passenger	2	Community and personal service workers	8
Snowy Mountains	Train and car as passenger	2	Labourers	4
Snowy Mountains	Train and car as passenger	2	Machinery operators and drivers	24
Snowy Mountains	Train and car as passenger	2	Professionals	3
Snowy Mountains	Train and car as passenger	2	Sales workers	7
Snowy Mountains	Train and two other methods	3	Community and personal service workers	4
Snowy Mountains	Train and two other methods	3	Machinery operators and drivers	11
Snowy Mountains	Train and two other methods	3	Professionals	3
Snowy Mountains	Train and two other methods	3	Technicians and trades workers	5
Snowy Mountains	Truck	1		3
Snowy Mountains	Truck	1	Clerical and administrative workers	3
Snowy Mountains	Truck	1	Labourers	8
Snowy Mountains	Truck	1	Machinery operators and drivers	36
Snowy Mountains	Truck	1	Managers	35
Snowy Mountains	Truck	1	Professionals	3
Snowy Mountains	Truck	1	Technicians and trades workers	9
Snowy Mountains	Walked only	1		17
Snowy Mountains	Walked only	1	Clerical and administrative workers	67
Snowy Mountains	Walked only	1	Community and personal service workers	272
Snowy Mountains	Walked only	1	Labourers	200
Snowy Mountains	Walked only	1	Machinery operators and drivers	45
Snowy Mountains	Walked only	1	Managers	197
Snowy Mountains	Walked only	1	Professionals	85
Snowy Mountains	Walked only	1	Sales workers	94
Snowy Mountains	Walked only	1	Technicians and trades workers	138
Snowy Mountains	Worked at home			11
Snowy Mountains	Worked at home		Clerical and administrative workers	89
Snowy Mountains	Worked at home		Community and personal service workers	41
Snowy Mountains	Worked at home		Labourers	58
Snowy Mountains	Worked at home		Machinery operators and drivers	9
Snowy Mountains	Worked at home		Managers	456
Snowy Mountains	Worked at home		Professionals	95
Snowy Mountains	Worked at home		Sales workers	12
Snowy Mountains	Worked at home		Technicians and trades workers	43
South Coast	Bicycle	1		3
South Coast	Bicycle	1	Clerical and administrative workers	12
South Coast	Bicycle	1	Community and personal service workers	19
South Coast	Bicycle	1	Labourers	28
South Coast	Bicycle	1	Machinery operators and drivers	3
South Coast	Bicycle	1	Managers	15
South Coast	Bicycle	1	Professionals	30
South Coast	Bicycle	1	Sales workers	6
South Coast	Bicycle	1	Technicians and trades workers	19
South Coast	Bus	1		6
South Coast	Bus	1	Clerical and administrative workers	9
South Coast	Bus	1	Community and personal service workers	11
South Coast	Bus	1	Labourers	12
South Coast	Bus	1	Machinery operators and drivers	8
South Coast	Bus	1	Managers	4
South Coast	Bus	1	Professionals	6
South Coast	Bus	1	Sales workers	26
South Coast	Bus	1	Technicians and trades workers	5
South Coast	Bus and car as passenger	2	Clerical and administrative workers	3
South Coast	Bus and car as passenger	2	Community and personal service workers	3
South Coast	Bus and car as passenger	2	Labourers	3
South Coast	Bus and car as passenger	2	Machinery operators and drivers	3
South Coast	Bus and car as passenger	2	Sales workers	5
South Coast	Bus and other	2	Managers	3
South Coast	Car as driver	1		164
South Coast	Car as driver	1	Clerical and administrative workers	2023
South Coast	Car as driver	1	Community and personal service workers	2130
South Coast	Car as driver	1	Labourers	1845
South Coast	Car as driver	1	Machinery operators and drivers	899
South Coast	Car as driver	1	Managers	1854
South Coast	Car as driver	1	Professionals	2756
South Coast	Car as driver	1	Sales workers	1799
South Coast	Car as driver	1	Technicians and trades workers	2453
South Coast	Car as passenger	1		19
South Coast	Car as passenger	1	Clerical and administrative workers	101
South Coast	Car as passenger	1	Community and personal service workers	151
South Coast	Car as passenger	1	Labourers	219
South Coast	Car as passenger	1	Machinery operators and drivers	47
South Coast	Car as passenger	1	Managers	79
South Coast	Car as passenger	1	Professionals	105
South Coast	Car as passenger	1	Sales workers	234
South Coast	Car as passenger	1	Technicians and trades workers	150
South Coast	Did not go to work			48
South Coast	Did not go to work		Clerical and administrative workers	356
South Coast	Did not go to work		Community and personal service workers	489
South Coast	Did not go to work		Labourers	424
South Coast	Did not go to work		Machinery operators and drivers	113
South Coast	Did not go to work		Managers	223
South Coast	Did not go to work		Professionals	475
South Coast	Did not go to work		Sales workers	515
South Coast	Did not go to work		Technicians and trades workers	258
South Coast	Method of travel not stated			98
South Coast	Method of travel not stated		Clerical and administrative workers	14
South Coast	Method of travel not stated		Community and personal service workers	32
South Coast	Method of travel not stated		Labourers	41
South Coast	Method of travel not stated		Machinery operators and drivers	9
South Coast	Method of travel not stated		Managers	32
South Coast	Method of travel not stated		Professionals	23
South Coast	Method of travel not stated		Sales workers	33
South Coast	Method of travel not stated		Technicians and trades workers	43
South Coast	Motorbike scooter	1	Clerical and administrative workers	10
South Coast	Motorbike scooter	1	Community and personal service workers	11
South Coast	Motorbike scooter	1	Labourers	18
South Coast	Motorbike scooter	1	Machinery operators and drivers	13
South Coast	Motorbike scooter	1	Managers	28
South Coast	Motorbike scooter	1	Professionals	10
South Coast	Motorbike scooter	1	Sales workers	12
South Coast	Motorbike scooter	1	Technicians and trades workers	23
South Coast	(Other)	1	Clerical and administrative workers	11
South Coast	(Other)	1	Community and personal service workers	6
South Coast	(Other)	1	Labourers	21
South Coast	(Other)	1	Machinery operators and drivers	5
South Coast	(Other)	1	Managers	63
South Coast	(Other)	1	Professionals	19
South Coast	(Other)	1	Sales workers	12
South Coast	(Other)	1	Technicians and trades workers	14
South Coast	Other two methods	2	Clerical and administrative workers	17
South Coast	Other two methods	2	Community and personal service workers	14
South Coast	Other two methods	2	Labourers	21
South Coast	Other two methods	2	Machinery operators and drivers	19
South Coast	Other two methods	2	Managers	11
South Coast	Other two methods	2	Professionals	20
South Coast	Other two methods	2	Sales workers	9
South Coast	Other two methods	2	Technicians and trades workers	15
South Coast	Taxi	1	Community and personal service workers	3
South Coast	Taxi	1	Machinery operators and drivers	3
South Coast	Taxi	1	Professionals	3
South Coast	Train and two other methods	3	Community and personal service workers	3
South Coast	Truck	1		3
South Coast	Truck	1	Clerical and administrative workers	5
South Coast	Truck	1	Labourers	48
South Coast	Truck	1	Machinery operators and drivers	109
South Coast	Truck	1	Managers	44
South Coast	Truck	1	Sales workers	13
South Coast	Truck	1	Technicians and trades workers	66
South Coast	Walked only	1		7
South Coast	Walked only	1	Clerical and administrative workers	77
South Coast	Walked only	1	Community and personal service workers	146
South Coast	Walked only	1	Labourers	156
South Coast	Walked only	1	Machinery operators and drivers	20
South Coast	Walked only	1	Managers	258
South Coast	Walked only	1	Professionals	128
South Coast	Walked only	1	Sales workers	132
South Coast	Walked only	1	Technicians and trades workers	119
South Coast	Worked at home			28
South Coast	Worked at home		Clerical and administrative workers	312
South Coast	Worked at home		Community and personal service workers	110
South Coast	Worked at home		Labourers	62
South Coast	Worked at home		Machinery operators and drivers	12
South Coast	Worked at home		Managers	555
South Coast	Worked at home		Professionals	393
South Coast	Worked at home		Sales workers	80
South Coast	Worked at home		Technicians and trades workers	176
Goulburn - Mulwaree	Bicycle	1	Community and personal service workers	4
Goulburn - Mulwaree	Bicycle	1	Labourers	5
Goulburn - Mulwaree	Bicycle	1	Machinery operators and drivers	3
Goulburn - Mulwaree	Bicycle	1	Managers	5
Goulburn - Mulwaree	Bicycle	1	Professionals	7
Goulburn - Mulwaree	Bicycle	1	Sales workers	7
Goulburn - Mulwaree	Bicycle	1	Technicians and trades workers	5
Goulburn - Mulwaree	Bus	1		6
Goulburn - Mulwaree	Bus	1	Clerical and administrative workers	3
Goulburn - Mulwaree	Bus	1	Labourers	3
Goulburn - Mulwaree	Bus	1	Machinery operators and drivers	16
Goulburn - Mulwaree	Bus	1	Professionals	3
Goulburn - Mulwaree	Bus	1	Sales workers	3
Goulburn - Mulwaree	Bus	1	Technicians and trades workers	4
Goulburn - Mulwaree	Car as driver	1		108
Goulburn - Mulwaree	Car as driver	1	Clerical and administrative workers	1151
Goulburn - Mulwaree	Car as driver	1	Community and personal service workers	1449
Goulburn - Mulwaree	Car as driver	1	Labourers	938
Goulburn - Mulwaree	Car as driver	1	Machinery operators and drivers	688
Goulburn - Mulwaree	Car as driver	1	Managers	1015
Goulburn - Mulwaree	Car as driver	1	Professionals	1503
Goulburn - Mulwaree	Car as driver	1	Sales workers	786
Goulburn - Mulwaree	Car as driver	1	Technicians and trades workers	1275
Goulburn - Mulwaree	Car as passenger	1		16
Goulburn - Mulwaree	Car as passenger	1	Clerical and administrative workers	52
Goulburn - Mulwaree	Car as passenger	1	Community and personal service workers	96
Goulburn - Mulwaree	Car as passenger	1	Labourers	195
Goulburn - Mulwaree	Car as passenger	1	Machinery operators and drivers	58
Goulburn - Mulwaree	Car as passenger	1	Managers	39
Goulburn - Mulwaree	Car as passenger	1	Professionals	60
Goulburn - Mulwaree	Car as passenger	1	Sales workers	159
Goulburn - Mulwaree	Car as passenger	1	Technicians and trades workers	102
Goulburn - Mulwaree	Did not go to work			12
Goulburn - Mulwaree	Did not go to work		Clerical and administrative workers	149
Goulburn - Mulwaree	Did not go to work		Community and personal service workers	355
Goulburn - Mulwaree	Did not go to work		Labourers	163
Goulburn - Mulwaree	Did not go to work		Machinery operators and drivers	79
Goulburn - Mulwaree	Did not go to work		Managers	110
Goulburn - Mulwaree	Did not go to work		Professionals	229
Goulburn - Mulwaree	Did not go to work		Sales workers	243
Goulburn - Mulwaree	Did not go to work		Technicians and trades workers	91
Goulburn - Mulwaree	Ferry	1	Managers	3
Goulburn - Mulwaree	Method of travel not stated			56
Goulburn - Mulwaree	Method of travel not stated		Clerical and administrative workers	10
Goulburn - Mulwaree	Method of travel not stated		Community and personal service workers	14
Goulburn - Mulwaree	Method of travel not stated		Labourers	18
Goulburn - Mulwaree	Method of travel not stated		Machinery operators and drivers	10
Goulburn - Mulwaree	Method of travel not stated		Managers	26
Goulburn - Mulwaree	Method of travel not stated		Professionals	5
Goulburn - Mulwaree	Method of travel not stated		Sales workers	21
Goulburn - Mulwaree	Method of travel not stated		Technicians and trades workers	8
Goulburn - Mulwaree	Motorbike scooter	1	Community and personal service workers	5
Goulburn - Mulwaree	Motorbike scooter	1	Labourers	21
Goulburn - Mulwaree	Motorbike scooter	1	Machinery operators and drivers	3
Goulburn - Mulwaree	Motorbike scooter	1	Managers	22
Goulburn - Mulwaree	Motorbike scooter	1	Professionals	9
Goulburn - Mulwaree	Motorbike scooter	1	Technicians and trades workers	11
Goulburn - Mulwaree	(Other)	1	Clerical and administrative workers	6
Goulburn - Mulwaree	(Other)	1	Community and personal service workers	3
Goulburn - Mulwaree	(Other)	1	Labourers	15
Goulburn - Mulwaree	(Other)	1	Managers	44
Goulburn - Mulwaree	(Other)	1	Professionals	7
Goulburn - Mulwaree	(Other)	1	Sales workers	3
Goulburn - Mulwaree	(Other)	1	Technicians and trades workers	16
Goulburn - Mulwaree	Other three methods	3	Managers	5
Goulburn - Mulwaree	Other two methods	2	Clerical and administrative workers	6
Goulburn - Mulwaree	Other two methods	2	Community and personal service workers	14
Goulburn - Mulwaree	Other two methods	2	Labourers	12
Goulburn - Mulwaree	Other two methods	2	Machinery operators and drivers	4
Goulburn - Mulwaree	Other two methods	2	Managers	21
Goulburn - Mulwaree	Other two methods	2	Professionals	7
Goulburn - Mulwaree	Other two methods	2	Sales workers	3
Goulburn - Mulwaree	Other two methods	2	Technicians and trades workers	7
Goulburn - Mulwaree	Taxi	1		3
Goulburn - Mulwaree	Taxi	1	Community and personal service workers	9
Goulburn - Mulwaree	Taxi	1	Labourers	3
Goulburn - Mulwaree	Taxi	1	Machinery operators and drivers	8
Goulburn - Mulwaree	Taxi	1	Managers	5
Goulburn - Mulwaree	Taxi	1	Sales workers	3
Goulburn - Mulwaree	Taxi	1	Technicians and trades workers	8
Goulburn - Mulwaree	Train	1	Managers	6
Goulburn - Mulwaree	Train	1	Professionals	3
Goulburn - Mulwaree	Train and car as driver	2	Managers	4
Goulburn - Mulwaree	Train and car as driver	2	Professionals	3
Goulburn - Mulwaree	Train and car as driver	2	Technicians and trades workers	4
Goulburn - Mulwaree	Truck	1		3
Goulburn - Mulwaree	Truck	1	Clerical and administrative workers	4
Goulburn - Mulwaree	Truck	1	Labourers	23
Goulburn - Mulwaree	Truck	1	Machinery operators and drivers	61
Goulburn - Mulwaree	Truck	1	Managers	53
Goulburn - Mulwaree	Truck	1	Professionals	3
Goulburn - Mulwaree	Truck	1	Sales workers	5
Goulburn - Mulwaree	Truck	1	Technicians and trades workers	38
Goulburn - Mulwaree	Walked only	1		11
Goulburn - Mulwaree	Walked only	1	Clerical and administrative workers	36
Goulburn - Mulwaree	Walked only	1	Community and personal service workers	86
Goulburn - Mulwaree	Walked only	1	Labourers	69
Goulburn - Mulwaree	Walked only	1	Machinery operators and drivers	21
Goulburn - Mulwaree	Walked only	1	Managers	118
Goulburn - Mulwaree	Walked only	1	Professionals	82
Goulburn - Mulwaree	Walked only	1	Sales workers	47
Goulburn - Mulwaree	Walked only	1	Technicians and trades workers	53
Goulburn - Mulwaree	Worked at home			12
Goulburn - Mulwaree	Worked at home		Clerical and administrative workers	131
Goulburn - Mulwaree	Worked at home		Community and personal service workers	39
Goulburn - Mulwaree	Worked at home		Labourers	45
Goulburn - Mulwaree	Worked at home		Machinery operators and drivers	12
Goulburn - Mulwaree	Worked at home		Managers	527
Goulburn - Mulwaree	Worked at home		Professionals	124
Goulburn - Mulwaree	Worked at home		Sales workers	26
Goulburn - Mulwaree	Worked at home		Technicians and trades workers	42
Young - Yass	Bicycle	1	Community and personal service workers	4
Young - Yass	Bicycle	1	Labourers	6
Young - Yass	Bicycle	1	Machinery operators and drivers	3
Young - Yass	Bicycle	1	Professionals	3
Young - Yass	Bicycle	1	Technicians and trades workers	7
Young - Yass	Bus	1	Clerical and administrative workers	4
Young - Yass	Bus	1	Community and personal service workers	9
Young - Yass	Bus	1	Labourers	5
Young - Yass	Bus	1	Machinery operators and drivers	8
Young - Yass	Bus	1	Managers	3
Young - Yass	Bus	1	Professionals	5
Young - Yass	Bus	1	Sales workers	10
Young - Yass	Bus	1	Technicians and trades workers	3
Young - Yass	Car as driver	1		64
Young - Yass	Car as driver	1	Clerical and administrative workers	792
Young - Yass	Car as driver	1	Community and personal service workers	789
Young - Yass	Car as driver	1	Labourers	953
Young - Yass	Car as driver	1	Machinery operators and drivers	401
Young - Yass	Car as driver	1	Managers	1059
Young - Yass	Car as driver	1	Professionals	1041
Young - Yass	Car as driver	1	Sales workers	657
Young - Yass	Car as driver	1	Technicians and trades workers	1021
Young - Yass	Car as passenger	1		7
Young - Yass	Car as passenger	1	Clerical and administrative workers	26
Young - Yass	Car as passenger	1	Community and personal service workers	53
Young - Yass	Car as passenger	1	Labourers	152
Young - Yass	Car as passenger	1	Machinery operators and drivers	24
Young - Yass	Car as passenger	1	Managers	46
Young - Yass	Car as passenger	1	Professionals	24
Young - Yass	Car as passenger	1	Sales workers	90
Young - Yass	Car as passenger	1	Technicians and trades workers	74
Young - Yass	Did not go to work			13
Young - Yass	Did not go to work		Clerical and administrative workers	116
Young - Yass	Did not go to work		Community and personal service workers	197
Young - Yass	Did not go to work		Labourers	192
Young - Yass	Did not go to work		Machinery operators and drivers	60
Young - Yass	Did not go to work		Managers	125
Young - Yass	Did not go to work		Professionals	148
Young - Yass	Did not go to work		Sales workers	186
Young - Yass	Did not go to work		Technicians and trades workers	107
Young - Yass	Method of travel not stated			38
Young - Yass	Method of travel not stated		Clerical and administrative workers	9
Young - Yass	Method of travel not stated		Community and personal service workers	6
Young - Yass	Method of travel not stated		Labourers	26
Young - Yass	Method of travel not stated		Machinery operators and drivers	5
Young - Yass	Method of travel not stated		Managers	25
Young - Yass	Method of travel not stated		Professionals	18
Young - Yass	Method of travel not stated		Sales workers	13
Young - Yass	Method of travel not stated		Technicians and trades workers	15
Young - Yass	Motorbike scooter	1	Clerical and administrative workers	3
Young - Yass	Motorbike scooter	1	Labourers	13
Young - Yass	Motorbike scooter	1	Machinery operators and drivers	3
Young - Yass	Motorbike scooter	1	Managers	33
Young - Yass	Motorbike scooter	1	Professionals	3
Young - Yass	Motorbike scooter	1	Technicians and trades workers	8
Young - Yass	(Other)	1		5
Young - Yass	(Other)	1	Community and personal service workers	6
Young - Yass	(Other)	1	Labourers	28
Young - Yass	(Other)	1	Machinery operators and drivers	6
Young - Yass	(Other)	1	Managers	46
Young - Yass	(Other)	1	Professionals	5
Young - Yass	(Other)	1	Technicians and trades workers	7
Young - Yass	Other three methods	3	Managers	4
Young - Yass	Other two methods	2	Clerical and administrative workers	3
Young - Yass	Other two methods	2	Community and personal service workers	4
Young - Yass	Other two methods	2	Labourers	11
Young - Yass	Other two methods	2	Machinery operators and drivers	9
Young - Yass	Other two methods	2	Managers	23
Young - Yass	Other two methods	2	Professionals	5
Young - Yass	Other two methods	2	Sales workers	3
Young - Yass	Other two methods	2	Technicians and trades workers	8
Young - Yass	Taxi	1	Community and personal service workers	3
Young - Yass	Taxi	1	Labourers	3
Young - Yass	Taxi	1	Technicians and trades workers	3
Young - Yass	Train	1	Clerical and administrative workers	3
Young - Yass	Train	1	Community and personal service workers	7
Young - Yass	Train	1	Labourers	7
Young - Yass	Train	1	Managers	6
Young - Yass	Train	1	Professionals	4
Young - Yass	Train	1	Sales workers	11
Young - Yass	Train	1	Technicians and trades workers	6
Young - Yass	Train and bus	2	Clerical and administrative workers	3
Young - Yass	Train and bus	2	Community and personal service workers	3
Young - Yass	Train and bus	2	Professionals	3
Young - Yass	Train and bus	2	Sales workers	3
Young - Yass	Train and bus	2	Technicians and trades workers	3
Young - Yass	Train and car as driver	2	Sales workers	3
Young - Yass	Truck	1		3
Young - Yass	Truck	1	Clerical and administrative workers	3
Young - Yass	Truck	1	Community and personal service workers	3
Young - Yass	Truck	1	Labourers	36
Young - Yass	Truck	1	Machinery operators and drivers	84
Young - Yass	Truck	1	Managers	81
