SA4_NAME16	Age	LabourForceStatus	Sex	workers
Central West	35-39	Employed (full-time)	F	1678
Central West	35-39	Employed (full-time)	M	3469
Central West	35-39	Employed (part-time)	F	1852
Central West	35-39	Employed (part-time)	M	372
Central West	40-44		F	73
Central West	40-44		M	81
Central West	40-44	Employed (away from work)	F	112
Central West	40-44	Employed (away from work)	M	104
Central West	40-44	Employed (full-time)	F	2229
Central West	40-44	Employed (full-time)	M	3762
Central West	40-44	Employed (part-time)	F	2091
Central West	40-44	Employed (part-time)	M	413
Central West	45-49		F	60
Central West	45-49		M	83
Central West	45-49	Employed (away from work)	F	124
Central West	45-49	Employed (away from work)	M	117
Central West	45-49	Employed (full-time)	F	2513
Central West	45-49	Employed (full-time)	M	3868
Central West	45-49	Employed (part-time)	F	2008
Central West	45-49	Employed (part-time)	M	478
Central West	50-54		F	69
Central West	50-54		M	83
Central West	50-54	Employed (away from work)	F	138
Central West	50-54	Employed (away from work)	M	129
Central West	50-54	Employed (full-time)	F	2450
Central West	50-54	Employed (full-time)	M	3838
Central West	50-54	Employed (part-time)	F	1994
Central West	50-54	Employed (part-time)	M	555
Central West	55-59		F	46
Central West	55-59		M	77
Central West	55-59	Employed (away from work)	F	199
Central West	55-59	Employed (away from work)	M	153
Central West	55-59	Employed (full-time)	F	2103
Central West	55-59	Employed (full-time)	M	3612
Central West	55-59	Employed (part-time)	F	1895
Central West	55-59	Employed (part-time)	M	644
Central West	60-64		F	53
Central West	60-64		M	51
Central West	60-64	Employed (away from work)	F	155
Central West	60-64	Employed (away from work)	M	149
Central West	60-64	Employed (full-time)	F	1230
Central West	60-64	Employed (full-time)	M	2308
Central West	60-64	Employed (part-time)	F	1388
Central West	60-64	Employed (part-time)	M	754
Central West	65-69		F	36
Central West	65-69		M	42
Central West	65-69	Employed (away from work)	F	74
Central West	65-69	Employed (away from work)	M	82
Central West	65-69	Employed (full-time)	F	476
Central West	65-69	Employed (full-time)	M	1087
Central West	65-69	Employed (part-time)	F	706
Central West	65-69	Employed (part-time)	M	593
Central West	70-74		F	22
Central West	70-74		M	32
Central West	70-74	Employed (away from work)	F	30
Central West	70-74	Employed (away from work)	M	57
Central West	70-74	Employed (full-time)	F	157
Central West	70-74	Employed (full-time)	M	450
Central West	70-74	Employed (part-time)	F	327
Central West	70-74	Employed (part-time)	M	413
Central West	75+		F	53
Central West	75+		M	51
Central West	75+	Employed (away from work)	F	21
Central West	75+	Employed (away from work)	M	36
Central West	75+	Employed (full-time)	F	119
Central West	75+	Employed (full-time)	M	322
Central West	75+	Employed (part-time)	F	175
Central West	75+	Employed (part-time)	M	318
Coffs Harbour - Grafton	15-19		F	46
Coffs Harbour - Grafton	15-19		M	52
Coffs Harbour - Grafton	15-19	Employed (away from work)	F	76
Coffs Harbour - Grafton	15-19	Employed (away from work)	M	61
Coffs Harbour - Grafton	15-19	Employed (full-time)	F	193
Coffs Harbour - Grafton	15-19	Employed (full-time)	M	366
Coffs Harbour - Grafton	15-19	Employed (part-time)	F	1367
Coffs Harbour - Grafton	15-19	Employed (part-time)	M	954
Coffs Harbour - Grafton	20-24		F	45
Coffs Harbour - Grafton	20-24		M	58
Coffs Harbour - Grafton	20-24	Employed (away from work)	F	86
Coffs Harbour - Grafton	20-24	Employed (away from work)	M	47
Coffs Harbour - Grafton	20-24	Employed (full-time)	F	723
Coffs Harbour - Grafton	20-24	Employed (full-time)	M	1155
Coffs Harbour - Grafton	20-24	Employed (part-time)	F	900
Coffs Harbour - Grafton	20-24	Employed (part-time)	M	625
Coffs Harbour - Grafton	25-29		F	29
Coffs Harbour - Grafton	25-29		M	55
Coffs Harbour - Grafton	25-29	Employed (away from work)	F	122
Coffs Harbour - Grafton	25-29	Employed (away from work)	M	49
Coffs Harbour - Grafton	25-29	Employed (full-time)	F	921
Coffs Harbour - Grafton	25-29	Employed (full-time)	M	1403
Coffs Harbour - Grafton	25-29	Employed (part-time)	F	836
Coffs Harbour - Grafton	25-29	Employed (part-time)	M	438
Coffs Harbour - Grafton	30-34		F	26
Coffs Harbour - Grafton	30-34		M	43
Coffs Harbour - Grafton	30-34	Employed (away from work)	F	141
Coffs Harbour - Grafton	30-34	Employed (away from work)	M	46
Coffs Harbour - Grafton	30-34	Employed (full-time)	F	821
Coffs Harbour - Grafton	30-34	Employed (full-time)	M	1577
Coffs Harbour - Grafton	30-34	Employed (part-time)	F	1034
Coffs Harbour - Grafton	30-34	Employed (part-time)	M	402
Coffs Harbour - Grafton	35-39		F	34
Coffs Harbour - Grafton	35-39		M	33
Coffs Harbour - Grafton	35-39	Employed (away from work)	F	98
Coffs Harbour - Grafton	35-39	Employed (away from work)	M	46
Coffs Harbour - Grafton	35-39	Employed (full-time)	F	864
Coffs Harbour - Grafton	35-39	Employed (full-time)	M	1655
Coffs Harbour - Grafton	35-39	Employed (part-time)	F	1222
Coffs Harbour - Grafton	35-39	Employed (part-time)	M	368
Coffs Harbour - Grafton	40-44		F	41
Coffs Harbour - Grafton	40-44		M	47
Coffs Harbour - Grafton	40-44	Employed (away from work)	F	73
Coffs Harbour - Grafton	40-44	Employed (away from work)	M	48
Coffs Harbour - Grafton	40-44	Employed (full-time)	F	1301
Coffs Harbour - Grafton	40-44	Employed (full-time)	M	1981
Coffs Harbour - Grafton	40-44	Employed (part-time)	F	1436
Coffs Harbour - Grafton	40-44	Employed (part-time)	M	451
Coffs Harbour - Grafton	45-49		F	35
Coffs Harbour - Grafton	45-49		M	49
Coffs Harbour - Grafton	45-49	Employed (away from work)	F	73
Coffs Harbour - Grafton	45-49	Employed (away from work)	M	55
Coffs Harbour - Grafton	45-49	Employed (full-time)	F	1548
Coffs Harbour - Grafton	45-49	Employed (full-time)	M	2001
Coffs Harbour - Grafton	45-49	Employed (part-time)	F	1519
Coffs Harbour - Grafton	45-49	Employed (part-time)	M	470
Coffs Harbour - Grafton	50-54		F	50
Coffs Harbour - Grafton	50-54		M	54
Coffs Harbour - Grafton	50-54	Employed (away from work)	F	112
Coffs Harbour - Grafton	50-54	Employed (away from work)	M	85
Coffs Harbour - Grafton	50-54	Employed (full-time)	F	1489
Coffs Harbour - Grafton	50-54	Employed (full-time)	M	2048
Coffs Harbour - Grafton	50-54	Employed (part-time)	F	1553
Coffs Harbour - Grafton	50-54	Employed (part-time)	M	573
Coffs Harbour - Grafton	55-59		F	34
Coffs Harbour - Grafton	55-59		M	44
Coffs Harbour - Grafton	55-59	Employed (away from work)	F	141
Coffs Harbour - Grafton	55-59	Employed (away from work)	M	112
Coffs Harbour - Grafton	55-59	Employed (full-time)	F	1437
Coffs Harbour - Grafton	55-59	Employed (full-time)	M	1852
Coffs Harbour - Grafton	55-59	Employed (part-time)	F	1579
Coffs Harbour - Grafton	55-59	Employed (part-time)	M	737
Coffs Harbour - Grafton	60-64		F	33
Coffs Harbour - Grafton	60-64		M	40
Coffs Harbour - Grafton	60-64	Employed (away from work)	F	103
Coffs Harbour - Grafton	60-64	Employed (away from work)	M	103
Coffs Harbour - Grafton	60-64	Employed (full-time)	F	734
Coffs Harbour - Grafton	60-64	Employed (full-time)	M	1261
Coffs Harbour - Grafton	60-64	Employed (part-time)	F	1148
Coffs Harbour - Grafton	60-64	Employed (part-time)	M	747
Coffs Harbour - Grafton	65-69		F	22
Coffs Harbour - Grafton	65-69		M	20
Coffs Harbour - Grafton	65-69	Employed (away from work)	F	48
Coffs Harbour - Grafton	65-69	Employed (away from work)	M	35
Coffs Harbour - Grafton	65-69	Employed (full-time)	F	206
Coffs Harbour - Grafton	65-69	Employed (full-time)	M	452
Coffs Harbour - Grafton	65-69	Employed (part-time)	F	437
Coffs Harbour - Grafton	65-69	Employed (part-time)	M	449
Coffs Harbour - Grafton	70-74		F	10
Coffs Harbour - Grafton	70-74		M	5
Coffs Harbour - Grafton	70-74	Employed (away from work)	F	11
Coffs Harbour - Grafton	70-74	Employed (away from work)	M	20
Coffs Harbour - Grafton	70-74	Employed (full-time)	F	37
Coffs Harbour - Grafton	70-74	Employed (full-time)	M	143
Coffs Harbour - Grafton	70-74	Employed (part-time)	F	149
Coffs Harbour - Grafton	70-74	Employed (part-time)	M	188
Coffs Harbour - Grafton	75+		F	20
Coffs Harbour - Grafton	75+		M	24
Coffs Harbour - Grafton	75+	Employed (away from work)	F	4
Coffs Harbour - Grafton	75+	Employed (away from work)	M	8
Coffs Harbour - Grafton	75+	Employed (full-time)	F	20
Coffs Harbour - Grafton	75+	Employed (full-time)	M	91
Coffs Harbour - Grafton	75+	Employed (part-time)	F	66
Coffs Harbour - Grafton	75+	Employed (part-time)	M	124
Far West and Orana	15-19		F	52
Far West and Orana	15-19		M	45
Far West and Orana	15-19	Employed (away from work)	F	44
Far West and Orana	15-19	Employed (away from work)	M	44
Far West and Orana	15-19	Employed (full-time)	F	215
Far West and Orana	15-19	Employed (full-time)	M	483
Far West and Orana	15-19	Employed (part-time)	F	903
Far West and Orana	15-19	Employed (part-time)	M	534
Far West and Orana	20-24		F	36
Far West and Orana	20-24		M	68
Far West and Orana	20-24	Employed (away from work)	F	80
Far West and Orana	20-24	Employed (away from work)	M	52
Far West and Orana	20-24	Employed (full-time)	F	991
Far West and Orana	20-24	Employed (full-time)	M	1457
Far West and Orana	20-24	Employed (part-time)	F	689
Far West and Orana	20-24	Employed (part-time)	M	361
Far West and Orana	25-29		F	54
Far West and Orana	25-29		M	52
Far West and Orana	25-29	Employed (away from work)	F	144
Far West and Orana	25-29	Employed (away from work)	M	57
Far West and Orana	25-29	Employed (full-time)	F	1458
Far West and Orana	25-29	Employed (full-time)	M	1961
Far West and Orana	25-29	Employed (part-time)	F	743
Far West and Orana	25-29	Employed (part-time)	M	280
Far West and Orana	30-34		F	30
Far West and Orana	30-34		M	60
Far West and Orana	30-34	Employed (away from work)	F	197
Far West and Orana	30-34	Employed (away from work)	M	63
Far West and Orana	30-34	Employed (full-time)	F	1004
Far West and Orana	30-34	Employed (full-time)	M	1982
Far West and Orana	30-34	Employed (part-time)	F	967
Far West and Orana	30-34	Employed (part-time)	M	243
Far West and Orana	35-39		F	41
Far West and Orana	35-39		M	49
Far West and Orana	35-39	Employed (away from work)	F	89
Far West and Orana	35-39	Employed (away from work)	M	48
Far West and Orana	35-39	Employed (full-time)	F	983
Far West and Orana	35-39	Employed (full-time)	M	1787
Far West and Orana	35-39	Employed (part-time)	F	940
Far West and Orana	35-39	Employed (part-time)	M	208
Far West and Orana	40-44		F	42
Far West and Orana	40-44		M	59
Far West and Orana	40-44	Employed (away from work)	F	55
Far West and Orana	40-44	Employed (away from work)	M	55
Far West and Orana	40-44	Employed (full-time)	F	1258
Far West and Orana	40-44	Employed (full-time)	M	1910
Far West and Orana	40-44	Employed (part-time)	F	884
Far West and Orana	40-44	Employed (part-time)	M	233
Far West and Orana	45-49		F	40
Far West and Orana	45-49		M	62
Far West and Orana	45-49	Employed (away from work)	F	55
Far West and Orana	45-49	Employed (away from work)	M	52
Far West and Orana	45-49	Employed (full-time)	F	1448
Far West and Orana	45-49	Employed (full-time)	M	2037
Far West and Orana	45-49	Employed (part-time)	F	932
Far West and Orana	45-49	Employed (part-time)	M	269
Far West and Orana	50-54		F	47
Far West and Orana	50-54		M	46
Far West and Orana	50-54	Employed (away from work)	F	75
Far West and Orana	50-54	Employed (away from work)	M	73
Far West and Orana	50-54	Employed (full-time)	F	1571
Far West and Orana	50-54	Employed (full-time)	M	2155
Far West and Orana	50-54	Employed (part-time)	F	892
Far West and Orana	50-54	Employed (part-time)	M	309
Far West and Orana	55-59		F	38
Far West and Orana	55-59		M	50
Far West and Orana	55-59	Employed (away from work)	F	109
Far West and Orana	55-59	Employed (away from work)	M	96
Far West and Orana	55-59	Employed (full-time)	F	1371
Far West and Orana	55-59	Employed (full-time)	M	2102
Far West and Orana	55-59	Employed (part-time)	F	927
Far West and Orana	55-59	Employed (part-time)	M	349
Far West and Orana	60-64		F	38
Far West and Orana	60-64		M	44
Far West and Orana	60-64	Employed (away from work)	F	77
Far West and Orana	60-64	Employed (away from work)	M	96
Far West and Orana	60-64	Employed (full-time)	F	841
Far West and Orana	60-64	Employed (full-time)	M	1384
Far West and Orana	60-64	Employed (part-time)	F	678
Far West and Orana	60-64	Employed (part-time)	M	380
Far West and Orana	65-69		F	24
Far West and Orana	65-69		M	37
Far West and Orana	65-69	Employed (away from work)	F	42
Far West and Orana	65-69	Employed (away from work)	M	52
Far West and Orana	65-69	Employed (full-time)	F	281
Far West and Orana	65-69	Employed (full-time)	M	714
Far West and Orana	65-69	Employed (part-time)	F	346
Far West and Orana	65-69	Employed (part-time)	M	312
Far West and Orana	70-74		F	16
Far West and Orana	70-74		M	25
Far West and Orana	70-74	Employed (away from work)	F	11
Far West and Orana	70-74	Employed (away from work)	M	13
Far West and Orana	70-74	Employed (full-time)	F	125
Far West and Orana	70-74	Employed (full-time)	M	272
Far West and Orana	70-74	Employed (part-time)	F	151
Far West and Orana	70-74	Employed (part-time)	M	191
Far West and Orana	75+		F	22
Far West and Orana	75+		M	35
Far West and Orana	75+	Employed (away from work)	F	12
Far West and Orana	75+	Employed (away from work)	M	16
Far West and Orana	75+	Employed (full-time)	F	73
Far West and Orana	75+	Employed (full-time)	M	225
Far West and Orana	75+	Employed (part-time)	F	108
Far West and Orana	75+	Employed (part-time)	M	166
Hunter Valley exc Newcastle	15-19		F	89
Hunter Valley exc Newcastle	15-19		M	72
Hunter Valley exc Newcastle	15-19	Employed (away from work)	F	142
Hunter Valley exc Newcastle	15-19	Employed (away from work)	M	114
Hunter Valley exc Newcastle	15-19	Employed (full-time)	F	461
Hunter Valley exc Newcastle	15-19	Employed (full-time)	M	1108
Hunter Valley exc Newcastle	15-19	Employed (part-time)	F	2767
Hunter Valley exc Newcastle	15-19	Employed (part-time)	M	1884
Hunter Valley exc Newcastle	20-24		F	91
Hunter Valley exc Newcastle	20-24		M	127
Hunter Valley exc Newcastle	20-24	Employed (away from work)	F	170
Hunter Valley exc Newcastle	20-24	Employed (away from work)	M	131
Hunter Valley exc Newcastle	20-24	Employed (full-time)	F	1900
Hunter Valley exc Newcastle	20-24	Employed (full-time)	M	3395
Hunter Valley exc Newcastle	20-24	Employed (part-time)	F	2074
Hunter Valley exc Newcastle	20-24	Employed (part-time)	M	1303
Hunter Valley exc Newcastle	25-29		F	76
Hunter Valley exc Newcastle	25-29		M	108
Hunter Valley exc Newcastle	25-29	Employed (away from work)	F	293
Hunter Valley exc Newcastle	25-29	Employed (away from work)	M	141
Hunter Valley exc Newcastle	25-29	Employed (full-time)	F	2331
Hunter Valley exc Newcastle	25-29	Employed (full-time)	M	4820
Hunter Valley exc Newcastle	25-29	Employed (part-time)	F	1802
Hunter Valley exc Newcastle	25-29	Employed (part-time)	M	761
Hunter Valley exc Newcastle	30-34		F	69
Hunter Valley exc Newcastle	30-34		M	106
Hunter Valley exc Newcastle	30-34	Employed (away from work)	F	371
Hunter Valley exc Newcastle	30-34	Employed (away from work)	M	160
Hunter Valley exc Newcastle	30-34	Employed (full-time)	F	1948
Hunter Valley exc Newcastle	30-34	Employed (full-time)	M	5150
Hunter Valley exc Newcastle	30-34	Employed (part-time)	F	2258
Hunter Valley exc Newcastle	30-34	Employed (part-time)	M	624
Hunter Valley exc Newcastle	35-39		F	71
Hunter Valley exc Newcastle	35-39		M	122
Hunter Valley exc Newcastle	35-39	Employed (away from work)	F	189
Hunter Valley exc Newcastle	35-39	Employed (away from work)	M	123
Hunter Valley exc Newcastle	35-39	Employed (full-time)	F	1847
Hunter Valley exc Newcastle	35-39	Employed (full-time)	M	4898
Hunter Valley exc Newcastle	35-39	Employed (part-time)	F	2413
Hunter Valley exc Newcastle	35-39	Employed (part-time)	M	573
Hunter Valley exc Newcastle	40-44		F	81
Hunter Valley exc Newcastle	40-44		M	108
Hunter Valley exc Newcastle	40-44	Employed (away from work)	F	159
Hunter Valley exc Newcastle	40-44	Employed (away from work)	M	156
Hunter Valley exc Newcastle	40-44	Employed (full-time)	F	2378
Hunter Valley exc Newcastle	40-44	Employed (full-time)	M	5120
Hunter Valley exc Newcastle	40-44	Employed (part-time)	F	2719
Hunter Valley exc Newcastle	40-44	Employed (part-time)	M	591
Hunter Valley exc Newcastle	45-49		F	87
Hunter Valley exc Newcastle	45-49		M	114
Hunter Valley exc Newcastle	45-49	Employed (away from work)	F	148
Hunter Valley exc Newcastle	45-49	Employed (away from work)	M	163
Hunter Valley exc Newcastle	45-49	Employed (full-time)	F	2594
Hunter Valley exc Newcastle	45-49	Employed (full-time)	M	5072
Hunter Valley exc Newcastle	45-49	Employed (part-time)	F	2493
Hunter Valley exc Newcastle	45-49	Employed (part-time)	M	636
Hunter Valley exc Newcastle	50-54		F	71
Hunter Valley exc Newcastle	50-54		M	92
Hunter Valley exc Newcastle	50-54	Employed (away from work)	F	156
Hunter Valley exc Newcastle	50-54	Employed (away from work)	M	182
Hunter Valley exc Newcastle	50-54	Employed (full-time)	F	2443
Hunter Valley exc Newcastle	50-54	Employed (full-time)	M	4783
Hunter Valley exc Newcastle	50-54	Employed (part-time)	F	2393
Hunter Valley exc Newcastle	50-54	Employed (part-time)	M	681
Hunter Valley exc Newcastle	55-59		F	52
Hunter Valley exc Newcastle	55-59		M	83
Hunter Valley exc Newcastle	55-59	Employed (away from work)	F	169
Hunter Valley exc Newcastle	55-59	Employed (away from work)	M	228
Hunter Valley exc Newcastle	55-59	Employed (full-time)	F	1940
Hunter Valley exc Newcastle	55-59	Employed (full-time)	M	4128
Hunter Valley exc Newcastle	55-59	Employed (part-time)	F	2122
Hunter Valley exc Newcastle	55-59	Employed (part-time)	M	811
Hunter Valley exc Newcastle	60-64		F	36
Hunter Valley exc Newcastle	60-64		M	66
