SA4_NAME16	Age	LabourForceStatus	NeedsAssistance	workers
Capital Region	70-74	Employed (part-time)	0	665
Capital Region	70-74	Employed (part-time)	1	12
Capital Region	75+			3
Capital Region	75+		0	65
Capital Region	75+		1	11
Capital Region	75+	Employed (away from work)	0	37
Capital Region	75+	Employed (away from work)	1	3
Capital Region	75+	Employed (full-time)		5
Capital Region	75+	Employed (full-time)	0	350
Capital Region	75+	Employed (full-time)	1	10
Capital Region	75+	Employed (part-time)		3
Capital Region	75+	Employed (part-time)	0	387
Capital Region	75+	Employed (part-time)	1	34
Central Coast	15-19			3
Central Coast	15-19		0	159
Central Coast	15-19		1	3
Central Coast	15-19	Employed (away from work)	0	293
Central Coast	15-19	Employed (away from work)	1	5
Central Coast	15-19	Employed (full-time)		23
Central Coast	15-19	Employed (full-time)	0	1392
Central Coast	15-19	Employed (full-time)	1	10
Central Coast	15-19	Employed (part-time)		48
Central Coast	15-19	Employed (part-time)	0	5699
Central Coast	15-19	Employed (part-time)	1	59
Central Coast	20-24			9
Central Coast	20-24		0	231
Central Coast	20-24		1	3
Central Coast	20-24	Employed (away from work)		4
Central Coast	20-24	Employed (away from work)	0	309
Central Coast	20-24	Employed (away from work)	1	6
Central Coast	20-24	Employed (full-time)		50
Central Coast	20-24	Employed (full-time)	0	4764
Central Coast	20-24	Employed (full-time)	1	25
Central Coast	20-24	Employed (part-time)		43
Central Coast	20-24	Employed (part-time)	0	4312
Central Coast	20-24	Employed (part-time)	1	71
Central Coast	25-29			8
Central Coast	25-29		0	153
Central Coast	25-29	Employed (away from work)		9
Central Coast	25-29	Employed (away from work)	0	379
Central Coast	25-29	Employed (away from work)	1	4
Central Coast	25-29	Employed (full-time)		56
Central Coast	25-29	Employed (full-time)	0	5947
Central Coast	25-29	Employed (full-time)	1	26
Central Coast	25-29	Employed (part-time)		32
Central Coast	25-29	Employed (part-time)	0	2694
Central Coast	25-29	Employed (part-time)	1	48
Central Coast	30-34			14
Central Coast	30-34		0	162
Central Coast	30-34		1	3
Central Coast	30-34	Employed (away from work)		4
Central Coast	30-34	Employed (away from work)	0	474
Central Coast	30-34	Employed (away from work)	1	9
Central Coast	30-34	Employed (full-time)		59
Central Coast	30-34	Employed (full-time)	0	5740
Central Coast	30-34	Employed (full-time)	1	25
Central Coast	30-34	Employed (part-time)		48
Central Coast	30-34	Employed (part-time)	0	3156
Central Coast	30-34	Employed (part-time)	1	59
Central Coast	35-39			14
Central Coast	35-39		0	163
Central Coast	35-39		1	4
Central Coast	35-39	Employed (away from work)		9
Central Coast	35-39	Employed (away from work)	0	355
Central Coast	35-39	Employed (away from work)	1	4
Central Coast	35-39	Employed (full-time)		71
Central Coast	35-39	Employed (full-time)	0	5663
Central Coast	35-39	Employed (full-time)	1	17
Central Coast	35-39	Employed (part-time)		67
Central Coast	35-39	Employed (part-time)	0	3512
Central Coast	35-39	Employed (part-time)	1	48
Central Coast	40-44			13
Central Coast	40-44		0	186
Central Coast	40-44		1	4
Central Coast	40-44	Employed (away from work)		7
Central Coast	40-44	Employed (away from work)	0	250
Central Coast	40-44	Employed (away from work)	1	13
Central Coast	40-44	Employed (full-time)		89
Central Coast	40-44	Employed (full-time)	0	6848
Central Coast	40-44	Employed (full-time)	1	39
Central Coast	40-44	Employed (part-time)		72
Central Coast	40-44	Employed (part-time)	0	3918
Central Coast	40-44	Employed (part-time)	1	53
Central Coast	45-49			7
Central Coast	45-49		0	181
Central Coast	45-49		1	8
Central Coast	45-49	Employed (away from work)		3
Central Coast	45-49	Employed (away from work)	0	269
Central Coast	45-49	Employed (away from work)	1	10
Central Coast	45-49	Employed (full-time)		105
Central Coast	45-49	Employed (full-time)	0	7404
Central Coast	45-49	Employed (full-time)	1	42
Central Coast	45-49	Employed (part-time)		62
Central Coast	45-49	Employed (part-time)	0	4000
Central Coast	45-49	Employed (part-time)	1	72
Central Coast	50-54			10
Central Coast	50-54		0	168
Central Coast	50-54		1	7
Central Coast	50-54	Employed (away from work)		3
Central Coast	50-54	Employed (away from work)	0	324
Central Coast	50-54	Employed (away from work)	1	18
Central Coast	50-54	Employed (full-time)		94
Central Coast	50-54	Employed (full-time)	0	7263
Central Coast	50-54	Employed (full-time)	1	59
Central Coast	50-54	Employed (part-time)		58
Central Coast	50-54	Employed (part-time)	0	3867
Central Coast	50-54	Employed (part-time)	1	81
Central Coast	55-59			3
Central Coast	55-59		0	137
Central Coast	55-59	Employed (away from work)		7
Central Coast	55-59	Employed (away from work)	0	408
Central Coast	55-59	Employed (away from work)	1	8
Central Coast	55-59	Employed (full-time)		95
Central Coast	55-59	Employed (full-time)	0	6282
Central Coast	55-59	Employed (full-time)	1	39
Central Coast	55-59	Employed (part-time)		52
Central Coast	55-59	Employed (part-time)	0	3866
Central Coast	55-59	Employed (part-time)	1	72
Central Coast	60-64			9
Central Coast	60-64		0	110
Central Coast	60-64		1	3
Central Coast	60-64	Employed (away from work)		3
Central Coast	60-64	Employed (away from work)	0	314
Central Coast	60-64	Employed (away from work)	1	14
Central Coast	60-64	Employed (full-time)		65
Central Coast	60-64	Employed (full-time)	0	3499
Central Coast	60-64	Employed (full-time)	1	23
Central Coast	60-64	Employed (part-time)		30
Central Coast	60-64	Employed (part-time)	0	2976
Central Coast	60-64	Employed (part-time)	1	69
Central Coast	65-69			3
Central Coast	65-69		0	54
Central Coast	65-69		1	3
Central Coast	65-69	Employed (away from work)		3
Central Coast	65-69	Employed (away from work)	0	133
Central Coast	65-69	Employed (away from work)	1	3
Central Coast	65-69	Employed (full-time)		29
Central Coast	65-69	Employed (full-time)	0	1084
Central Coast	65-69	Employed (full-time)	1	8
Central Coast	65-69	Employed (part-time)		27
Central Coast	65-69	Employed (part-time)	0	1585
Central Coast	65-69	Employed (part-time)	1	24
Central Coast	70-74			4
Central Coast	70-74		0	28
Central Coast	70-74		1	3
Central Coast	70-74	Employed (away from work)	0	49
Central Coast	70-74	Employed (full-time)		4
Central Coast	70-74	Employed (full-time)	0	276
Central Coast	70-74	Employed (full-time)	1	7
Central Coast	70-74	Employed (part-time)		14
Central Coast	70-74	Employed (part-time)	0	659
Central Coast	70-74	Employed (part-time)	1	21
Central Coast	75+		0	39
Central Coast	75+		1	4
Central Coast	75+	Employed (away from work)	0	18
Central Coast	75+	Employed (away from work)	1	3
Central Coast	75+	Employed (full-time)		3
Central Coast	75+	Employed (full-time)	0	110
Central Coast	75+	Employed (full-time)	1	5
Central Coast	75+	Employed (part-time)		7
Central Coast	75+	Employed (part-time)	0	242
Central Coast	75+	Employed (part-time)	1	20
Central West	15-19			10
Central West	15-19		0	170
Central West	15-19	Employed (away from work)		4
Central West	15-19	Employed (away from work)	0	226
Central West	15-19	Employed (away from work)	1	3
Central West	15-19	Employed (full-time)		23
Central West	15-19	Employed (full-time)	0	1329
Central West	15-19	Employed (full-time)	1	15
Central West	15-19	Employed (part-time)		27
Central West	15-19	Employed (part-time)	0	3041
Central West	15-19	Employed (part-time)	1	24
Central West	20-24			9
Central West	20-24		0	182
Central West	20-24	Employed (away from work)		5
Central West	20-24	Employed (away from work)	0	246
Central West	20-24	Employed (away from work)	1	3
Central West	20-24	Employed (full-time)		47
Central West	20-24	Employed (full-time)	0	4189
Central West	20-24	Employed (full-time)	1	11
Central West	20-24	Employed (part-time)		38
Central West	20-24	Employed (part-time)	0	2234
Central West	20-24	Employed (part-time)	1	36
Central West	25-29			5
Central West	25-29		0	144
Central West	25-29		1	3
Central West	25-29	Employed (away from work)	0	345
Central West	25-29	Employed (full-time)		59
Central West	25-29	Employed (full-time)	0	5192
Central West	25-29	Employed (full-time)	1	20
Central West	25-29	Employed (part-time)		24
Central West	25-29	Employed (part-time)	0	1804
Central West	25-29	Employed (part-time)	1	37
Central West	30-34			10
Central West	30-34		0	148
Central West	30-34		1	3
Central West	30-34	Employed (away from work)		6
Central West	30-34	Employed (away from work)	0	387
Central West	30-34	Employed (away from work)	1	3
Central West	30-34	Employed (full-time)		71
Central West	30-34	Employed (full-time)	0	5041
Central West	30-34	Employed (full-time)	1	14
Central West	30-34	Employed (part-time)		40
Central West	30-34	Employed (part-time)	0	2257
Central West	30-34	Employed (part-time)	1	30
Central West	35-39			16
Central West	35-39		0	146
Central West	35-39	Employed (away from work)		10
Central West	35-39	Employed (away from work)	0	256
Central West	35-39	Employed (away from work)	1	9
Central West	35-39	Employed (full-time)		66
Central West	35-39	Employed (full-time)	0	5070
Central West	35-39	Employed (full-time)	1	10
Central West	35-39	Employed (part-time)		46
Central West	35-39	Employed (part-time)	0	2153
Central West	35-39	Employed (part-time)	1	33
Central West	40-44			10
Central West	40-44		0	135
Central West	40-44		1	4
Central West	40-44	Employed (away from work)		4
Central West	40-44	Employed (away from work)	0	207
Central West	40-44	Employed (away from work)	1	4
Central West	40-44	Employed (full-time)		87
Central West	40-44	Employed (full-time)	0	5861
Central West	40-44	Employed (full-time)	1	35
Central West	40-44	Employed (part-time)		53
Central West	40-44	Employed (part-time)	0	2406
Central West	40-44	Employed (part-time)	1	46
Central West	45-49			10
Central West	45-49		0	134
Central West	45-49	Employed (away from work)		11
Central West	45-49	Employed (away from work)	0	232
Central West	45-49	Employed (away from work)	1	4
Central West	45-49	Employed (full-time)		117
Central West	45-49	Employed (full-time)	0	6247
Central West	45-49	Employed (full-time)	1	24
Central West	45-49	Employed (part-time)		51
Central West	45-49	Employed (part-time)	0	2389
Central West	45-49	Employed (part-time)	1	47
Central West	50-54			9
Central West	50-54		0	143
Central West	50-54		1	3
Central West	50-54	Employed (away from work)		7
Central West	50-54	Employed (away from work)	0	255
Central West	50-54	Employed (away from work)	1	7
Central West	50-54	Employed (full-time)		90
Central West	50-54	Employed (full-time)	0	6163
Central West	50-54	Employed (full-time)	1	29
Central West	50-54	Employed (part-time)		46
Central West	50-54	Employed (part-time)	0	2458
Central West	50-54	Employed (part-time)	1	36
Central West	55-59			6
Central West	55-59		0	120
Central West	55-59	Employed (away from work)		3
Central West	55-59	Employed (away from work)	0	338
Central West	55-59	Employed (away from work)	1	10
Central West	55-59	Employed (full-time)		83
Central West	55-59	Employed (full-time)	0	5605
Central West	55-59	Employed (full-time)	1	32
Central West	55-59	Employed (part-time)		34
Central West	55-59	Employed (part-time)	0	2456
Central West	55-59	Employed (part-time)	1	47
Central West	60-64		0	94
Central West	60-64		1	4
Central West	60-64	Employed (away from work)		3
Central West	60-64	Employed (away from work)	0	290
Central West	60-64	Employed (away from work)	1	8
Central West	60-64	Employed (full-time)		49
Central West	60-64	Employed (full-time)	0	3473
Central West	60-64	Employed (full-time)	1	27
Central West	60-64	Employed (part-time)		43
Central West	60-64	Employed (part-time)	0	2069
Central West	60-64	Employed (part-time)	1	34
Central West	65-69		0	71
Central West	65-69		1	3
Central West	65-69	Employed (away from work)		9
Central West	65-69	Employed (away from work)	0	144
Central West	65-69	Employed (away from work)	1	8
Central West	65-69	Employed (full-time)		27
Central West	65-69	Employed (full-time)	0	1523
Central West	65-69	Employed (full-time)	1	9
Central West	65-69	Employed (part-time)		12
Central West	65-69	Employed (part-time)	0	1259
Central West	65-69	Employed (part-time)	1	16
Central West	70-74			3
Central West	70-74		0	44
Central West	70-74		1	3
Central West	70-74	Employed (away from work)		3
Central West	70-74	Employed (away from work)	0	85
Central West	70-74	Employed (full-time)		18
Central West	70-74	Employed (full-time)	0	589
Central West	70-74	Employed (full-time)	1	8
Central West	70-74	Employed (part-time)		22
Central West	70-74	Employed (part-time)	0	717
Central West	70-74	Employed (part-time)	1	13
Central West	75+			4
Central West	75+		0	89
Central West	75+		1	15
Central West	75+	Employed (away from work)	0	47
Central West	75+	Employed (away from work)	1	11
Central West	75+	Employed (full-time)		9
Central West	75+	Employed (full-time)	0	414
Central West	75+	Employed (full-time)	1	15
Central West	75+	Employed (part-time)		9
Central West	75+	Employed (part-time)	0	460
Central West	75+	Employed (part-time)	1	25
Coffs Harbour - Grafton	15-19		0	96
Coffs Harbour - Grafton	15-19		1	4
Coffs Harbour - Grafton	15-19	Employed (away from work)	0	137
Coffs Harbour - Grafton	15-19	Employed (full-time)		3
Coffs Harbour - Grafton	15-19	Employed (full-time)	0	547
Coffs Harbour - Grafton	15-19	Employed (full-time)	1	6
Coffs Harbour - Grafton	15-19	Employed (part-time)		21
Coffs Harbour - Grafton	15-19	Employed (part-time)	0	2284
Coffs Harbour - Grafton	15-19	Employed (part-time)	1	18
Coffs Harbour - Grafton	20-24			3
Coffs Harbour - Grafton	20-24		0	95
Coffs Harbour - Grafton	20-24	Employed (away from work)		4
Coffs Harbour - Grafton	20-24	Employed (away from work)	0	127
Coffs Harbour - Grafton	20-24	Employed (full-time)		19
Coffs Harbour - Grafton	20-24	Employed (full-time)	0	1849
Coffs Harbour - Grafton	20-24	Employed (full-time)	1	6
Coffs Harbour - Grafton	20-24	Employed (part-time)		11
Coffs Harbour - Grafton	20-24	Employed (part-time)	0	1487
Coffs Harbour - Grafton	20-24	Employed (part-time)	1	23
Coffs Harbour - Grafton	25-29			6
Coffs Harbour - Grafton	25-29		0	83
Coffs Harbour - Grafton	25-29	Employed (away from work)	0	164
Coffs Harbour - Grafton	25-29	Employed (away from work)	1	4
Coffs Harbour - Grafton	25-29	Employed (full-time)		28
Coffs Harbour - Grafton	25-29	Employed (full-time)	0	2287
Coffs Harbour - Grafton	25-29	Employed (full-time)	1	14
Coffs Harbour - Grafton	25-29	Employed (part-time)		12
Coffs Harbour - Grafton	25-29	Employed (part-time)	0	1233
Coffs Harbour - Grafton	25-29	Employed (part-time)	1	32
Coffs Harbour - Grafton	30-34		0	64
Coffs Harbour - Grafton	30-34	Employed (away from work)	0	180
Coffs Harbour - Grafton	30-34	Employed (full-time)		38
Coffs Harbour - Grafton	30-34	Employed (full-time)	0	2351
Coffs Harbour - Grafton	30-34	Employed (full-time)	1	6
Coffs Harbour - Grafton	30-34	Employed (part-time)		22
Coffs Harbour - Grafton	30-34	Employed (part-time)	0	1383
Coffs Harbour - Grafton	30-34	Employed (part-time)	1	28
Coffs Harbour - Grafton	35-39		0	63
Coffs Harbour - Grafton	35-39	Employed (away from work)	0	136
Coffs Harbour - Grafton	35-39	Employed (away from work)	1	8
Coffs Harbour - Grafton	35-39	Employed (full-time)		42
Coffs Harbour - Grafton	35-39	Employed (full-time)	0	2467
Coffs Harbour - Grafton	35-39	Employed (full-time)	1	12
Coffs Harbour - Grafton	35-39	Employed (part-time)		24
Coffs Harbour - Grafton	35-39	Employed (part-time)	0	1546
Coffs Harbour - Grafton	35-39	Employed (part-time)	1	22
Coffs Harbour - Grafton	40-44			5
Coffs Harbour - Grafton	40-44		0	77
Coffs Harbour - Grafton	40-44		1	3
Coffs Harbour - Grafton	40-44	Employed (away from work)	0	124
Coffs Harbour - Grafton	40-44	Employed (away from work)	1	3
Coffs Harbour - Grafton	40-44	Employed (full-time)		54
Coffs Harbour - Grafton	40-44	Employed (full-time)	0	3209
Coffs Harbour - Grafton	40-44	Employed (full-time)	1	24
Coffs Harbour - Grafton	40-44	Employed (part-time)		27
Coffs Harbour - Grafton	40-44	Employed (part-time)	0	1822
Coffs Harbour - Grafton	40-44	Employed (part-time)	1	38
Coffs Harbour - Grafton	45-49		0	84
Coffs Harbour - Grafton	45-49		1	3
Coffs Harbour - Grafton	45-49	Employed (away from work)		3
Coffs Harbour - Grafton	45-49	Employed (away from work)	0	124
Coffs Harbour - Grafton	45-49	Employed (full-time)		35
Coffs Harbour - Grafton	45-49	Employed (full-time)	0	3488
Coffs Harbour - Grafton	45-49	Employed (full-time)	1	29
Coffs Harbour - Grafton	45-49	Employed (part-time)		32
Coffs Harbour - Grafton	45-49	Employed (part-time)	0	1921
Coffs Harbour - Grafton	45-49	Employed (part-time)	1	34
Coffs Harbour - Grafton	50-54			3
Coffs Harbour - Grafton	50-54		0	97
Coffs Harbour - Grafton	50-54		1	3
Coffs Harbour - Grafton	50-54	Employed (away from work)	0	190
Coffs Harbour - Grafton	50-54	Employed (away from work)	1	3
Coffs Harbour - Grafton	50-54	Employed (full-time)		57
Coffs Harbour - Grafton	50-54	Employed (full-time)	0	3463
Coffs Harbour - Grafton	50-54	Employed (full-time)	1	20
Coffs Harbour - Grafton	50-54	Employed (part-time)		32
Coffs Harbour - Grafton	50-54	Employed (part-time)	0	2068
Coffs Harbour - Grafton	50-54	Employed (part-time)	1	28
Coffs Harbour - Grafton	55-59			4
Coffs Harbour - Grafton	55-59		0	75
Coffs Harbour - Grafton	55-59		1	3
Coffs Harbour - Grafton	55-59	Employed (away from work)		7
Coffs Harbour - Grafton	55-59	Employed (away from work)	0	237
Coffs Harbour - Grafton	55-59	Employed (away from work)	1	5
Coffs Harbour - Grafton	55-59	Employed (full-time)		44
Coffs Harbour - Grafton	55-59	Employed (full-time)	0	3229
Coffs Harbour - Grafton	55-59	Employed (full-time)	1	21
Coffs Harbour - Grafton	55-59	Employed (part-time)		29
Coffs Harbour - Grafton	55-59	Employed (part-time)	0	2228
Coffs Harbour - Grafton	55-59	Employed (part-time)	1	56
Coffs Harbour - Grafton	60-64		0	70
Coffs Harbour - Grafton	60-64		1	3
Coffs Harbour - Grafton	60-64	Employed (away from work)		3
Coffs Harbour - Grafton	60-64	Employed (away from work)	0	189
Coffs Harbour - Grafton	60-64	Employed (away from work)	1	5
Coffs Harbour - Grafton	60-64	Employed (full-time)		29
Coffs Harbour - Grafton	60-64	Employed (full-time)	0	1952
Coffs Harbour - Grafton	60-64	Employed (full-time)	1	20
Coffs Harbour - Grafton	60-64	Employed (part-time)		27
Coffs Harbour - Grafton	60-64	Employed (part-time)	0	1842
Coffs Harbour - Grafton	60-64	Employed (part-time)	1	24
Coffs Harbour - Grafton	65-69		0	34
Coffs Harbour - Grafton	65-69	Employed (away from work)		3
Coffs Harbour - Grafton	65-69	Employed (away from work)	0	78
Coffs Harbour - Grafton	65-69	Employed (away from work)	1	5
Coffs Harbour - Grafton	65-69	Employed (full-time)		4
Coffs Harbour - Grafton	65-69	Employed (full-time)	0	643
Coffs Harbour - Grafton	65-69	Employed (full-time)	1	11
Coffs Harbour - Grafton	65-69	Employed (part-time)		18
Coffs Harbour - Grafton	65-69	Employed (part-time)	0	847
Coffs Harbour - Grafton	65-69	Employed (part-time)	1	26
Coffs Harbour - Grafton	70-74		0	18
Coffs Harbour - Grafton	70-74	Employed (away from work)	0	32
Coffs Harbour - Grafton	70-74	Employed (away from work)	1	3
Coffs Harbour - Grafton	70-74	Employed (full-time)		3
Coffs Harbour - Grafton	70-74	Employed (full-time)	0	174
Coffs Harbour - Grafton	70-74	Employed (part-time)		7
Coffs Harbour - Grafton	70-74	Employed (part-time)	0	323
Coffs Harbour - Grafton	70-74	Employed (part-time)	1	15
Coffs Harbour - Grafton	75+			3
Coffs Harbour - Grafton	75+		0	41
Coffs Harbour - Grafton	75+		1	5
Coffs Harbour - Grafton	75+	Employed (away from work)		3
Coffs Harbour - Grafton	75+	Employed (away from work)	0	4
Coffs Harbour - Grafton	75+	Employed (away from work)	1	7
Coffs Harbour - Grafton	75+	Employed (full-time)		4
Coffs Harbour - Grafton	75+	Employed (full-time)	0	104
Coffs Harbour - Grafton	75+	Employed (full-time)	1	3
Coffs Harbour - Grafton	75+	Employed (part-time)		5
Coffs Harbour - Grafton	75+	Employed (part-time)	0	175
Coffs Harbour - Grafton	75+	Employed (part-time)	1	12
Far West and Orana	15-19			3
Far West and Orana	15-19		0	93
Far West and Orana	15-19	Employed (away from work)	0	93
Far West and Orana	15-19	Employed (full-time)		11
Far West and Orana	15-19	Employed (full-time)	0	679
Far West and Orana	15-19	Employed (full-time)	1	6
Far West and Orana	15-19	Employed (part-time)		15
Far West and Orana	15-19	Employed (part-time)	0	1403
Far West and Orana	15-19	Employed (part-time)	1	27
Far West and Orana	20-24			6
Far West and Orana	20-24		0	98
Far West and Orana	20-24	Employed (away from work)		3
Far West and Orana	20-24	Employed (away from work)	0	132
Far West and Orana	20-24	Employed (full-time)		35
Far West and Orana	20-24	Employed (full-time)	0	2408
Far West and Orana	20-24	Employed (full-time)	1	9
Far West and Orana	20-24	Employed (part-time)		7
Far West and Orana	20-24	Employed (part-time)	0	1022
Far West and Orana	20-24	Employed (part-time)	1	25
Far West and Orana	25-29			3
Far West and Orana	25-29		0	100
Far West and Orana	25-29	Employed (away from work)		3
Far West and Orana	25-29	Employed (away from work)	0	191
Far West and Orana	25-29	Employed (away from work)	1	3
Far West and Orana	25-29	Employed (full-time)		48
Far West and Orana	25-29	Employed (full-time)	0	3368
Far West and Orana	25-29	Employed (full-time)	1	12
Far West and Orana	25-29	Employed (part-time)		7
Far West and Orana	25-29	Employed (part-time)	0	1001
Far West and Orana	25-29	Employed (part-time)	1	14
Far West and Orana	30-34			3
Far West and Orana	30-34		0	89
Far West and Orana	30-34	Employed (away from work)		3
Far West and Orana	30-34	Employed (away from work)	0	258
Far West and Orana	30-34	Employed (away from work)	1	8
Far West and Orana	30-34	Employed (full-time)		54
Far West and Orana	30-34	Employed (full-time)	0	2920
Far West and Orana	30-34	Employed (full-time)	1	12
Far West and Orana	30-34	Employed (part-time)		15
Far West and Orana	30-34	Employed (part-time)	0	1177
Far West and Orana	30-34	Employed (part-time)	1	21
Far West and Orana	35-39			5
Far West and Orana	35-39		0	79
Far West and Orana	35-39		1	4
Far West and Orana	35-39	Employed (away from work)	0	128
Far West and Orana	35-39	Employed (full-time)		44
Far West and Orana	35-39	Employed (full-time)	0	2712
Far West and Orana	35-39	Employed (full-time)	1	11
Far West and Orana	35-39	Employed (part-time)		23
Far West and Orana	35-39	Employed (part-time)	0	1114
Far West and Orana	35-39	Employed (part-time)	1	15
Far West and Orana	40-44			5
Far West and Orana	40-44		0	88
Far West and Orana	40-44	Employed (away from work)	0	104
Far West and Orana	40-44	Employed (away from work)	1	3
Far West and Orana	40-44	Employed (full-time)		59
Far West and Orana	40-44	Employed (full-time)	0	3086
Far West and Orana	40-44	Employed (full-time)	1	22
Far West and Orana	40-44	Employed (part-time)		36
Far West and Orana	40-44	Employed (part-time)	0	1064
Far West and Orana	40-44	Employed (part-time)	1	16
Far West and Orana	45-49			8
Far West and Orana	45-49		0	95
Far West and Orana	45-49		1	6
Far West and Orana	45-49	Employed (away from work)	0	96
Far West and Orana	45-49	Employed (away from work)	1	6
Far West and Orana	45-49	Employed (full-time)		43
Far West and Orana	45-49	Employed (full-time)	0	3426
Far West and Orana	45-49	Employed (full-time)	1	23
Far West and Orana	45-49	Employed (part-time)		17
