SA4_NAME16	Age	ModeTravelToWork	NumberModes	Sex	workers
Capital Region	55-64	Walked only	1	F	400
Capital Region	55-64	Walked only	1	M	409
Capital Region	55-64	Worked at home		F	784
Capital Region	55-64	Worked at home		M	786
Capital Region	65-74	Bicycle	1	M	4
Capital Region	65-74	Bus	1	F	4
Capital Region	65-74	Bus	1	M	6
Capital Region	65-74	Car as driver	1	F	741
Capital Region	65-74	Car as driver	1	M	1207
Capital Region	65-74	Car as passenger	1	F	70
Capital Region	65-74	Car as passenger	1	M	28
Capital Region	65-74	Did not go to work		F	292
Capital Region	65-74	Did not go to work		M	264
Capital Region	65-74	Method of travel not stated		F	39
Capital Region	65-74	Method of travel not stated		M	46
Capital Region	65-74	Motorbike scooter	1	F	6
Capital Region	65-74	Motorbike scooter	1	M	25
Capital Region	65-74	(Other)	1	F	28
Capital Region	65-74	(Other)	1	M	47
Capital Region	65-74	Other two methods	2	F	3
Capital Region	65-74	Other two methods	2	M	12
Capital Region	65-74	Taxi	1	F	3
Capital Region	65-74	Taxi	1	M	3
Capital Region	65-74	Train	1	M	3
Capital Region	65-74	Truck	1	F	10
Capital Region	65-74	Truck	1	M	132
Capital Region	65-74	Walked only	1	F	105
Capital Region	65-74	Walked only	1	M	173
Capital Region	65-74	Worked at home		F	495
Capital Region	65-74	Worked at home		M	660
Capital Region	75+	Bicycle	1	M	3
Capital Region	75+	Car as driver	1	F	56
Capital Region	75+	Car as driver	1	M	162
Capital Region	75+	Car as passenger	1	F	7
Capital Region	75+	Car as passenger	1	M	7
Capital Region	75+	Did not go to work		F	24
Capital Region	75+	Did not go to work		M	45
Capital Region	75+	Ferry	1	M	3
Capital Region	75+	Method of travel not stated		F	18
Capital Region	75+	Method of travel not stated		M	31
Capital Region	75+	Motorbike scooter	1	M	7
Capital Region	75+	(Other)	1	F	7
Capital Region	75+	(Other)	1	M	22
Capital Region	75+	Other two methods	2	M	8
Capital Region	75+	Truck	1	M	35
Capital Region	75+	Walked only	1	F	14
Capital Region	75+	Walked only	1	M	50
Capital Region	75+	Worked at home		F	133
Capital Region	75+	Worked at home		M	258
Central Coast	15-24	Bicycle	1	F	10
Central Coast	15-24	Bicycle	1	M	49
Central Coast	15-24	Bus	1	F	282
Central Coast	15-24	Bus	1	M	198
Central Coast	15-24	Bus and car as driver	2	F	3
Central Coast	15-24	Bus and car as passenger	2	F	53
Central Coast	15-24	Bus and car as passenger	2	M	29
Central Coast	15-24	Bus and two other methods excludes train	3	F	6
Central Coast	15-24	Bus and two other methods excludes train	3	M	4
Central Coast	15-24	Car as driver	1	F	5267
Central Coast	15-24	Car as driver	1	M	4763
Central Coast	15-24	Car as passenger	1	F	1275
Central Coast	15-24	Car as passenger	1	M	1179
Central Coast	15-24	Did not go to work		F	1860
Central Coast	15-24	Did not go to work		M	1134
Central Coast	15-24	Ferry	1	F	3
Central Coast	15-24	Method of travel not stated		F	123
Central Coast	15-24	Method of travel not stated		M	111
Central Coast	15-24	Motorbike scooter	1	F	3
Central Coast	15-24	Motorbike scooter	1	M	55
Central Coast	15-24	(Other)	1	F	8
Central Coast	15-24	(Other)	1	M	18
Central Coast	15-24	Other three methods	3	M	4
Central Coast	15-24	Other two methods	2	F	41
Central Coast	15-24	Other two methods	2	M	71
Central Coast	15-24	Taxi	1	F	12
Central Coast	15-24	Taxi	1	M	6
Central Coast	15-24	Train	1	F	79
Central Coast	15-24	Train	1	M	76
Central Coast	15-24	Train and bus	2	F	37
Central Coast	15-24	Train and bus	2	M	27
Central Coast	15-24	Train and car as driver	2	F	14
Central Coast	15-24	Train and car as driver	2	M	18
Central Coast	15-24	Train and car as passenger	2	F	11
Central Coast	15-24	Train and car as passenger	2	M	11
Central Coast	15-24	Train and other	2	M	3
Central Coast	15-24	Train and two other methods	3	F	18
Central Coast	15-24	Train and two other methods	3	M	15
Central Coast	15-24	Truck	1	M	38
Central Coast	15-24	Walked only	1	F	226
Central Coast	15-24	Walked only	1	M	230
Central Coast	15-24	Worked at home		F	97
Central Coast	15-24	Worked at home		M	73
Central Coast	25-34	Bicycle	1	F	9
Central Coast	25-34	Bicycle	1	M	54
Central Coast	25-34	Bus	1	F	125
Central Coast	25-34	Bus	1	M	67
Central Coast	25-34	Bus and car as driver	2	F	3
Central Coast	25-34	Bus and car as driver	2	M	3
Central Coast	25-34	Bus and car as passenger	2	F	20
Central Coast	25-34	Bus and car as passenger	2	M	3
Central Coast	25-34	Bus and two other methods excludes train	3	F	8
Central Coast	25-34	Car as driver	1	F	6737
Central Coast	25-34	Car as driver	1	M	7174
Central Coast	25-34	Car as passenger	1	F	349
Central Coast	25-34	Car as passenger	1	M	376
Central Coast	25-34	Did not go to work		F	1629
Central Coast	25-34	Did not go to work		M	568
Central Coast	25-34	Ferry	1	M	3
Central Coast	25-34	Method of travel not stated		F	81
Central Coast	25-34	Method of travel not stated		M	89
Central Coast	25-34	Motorbike scooter	1	F	10
Central Coast	25-34	Motorbike scooter	1	M	92
Central Coast	25-34	(Other)	1	F	22
Central Coast	25-34	(Other)	1	M	24
Central Coast	25-34	Other three methods	3	M	3
Central Coast	25-34	Other two methods	2	F	28
Central Coast	25-34	Other two methods	2	M	82
Central Coast	25-34	Taxi	1	F	7
Central Coast	25-34	Taxi	1	M	8
Central Coast	25-34	Train	1	F	87
Central Coast	25-34	Train	1	M	86
Central Coast	25-34	Train and bus	2	F	33
Central Coast	25-34	Train and bus	2	M	23
Central Coast	25-34	Train and car as driver	2	F	22
Central Coast	25-34	Train and car as driver	2	M	24
Central Coast	25-34	Train and car as passenger	2	F	9
Central Coast	25-34	Train and car as passenger	2	M	3
Central Coast	25-34	Train and other	2	M	6
Central Coast	25-34	Train and two other methods	3	F	14
Central Coast	25-34	Train and two other methods	3	M	17
Central Coast	25-34	Truck	1	F	7
Central Coast	25-34	Truck	1	M	116
Central Coast	25-34	Walked only	1	F	180
Central Coast	25-34	Walked only	1	M	198
Central Coast	25-34	Worked at home		F	531
Central Coast	25-34	Worked at home		M	193
Central Coast	35-44	Bicycle	1	F	18
Central Coast	35-44	Bicycle	1	M	54
Central Coast	35-44	Bus	1	F	100
Central Coast	35-44	Bus	1	M	69
Central Coast	35-44	Bus and car as driver	2	F	4
Central Coast	35-44	Bus and car as passenger	2	F	3
Central Coast	35-44	Bus and car as passenger	2	M	4
Central Coast	35-44	Bus and two other methods excludes train	3	M	3
Central Coast	35-44	Car as driver	1	F	8423
Central Coast	35-44	Car as driver	1	M	7410
Central Coast	35-44	Car as passenger	1	F	291
Central Coast	35-44	Car as passenger	1	M	215
Central Coast	35-44	Did not go to work		F	1449
Central Coast	35-44	Did not go to work		M	514
Central Coast	35-44	Ferry	1	F	3
Central Coast	35-44	Ferry	1	M	4
Central Coast	35-44	Method of travel not stated		F	94
Central Coast	35-44	Method of travel not stated		M	86
Central Coast	35-44	Motorbike scooter	1	F	6
Central Coast	35-44	Motorbike scooter	1	M	79
Central Coast	35-44	(Other)	1	F	26
Central Coast	35-44	(Other)	1	M	47
Central Coast	35-44	Other three methods	3	M	6
Central Coast	35-44	Other two methods	2	F	37
Central Coast	35-44	Other two methods	2	M	64
Central Coast	35-44	Taxi	1	F	3
Central Coast	35-44	Taxi	1	M	9
Central Coast	35-44	Train	1	F	69
Central Coast	35-44	Train	1	M	71
Central Coast	35-44	Train and bus	2	F	18
Central Coast	35-44	Train and bus	2	M	23
Central Coast	35-44	Train and car as driver	2	F	19
Central Coast	35-44	Train and car as driver	2	M	39
Central Coast	35-44	Train and car as passenger	2	F	3
Central Coast	35-44	Train and car as passenger	2	M	4
Central Coast	35-44	Train and other	2	M	6
Central Coast	35-44	Train and two other methods	3	F	8
Central Coast	35-44	Train and two other methods	3	M	12
Central Coast	35-44	Truck	1	F	5
Central Coast	35-44	Truck	1	M	196
Central Coast	35-44	Walked only	1	F	162
Central Coast	35-44	Walked only	1	M	137
Central Coast	35-44	Worked at home		F	1134
Central Coast	35-44	Worked at home		M	498
Central Coast	45-54	Bicycle	1	F	33
Central Coast	45-54	Bicycle	1	M	83
Central Coast	45-54	Bus	1	F	127
Central Coast	45-54	Bus	1	M	71
Central Coast	45-54	Bus and car as driver	2	F	5
Central Coast	45-54	Bus and car as passenger	2	F	3
Central Coast	45-54	Car as driver	1	F	10039
Central Coast	45-54	Car as driver	1	M	7917
Central Coast	45-54	Car as passenger	1	F	445
Central Coast	45-54	Car as passenger	1	M	189
Central Coast	45-54	Did not go to work		F	1366
Central Coast	45-54	Did not go to work		M	640
Central Coast	45-54	Method of travel not stated		F	126
Central Coast	45-54	Method of travel not stated		M	111
Central Coast	45-54	Motorbike scooter	1	F	10
Central Coast	45-54	Motorbike scooter	1	M	105
Central Coast	45-54	(Other)	1	F	48
Central Coast	45-54	(Other)	1	M	59
Central Coast	45-54	Other three methods	3	M	7
Central Coast	45-54	Other two methods	2	F	44
Central Coast	45-54	Other two methods	2	M	77
Central Coast	45-54	Taxi	1	F	9
Central Coast	45-54	Taxi	1	M	5
Central Coast	45-54	Train	1	F	50
Central Coast	45-54	Train	1	M	63
Central Coast	45-54	Train and bus	2	F	32
Central Coast	45-54	Train and bus	2	M	20
Central Coast	45-54	Train and car as driver	2	F	28
Central Coast	45-54	Train and car as driver	2	M	24
Central Coast	45-54	Train and car as passenger	2	F	12
Central Coast	45-54	Train and other	2	F	7
Central Coast	45-54	Train and other	2	M	4
Central Coast	45-54	Train and two other methods	3	F	12
Central Coast	45-54	Train and two other methods	3	M	16
Central Coast	45-54	Truck	1	F	4
Central Coast	45-54	Truck	1	M	234
Central Coast	45-54	Walked only	1	F	242
Central Coast	45-54	Walked only	1	M	190
Central Coast	45-54	Worked at home		F	1028
Central Coast	45-54	Worked at home		M	627
Central Coast	55-64	Bicycle	1	F	12
Central Coast	55-64	Bicycle	1	M	45
Central Coast	55-64	Bus	1	F	117
Central Coast	55-64	Bus	1	M	48
Central Coast	55-64	Bus and car as driver	2	M	3
Central Coast	55-64	Bus and car as passenger	2	F	4
Central Coast	55-64	Bus and two other methods excludes train	3	M	3
Central Coast	55-64	Car as driver	1	F	6711
Central Coast	55-64	Car as driver	1	M	5905
Central Coast	55-64	Car as passenger	1	F	358
Central Coast	55-64	Car as passenger	1	M	144
Central Coast	55-64	Did not go to work		F	1344
Central Coast	55-64	Did not go to work		M	675
Central Coast	55-64	Method of travel not stated		F	97
Central Coast	55-64	Method of travel not stated		M	65
Central Coast	55-64	Motorbike scooter	1	F	8
Central Coast	55-64	Motorbike scooter	1	M	94
Central Coast	55-64	(Other)	1	F	39
Central Coast	55-64	(Other)	1	M	71
Central Coast	55-64	Other two methods	2	F	47
Central Coast	55-64	Other two methods	2	M	57
Central Coast	55-64	Taxi	1	F	5
Central Coast	55-64	Taxi	1	M	8
Central Coast	55-64	Train	1	F	56
Central Coast	55-64	Train	1	M	57
Central Coast	55-64	Train and bus	2	F	15
Central Coast	55-64	Train and bus	2	M	18
Central Coast	55-64	Train and car as driver	2	F	19
Central Coast	55-64	Train and car as driver	2	M	24
Central Coast	55-64	Train and car as passenger	2	F	3
Central Coast	55-64	Train and car as passenger	2	M	4
Central Coast	55-64	Train and other	2	M	3
Central Coast	55-64	Train and two other methods	3	F	10
Central Coast	55-64	Train and two other methods	3	M	13
Central Coast	55-64	Truck	1	F	3
Central Coast	55-64	Truck	1	M	227
Central Coast	55-64	Walked only	1	F	213
Central Coast	55-64	Walked only	1	M	185
Central Coast	55-64	Worked at home		F	783
Central Coast	55-64	Worked at home		M	601
Central Coast	65-74	Bicycle	1	M	3
Central Coast	65-74	Bus	1	F	15
Central Coast	65-74	Bus	1	M	11
Central Coast	65-74	Car as driver	1	F	942
Central Coast	65-74	Car as driver	1	M	1298
Central Coast	65-74	Car as passenger	1	F	79
Central Coast	65-74	Car as passenger	1	M	34
Central Coast	65-74	Did not go to work		F	318
Central Coast	65-74	Did not go to work		M	243
Central Coast	65-74	Method of travel not stated		F	45
Central Coast	65-74	Method of travel not stated		M	43
Central Coast	65-74	Motorbike scooter	1	M	14
Central Coast	65-74	(Other)	1	F	15
Central Coast	65-74	(Other)	1	M	22
Central Coast	65-74	Other two methods	2	F	3
Central Coast	65-74	Other two methods	2	M	11
Central Coast	65-74	Taxi	1	F	3
Central Coast	65-74	Train	1	F	8
Central Coast	65-74	Train	1	M	18
Central Coast	65-74	Train and bus	2	F	6
Central Coast	65-74	Train and bus	2	M	3
Central Coast	65-74	Train and car as driver	2	F	7
Central Coast	65-74	Train and car as driver	2	M	3
Central Coast	65-74	Train and car as passenger	2	F	3
Central Coast	65-74	Train and two other methods	3	F	3
Central Coast	65-74	Train and two other methods	3	M	7
Central Coast	65-74	Truck	1	M	62
Central Coast	65-74	Walked only	1	F	54
Central Coast	65-74	Walked only	1	M	68
Central Coast	65-74	Worked at home		F	294
Central Coast	65-74	Worked at home		M	385
Central Coast	75+	Car as driver	1	F	46
Central Coast	75+	Car as driver	1	M	114
Central Coast	75+	Car as passenger	1	F	12
Central Coast	75+	Car as passenger	1	M	5
Central Coast	75+	Did not go to work		F	23
Central Coast	75+	Did not go to work		M	41
Central Coast	75+	Method of travel not stated		F	20
Central Coast	75+	Method of travel not stated		M	28
Central Coast	75+	Motorbike scooter	1	M	3
Central Coast	75+	(Other)	1	M	6
Central Coast	75+	Train	1	M	3
Central Coast	75+	Truck	1	M	3
Central Coast	75+	Walked only	1	F	6
Central Coast	75+	Walked only	1	M	20
Central Coast	75+	Worked at home		F	30
Central Coast	75+	Worked at home		M	84
Central West	15-24	Bicycle	1	F	10
Central West	15-24	Bicycle	1	M	26
Central West	15-24	Bus	1	F	23
Central West	15-24	Bus	1	M	30
Central West	15-24	Bus and car as passenger	2	F	4
Central West	15-24	Bus and car as passenger	2	M	4
Central West	15-24	Bus and two other methods excludes train	3	M	3
Central West	15-24	Car as driver	1	F	3423
Central West	15-24	Car as driver	1	M	3640
Central West	15-24	Car as passenger	1	F	829
Central West	15-24	Car as passenger	1	M	861
Central West	15-24	Did not go to work		F	1055
Central West	15-24	Did not go to work		M	661
Central West	15-24	Ferry	1	F	3
Central West	15-24	Ferry	1	M	4
Central West	15-24	Method of travel not stated		F	108
Central West	15-24	Method of travel not stated		M	123
Central West	15-24	Motorbike scooter	1	F	5
Central West	15-24	Motorbike scooter	1	M	45
Central West	15-24	(Other)	1	F	8
Central West	15-24	(Other)	1	M	43
Central West	15-24	Other three methods	3	M	3
Central West	15-24	Other two methods	2	F	27
Central West	15-24	Other two methods	2	M	34
Central West	15-24	Taxi	1	F	20
Central West	15-24	Taxi	1	M	8
Central West	15-24	Train	1	F	6
Central West	15-24	Train	1	M	3
Central West	15-24	Train and bus	2	F	4
Central West	15-24	Train and car as passenger	2	F	3
Central West	15-24	Train and two other methods	3	F	3
Central West	15-24	Tram includes light rail	1	M	3
Central West	15-24	Truck	1	M	43
Central West	15-24	Walked only	1	F	305
Central West	15-24	Walked only	1	M	347
Central West	15-24	Worked at home		F	56
Central West	15-24	Worked at home		M	80
Central West	25-34	Bicycle	1	F	12
Central West	25-34	Bicycle	1	M	46
Central West	25-34	Bus	1	F	19
Central West	25-34	Bus	1	M	38
Central West	25-34	Bus and car as driver	2	M	4
Central West	25-34	Bus and car as passenger	2	F	3
Central West	25-34	Bus and car as passenger	2	M	3
Central West	25-34	Bus and other	2	M	3
Central West	25-34	Bus and two other methods excludes train	3	M	3
Central West	25-34	Car as driver	1	F	5016
Central West	25-34	Car as driver	1	M	6235
Central West	25-34	Car as passenger	1	F	337
Central West	25-34	Car as passenger	1	M	474
Central West	25-34	Did not go to work		F	1186
Central West	25-34	Did not go to work		M	598
Central West	25-34	Ferry	1	M	3
Central West	25-34	Method of travel not stated		F	68
Central West	25-34	Method of travel not stated		M	82
Central West	25-34	Motorbike scooter	1	M	46
Central West	25-34	(Other)	1	F	27
Central West	25-34	(Other)	1	M	42
Central West	25-34	Other three methods	3	F	4
Central West	25-34	Other three methods	3	M	3
Central West	25-34	Other two methods	2	F	35
Central West	25-34	Other two methods	2	M	78
Central West	25-34	Taxi	1	F	24
Central West	25-34	Taxi	1	M	13
Central West	25-34	Train	1	F	9
Central West	25-34	Train	1	M	13
Central West	25-34	Train and car as driver	2	M	3
Central West	25-34	Truck	1	M	87
Central West	25-34	Walked only	1	F	263
Central West	25-34	Walked only	1	M	352
Central West	25-34	Worked at home		F	343
Central West	25-34	Worked at home		M	195
Central West	35-44	Bicycle	1	F	11
Central West	35-44	Bicycle	1	M	55
Central West	35-44	Bus	1	F	17
Central West	35-44	Bus	1	M	49
Central West	35-44	Bus and car as driver	2	F	3
Central West	35-44	Bus and car as driver	2	M	11
Central West	35-44	Bus and car as passenger	2	F	3
Central West	35-44	Bus and other	2	M	3
Central West	35-44	Car as driver	1	F	6004
Central West	35-44	Car as driver	1	M	6307
Central West	35-44	Car as passenger	1	F	290
Central West	35-44	Car as passenger	1	M	325
Central West	35-44	Did not go to work		F	870
Central West	35-44	Did not go to work		M	558
Central West	35-44	Ferry	1	M	3
Central West	35-44	Method of travel not stated		F	83
Central West	35-44	Method of travel not stated		M	83
Central West	35-44	Motorbike scooter	1	F	4
Central West	35-44	Motorbike scooter	1	M	43
Central West	35-44	(Other)	1	F	27
Central West	35-44	(Other)	1	M	53
Central West	35-44	Other three methods	3	M	3
Central West	35-44	Other two methods	2	F	29
Central West	35-44	Other two methods	2	M	57
Central West	35-44	Taxi	1	F	11
Central West	35-44	Taxi	1	M	17
Central West	35-44	Train	1	F	6
Central West	35-44	Train	1	M	4
Central West	35-44	Train and car as driver	2	M	5
Central West	35-44	Train and two other methods	3	F	3
Central West	35-44	Truck	1	F	9
Central West	35-44	Truck	1	M	154
Central West	35-44	Walked only	1	F	270
Central West	35-44	Walked only	1	M	295
Central West	35-44	Worked at home		F	616
Central West	35-44	Worked at home		M	366
Central West	45-54	Bicycle	1	F	19
Central West	45-54	Bicycle	1	M	58
Central West	45-54	Bus	1	F	17
Central West	45-54	Bus	1	M	43
Central West	45-54	Bus and car as driver	2	F	3
Central West	45-54	Bus and car as driver	2	M	7
Central West	45-54	Bus and car as passenger	2	M	3
Central West	45-54	Car as driver	1	F	6815
Central West	45-54	Car as driver	1	M	6635
Central West	45-54	Car as passenger	1	F	389
Central West	45-54	Car as passenger	1	M	277
Central West	45-54	Did not go to work		F	887
Central West	45-54	Did not go to work		M	589
Central West	45-54	Ferry	1	M	3
Central West	45-54	Method of travel not stated		F	91
Central West	45-54	Method of travel not stated		M	103
Central West	45-54	Motorbike scooter	1	F	3
Central West	45-54	Motorbike scooter	1	M	66
Central West	45-54	(Other)	1	F	30
Central West	45-54	(Other)	1	M	69
Central West	45-54	Other three methods	3	F	7
Central West	45-54	Other three methods	3	M	6
Central West	45-54	Other two methods	2	F	29
Central West	45-54	Other two methods	2	M	51
Central West	45-54	Taxi	1	F	17
Central West	45-54	Taxi	1	M	12
Central West	45-54	Train	1	F	4
Central West	45-54	Train	1	M	9
Central West	45-54	Train and bus	2	F	3
Central West	45-54	Train and car as driver	2	F	4
Central West	45-54	Train and car as driver	2	M	8
Central West	45-54	Train and two other methods	3	F	3
Central West	45-54	Truck	1	F	8
Central West	45-54	Truck	1	M	243
Central West	45-54	Walked only	1	F	384
Central West	45-54	Walked only	1	M	373
Central West	45-54	Worked at home		F	648
Central West	45-54	Worked at home		M	593
Central West	55-64	Bicycle	1	F	13
Central West	55-64	Bicycle	1	M	56
Central West	55-64	Bus	1	F	19
Central West	55-64	Bus	1	M	35
Central West	55-64	Bus and car as driver	2	F	3
Central West	55-64	Car as driver	1	F	4625
Central West	55-64	Car as driver	1	M	5131
Central West	55-64	Car as passenger	1	F	292
Central West	55-64	Car as passenger	1	M	184
Central West	55-64	Did not go to work		F	877
Central West	55-64	Did not go to work		M	576
Central West	55-64	Method of travel not stated		F	67
