SA4_CODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
126,65,373,358,295,605,595,262,407,32,2997,98,352,321,283,711,948,287,535,944,4480,2642,9592,9486,7959,20668,23429,9580,14524,1731,99607
127,83,583,457,441,964,984,427,653,66,4660,200,837,668,615,1765,1542,459,753,1693,8528,3261,13305,12509,12324,26998,25187,10518,17144,3239,124482
128,70,468,379,382,543,660,312,432,41,3283,74,330,300,262,495,583,193,376,537,3147,1913,10528,9036,7893,10556,11603,5219,8530,1106,66381
197,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,9,6,5,5,3,9,7,34,0,86
199,195,1161,676,691,666,962,349,796,80,5571,521,953,752,691,957,1448,379,953,1621,8280,6077,19723,15762,16393,17453,30717,11320,22131,3799,143365
201,70,328,230,270,424,343,206,256,30,2157,95,250,167,164,333,312,121,242,516,2205,2465,8555,6961,7907,10581,9450,5253,7511,1175,59866
202,76,309,201,291,422,359,231,310,18,2205,92,264,156,210,338,326,140,260,434,2207,2539,8466,6807,8020,10840,9542,5337,7773,1068,60402
203,110,623,440,492,775,736,314,470,49,4000,159,474,318,349,584,651,228,423,846,4042,4120,16028,12920,13628,18505,18514,8997,12856,1893,107466
204,68,278,210,258,434,466,228,360,38,2349,145,298,208,202,346,420,155,304,588,2665,2895,8157,7243,8692,11407,11647,6450,10616,1416,68527
205,119,557,400,459,734,728,326,547,41,3907,197,436,311,306,504,571,204,490,955,3966,4634,14270,11407,12720,16311,15156,8574,14966,2145,100188
206,490,1796,2045,2141,4426,3579,1862,2302,182,18819,703,2174,2182,1735,3829,4810,1611,3071,5853,25961,21367,53430,61921,61750,136113,163805,72445,104061,11576,686467
207,132,898,697,732,1214,997,619,754,48,6094,168,768,555,454,822,956,290,565,1176,5758,4277,21658,17399,16621,24196,25707,12101,18003,2364,142323
208,138,1040,809,729,1245,1162,554,773,96,6546,185,865,731,671,1466,1531,481,898,1290,8108,4184,23169,18654,18334,27185,26691,12889,18832,2638,152571
209,127,860,583,616,1048,955,441,645,62,5353,196,818,548,626,1321,1255,363,705,1353,7178,4610,21319,17308,17847,26549,25156,11295,16220,2891,143201
210,106,629,547,537,1127,1087,511,695,74,5310,228,712,625,640,1720,1461,527,744,1524,8169,4106,14523,13395,15039,29819,27423,13278,17712,3142,138428
211,193,1066,891,868,1512,1488,701,1098,80,7898,283,1023,733,828,1945,1793,679,1099,1471,9865,5330,26488,19905,20523,32216,29817,14950,20934,2991,173162
212,234,1340,1121,1092,2583,2349,1102,1532,140,11495,437,1505,1274,1338,3817,3640,1247,1820,3034,18110,8337,33721,29260,32022,63371,59147,28524,38858,5932,299165
213,191,1072,806,842,1724,1545,691,994,105,7972,298,1147,923,973,2386,2362,704,1177,2475,12443,6283,26792,22648,24424,44611,41449,19243,28074,4929,218458
214,92,590,431,506,650,668,352,479,40,3809,143,522,404,400,689,744,256,493,838,4493,3203,14649,11177,12792,14982,15197,7519,11101,1773,92394
215,62,265,196,228,474,476,180,290,32,2217,105,250,184,204,348,391,117,280,624,2514,2545,7514,6007,7559,10697,10595,5139,9898,1439,61396
216,68,275,202,227,486,463,219,280,24,2245,117,212,138,156,356,355,144,273,587,2338,2384,6360,5215,6561,9421,9094,5116,8418,1239,53808
217,46,294,170,188,322,322,141,229,23,1738,105,224,149,161,282,295,119,251,489,2071,2389,7289,5693,6636,8164,8073,4686,9241,1158,53330
297,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,3,17,22,8,9,3,11,15,13,80,9,157
299,176,872,489,554,481,708,281,528,49,4129,487,873,595,557,835,1141,311,727,1315,6844,5166,16556,12061,13726,15284,26496,9591,17035,3122,119032
301,71,456,378,403,663,617,318,478,35,3418,101,371,309,348,707,757,282,577,624,4078,2358,9922,7803,9594,15418,14149,7531,12427,1353,80553
302,105,437,363,503,958,801,440,569,42,4222,108,369,306,313,973,929,335,590,779,4700,3628,10848,10164,13003,25322,21265,11174,15347,1762,112509
303,175,701,680,796,1675,1504,788,973,68,7360,178,653,574,606,1501,1350,485,873,1232,7448,4742,16854,15498,17955,33016,28913,14612,21511,2606,155714
304,71,374,273,315,448,334,211,318,25,2369,51,278,162,178,235,308,88,234,370,1895,2060,10742,6666,6932,9805,9373,5126,8033,909,59640
305,213,882,859,1013,2043,1541,886,1140,79,8657,269,852,740,691,1394,1811,589,1228,2079,9646,10547,23527,27011,29016,67941,67498,32993,49155,4378,312065
306,89,432,376,493,904,758,409,646,48,4156,146,408,303,360,562,594,249,498,909,4042,3361,10251,9230,13839,20483,16252,9013,14865,2008,99301
307,51,221,142,198,312,380,206,327,15,1857,111,228,103,177,308,335,140,475,553,2438,2191,5695,4388,5741,8604,7910,4968,15189,1266,55949
308,102,494,319,419,801,653,372,694,42,3893,164,307,213,259,472,507,236,607,710,3469,3939,9922,7817,10014,17012,14115,10284,21693,1767,96570
309,206,1273,1058,1282,1703,1643,862,1280,115,9416,312,1209,946,1148,1928,2142,761,1585,2046,12082,6659,28862,25440,32967,45945,40641,20181,34281,4290,239261
310,101,516,377,497,842,664,411,491,46,3949,136,384,294,417,1066,952,362,684,966,5257,3429,11078,9402,12823,23301,18921,10941,15952,2065,107904
311,86,530,392,491,763,739,391,579,51,4012,147,426,352,428,941,904,309,633,903,5049,2864,10912,9350,12263,19143,16034,8293,13477,1918,94250
312,93,350,257,311,685,499,396,737,41,3371,133,260,189,219,463,428,208,476,707,3087,3396,7150,5927,8089,12806,10942,9174,21702,1664,80844
313,71,371,290,332,526,477,261,384,42,2755,97,356,216,268,502,484,169,435,593,3125,2183,8779,7225,9704,12036,9850,5199,9003,1270,65244
314,65,348,287,299,457,468,236,346,20,2522,78,235,196,227,466,419,160,340,422,2543,1434,7455,5390,6634,9197,7969,4117,6983,845,50032
315,43,188,94,161,234,260,110,266,37,1386,56,103,59,108,143,166,78,264,432,1404,1574,2437,1855,3156,5342,5626,4500,11275,1014,36773
316,136,855,620,795,919,996,456,671,44,5498,157,718,508,605,756,863,329,785,1031,5748,3993,18427,15202,19899,22432,20116,10604,18124,2171,130983
317,77,358,268,286,550,492,318,435,23,2802,65,237,123,160,357,346,177,346,424,2231,2316,7358,6018,8156,12922,9966,6164,10150,1012,64066
318,97,442,308,434,814,714,378,595,39,3816,126,322,207,277,550,537,208,444,739,3411,3675,10654,8230,11380,20325,16625,9824,15818,1741,98272
319,102,539,363,458,784,577,307,537,47,3710,181,419,284,380,559,462,199,519,941,3943,3209,11463,9383,13451,17442,12776,7430,14800,1963,91920
397,0,4,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,6,0,12,24,7,3,7,12,17,15,114,11,202
399,171,807,431,565,511,663,287,714,59,4210,353,714,471,508,635,790,285,840,974,5565,4786,12934,9263,11584,11806,17969,8835,19254,2402,98838
401,189,1000,827,1004,1648,1152,642,799,81,7336,199,720,459,549,854,736,290,557,1273,5635,8008,26066,22585,27472,48372,34718,19406,25059,2988,214679
402,126,648,484,557,1065,847,463,593,48,4835,135,483,295,414,931,652,280,414,957,4561,4174,15896,12637,16633,28085,18863,11636,14066,2125,124118
403,111,700,457,566,847,637,380,526,39,4252,108,385,277,310,507,432,172,336,567,3081,3831,16174,12389,15287,18915,13135,7747,10364,1391,99237
404,162,525,521,690,1572,1114,694,648,45,5975,152,426,306,392,1004,739,324,473,860,4684,3938,12827,10658,14434,28963,20990,13296,15319,1863,122287
405,46,198,115,175,237,258,144,197,12,1386,68,149,87,110,173,177,81,149,336,1334,1666,5568,4417,5354,6010,6287,3909,6946,800,40953
406,38,162,104,163,238,225,114,192,19,1248,56,106,64,73,123,132,77,167,328,1131,1740,3849,3337,4134,6092,4723,3476,8430,792,36578
407,80,407,236,298,506,462,260,373,27,2650,121,300,180,205,334,317,110,261,520,2345,2964,9327,7473,9667,12181,10410,6136,11135,1295,70596
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,3,8,4,5,19,0,64
499,73,316,149,205,177,214,77,137,18,1372,139,243,123,152,174,183,64,183,265,1524,1810,5453,3687,4687,4521,5944,2625,4871,699,34311
501,91,413,282,343,438,486,300,378,47,2787,139,350,213,226,352,463,201,397,527,2868,3120,9621,7755,9060,11234,10715,7306,10303,1296,70419
502,30,166,121,152,201,173,101,127,15,1090,31,160,110,85,104,172,68,134,200,1063,984,4321,3400,3746,4807,3610,1956,3057,496,26378
503,176,711,707,817,1546,1192,594,732,66,6531,280,806,646,596,1093,1656,557,1049,1436,8118,8662,21164,22269,21791,44839,50387,22748,32413,3108,227378
504,156,624,453,447,931,1133,489,848,45,5131,138,522,369,368,894,954,370,670,720,5005,2713,11623,9235,9608,16736,16570,8387,12405,1529,88807
505,168,1174,848,910,1345,1309,648,861,69,7338,243,918,617,587,1194,1445,529,890,1176,7600,4977,25263,19187,19888,29162,27635,13022,18872,2630,160642
506,194,1080,793,883,1786,1663,853,1231,82,8555,266,983,725,712,1850,2036,761,1243,1511,10095,6334,23055,19324,21140,38369,37471,19666,27077,3351,195786
507,158,876,669,694,1169,1089,536,693,54,5944,270,815,562,562,1185,1496,601,1063,1157,7701,5273,20896,16498,17155,27212,27163,14408,20111,2460,151165
509,68,258,193,187,303,384,191,332,23,1942,117,280,162,193,193,339,150,353,493,2282,2635,6612,5331,6192,7100,8597,5493,13131,1132,56235
510,98,165,140,164,257,288,180,686,41,2014,246,190,109,149,233,279,170,1318,651,3351,5734,3120,2677,3481,6052,6610,6722,38556,1671,74614
511,74,204,163,193,345,404,237,573,27,2214,115,223,123,145,241,323,144,435,515,2264,3070,5220,3983,5253,7432,7979,6118,18496,1289,58839
597,3,0,0,0,0,0,0,4,0,9,19,3,4,0,3,12,9,180,15,231,169,39,16,21,31,37,35,1221,31,1595
599,92,553,293,322,248,323,159,358,24,2369,265,423,262,274,305,486,154,492,512,3179,3490,7379,5206,6234,5877,9740,4131,11075,1251,54379
601,106,519,426,514,810,644,338,418,39,3818,133,330,238,287,456,416,141,274,652,2918,4036,12833,10990,13420,21499,15748,8575,10797,1459,99359
602,60,303,235,253,409,353,183,232,18,2042,99,216,134,171,308,256,110,184,436,1917,2280,7333,6278,7475,10864,8326,4727,6877,974,55131
603,3,42,24,26,33,43,11,33,0,220,26,51,34,35,41,47,13,44,89,382,409,1428,1083,1277,1268,1429,678,1457,227,9266
604,51,229,183,201,382,297,148,206,18,1718,80,201,106,143,223,229,101,147,340,1563,1976,5552,4712,5427,7686,6240,3942,6068,814,42416
697,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,6,3,0,3,3,3,28,0,55
699,11,61,37,35,35,41,19,36,4,285,39,62,46,46,62,77,29,60,112,521,518,1460,963,1119,1132,1653,727,1317,250,9138
701,59,172,160,217,518,514,259,417,38,2352,129,202,133,184,483,522,207,692,675,3230,3120,4532,4397,5589,15030,13257,7309,17315,1567,72120
702,57,181,154,176,458,348,117,237,68,1803,80,84,58,84,217,197,82,217,558,1584,1624,2092,1896,2756,7321,6158,3104,7840,1066,33860
797,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,10,3,18,9,0,3,3,4,4,7,60,3,91
799,11,18,6,11,11,9,8,28,5,111,22,11,23,17,22,38,21,47,54,255,334,295,225,297,357,561,299,1194,108,3679
801,159,811,632,720,1394,1105,684,935,73,6508,184,572,373,381,863,959,368,615,1335,5660,9400,20817,17216,21210,51430,44853,23317,29131,3274,220648
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,11,50,21,30,27,38,14,26,4,226,18,43,19,22,47,47,21,23,59,302,317,1019,574,655,860,1521,641,1078,159,6819
901,5,5,11,10,11,11,4,8,3,64,12,16,8,12,24,20,4,20,37,143,168,227,177,244,591,410,319,476,75,2692
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,3,0,16,31,8,6,7,4,22,4,31,6,118
